dam_id,dam_name,total_runners,class,runners,1st,2nd,3rd,4th,a/e,win_%,1_pl
dam_5697223,Loreto (IRE),77,Class 1,1,0,0,0,0,0.0,0.0,-1.0
dam_3057992,Starflower (GB),58,Class 6,19,3,0,2,2,1.21,0.16,-11.59
dam_3057992,Starflower (GB),58,Class 4,13,0,0,0,0,0.0,0.0,-13.0
dam_3057992,Starflower (GB),58,,13,2,2,1,1,1.11,0.15,-6.5
dam_3057992,Starflower (GB),58,Class 5,10,0,0,2,0,0.0,0.0,-10.0
dam_3057992,Starflower (GB),58,Class 3,2,0,0,0,1,0.0,0.0,-2.0
dam_3057992,Starflower (GB),58,Class 2,1,0,0,0,0,0.0,0.0,-1.0
dam_6313237,Malawa (FR),3,Class 4,3,0,1,0,2,0.0,0.0,-3.0
dam_5230911,Poppy Come Running (IRE),29,,9,1,2,0,1,0.54,0.11,-5.5
dam_5230911,Poppy Come Running (IRE),29,Class 3,6,2,3,1,0,1.23,0.33,0.83
dam_5230911,Poppy Come Running (IRE),29,Class 4,5,1,0,1,1,0.51,0.2,-3.17
dam_5230911,Poppy Come Running (IRE),29,Class 1,3,1,0,0,1,6.49,0.33,8.0
dam_5230911,Poppy Come Running (IRE),29,Class 2,3,0,1,0,0,0.0,0.0,-3.0
dam_5230911,Poppy Come Running (IRE),29,Class 5,3,1,1,1,0,3.92,0.33,23.0
dam_5608260,Ballymena Lassie (GB),71,,30,3,3,4,5,1.34,0.1,24.0
dam_5608260,Ballymena Lassie (GB),71,Class 4,17,2,5,1,2,0.73,0.12,-6.67
dam_5608260,Ballymena Lassie (GB),71,Class 3,7,0,1,1,0,0.0,0.0,-7.0
dam_5608260,Ballymena Lassie (GB),71,Class 5,7,1,2,2,0,0.85,0.14,-5.17
dam_5608260,Ballymena Lassie (GB),71,Class 2,5,0,0,1,2,0.0,0.0,-5.0
dam_5608260,Ballymena Lassie (GB),71,Class 6,5,2,0,1,0,2.76,0.4,10.5
dam_5020120,Chibola (ARG),147,Class 2,39,6,5,1,0,1.68,0.15,39.5
dam_5020120,Chibola (ARG),147,Class 4,35,6,3,6,1,1.32,0.17,-7.8
dam_5020120,Chibola (ARG),147,Class 3,34,5,7,2,3,1.09,0.15,7.0
dam_5020120,Chibola (ARG),147,Class 5,15,4,4,1,1,1.28,0.27,17.92
dam_5020120,Chibola (ARG),147,Class 1,12,1,1,0,2,0.97,0.08,139.0
dam_5020120,Chibola (ARG),147,,12,0,3,2,1,0.0,0.0,-12.0
dam_5995934,A Merveille (FR),14,Class 4,6,1,0,2,0,0.44,0.17,-3.0
dam_5995934,A Merveille (FR),14,,4,1,1,2,0,0.72,0.25,-2.6
dam_5995934,A Merveille (FR),14,Class 5,3,1,1,1,0,1.08,0.33,1.2
dam_5995934,A Merveille (FR),14,Class 3,1,0,0,1,0,0.0,0.0,-1.0
dam_5595422,Between Us (GB),47,Class 5,18,0,2,5,1,0.0,0.0,-18.0
dam_5595422,Between Us (GB),47,Class 4,12,3,1,2,2,1.41,0.25,23.33
dam_5595422,Between Us (GB),47,,5,0,0,0,0,0.0,0.0,-5.0
dam_5595422,Between Us (GB),47,Class 3,5,0,1,2,2,0.0,0.0,-5.0
dam_5595422,Between Us (GB),47,Class 2,3,1,0,0,0,4.63,0.33,3.0
dam_5595422,Between Us (GB),47,Class 6,2,1,0,0,0,1.26,0.5,2.0
dam_5595422,Between Us (GB),47,Class 1,2,0,0,0,0,0.0,0.0,-2.0
dam_4480504,Rouvraie (FR),37,,17,1,1,1,1,0.95,0.06,0.6
dam_4480504,Rouvraie (FR),37,Class 4,10,2,1,2,1,1.08,0.2,3.5
dam_4480504,Rouvraie (FR),37,Class 5,5,2,0,1,0,2.68,0.4,2.7
dam_4480504,Rouvraie (FR),37,Class 2,3,0,0,2,0,0.0,0.0,-3.0
dam_4480504,Rouvraie (FR),37,Class 3,2,0,0,0,1,0.0,0.0,-2.0
dam_5618389,Elle Woods (IRE),62,Class 4,23,4,1,2,3,1.48,0.17,11.25
dam_5618389,Elle Woods (IRE),62,Class 5,15,1,1,3,4,0.32,0.07,-5.0
dam_5618389,Elle Woods (IRE),62,,15,1,1,0,2,0.57,0.07,-11.5
dam_5618389,Elle Woods (IRE),62,Class 3,7,1,1,0,1,1.16,0.14,-4.25
dam_5618389,Elle Woods (IRE),62,Class 1,1,0,0,0,0,0.0,0.0,-1.0
dam_5618389,Elle Woods (IRE),62,Class 6,1,0,0,0,0,0.0,0.0,-1.0
dam_21667310,Une Deux Trois (FR),36,,20,1,0,0,3,0.63,0.05,-13.9
dam_21667310,Une Deux Trois (FR),36,Class 3,10,2,2,2,2,0.73,0.2,-3.62
dam_21667310,Une Deux Trois (FR),36,Class 4,3,0,0,1,0,0.0,0.0,-3.0
dam_21667310,Une Deux Trois (FR),36,Class 2,2,0,1,0,0,0.0,0.0,-2.0
dam_21667310,Une Deux Trois (FR),36,Class 1,1,0,0,0,0,0.0,0.0,-1.0
dam_4661986,Serpentaria (GB),32,Class 3,10,2,0,2,2,1.5,0.2,-0.5
dam_4661986,Serpentaria (GB),32,Class 2,9,2,0,1,1,1.5,0.22,-0.67
dam_4661986,Serpentaria (GB),32,,5,0,0,1,0,0.0,0.0,-5.0
dam_4661986,Serpentaria (GB),32,Class 4,4,0,3,0,0,0.0,0.0,-4.0
dam_4661986,Serpentaria (GB),32,Class 1,2,0,0,0,0,0.0,0.0,-2.0
dam_4661986,Serpentaria (GB),32,Class 5,2,0,0,0,0,0.0,0.0,-2.0
dam_5339222,Rheinland (IRE),32,Class 4,14,1,2,4,3,0.46,0.07,-9.5
dam_5339222,Rheinland (IRE),32,,11,1,1,0,3,1.82,0.09,12.0
dam_5339222,Rheinland (IRE),32,Class 5,3,2,0,1,0,2.3,0.67,2.85
dam_5339222,Rheinland (IRE),32,Class 3,3,0,1,0,2,0.0,0.0,-3.0
dam_5339222,Rheinland (IRE),32,Class 2,1,0,0,1,0,0.0,0.0,-1.0
dam_5642875,Patsie Magern (GB),28,Class 4,18,1,5,1,2,0.2,0.06,-16.0
dam_5642875,Patsie Magern (GB),28,Class 5,7,3,0,0,1,1.12,0.43,-0.82
dam_5642875,Patsie Magern (GB),28,Class 3,2,0,0,0,1,0.0,0.0,-2.0
dam_5642875,Patsie Magern (GB),28,Class 2,1,0,0,0,0,0.0,0.0,-1.0
dam_4109091,Bonne Mere (FR),127,Class 3,40,4,8,5,5,0.74,0.1,-7.17
dam_4109091,Bonne Mere (FR),127,Class 4,39,10,5,3,5,1.46,0.26,6.33
dam_4109091,Bonne Mere (FR),127,,16,2,4,0,0,1.56,0.12,21.0
dam_4109091,Bonne Mere (FR),127,Class 1,11,1,0,1,1,1.95,0.09,-3.0
dam_4109091,Bonne Mere (FR),127,Class 2,10,1,0,1,1,2.81,0.1,16.0
dam_4109091,Bonne Mere (FR),127,Class 5,8,0,1,0,1,0.0,0.0,-8.0
dam_4109091,Bonne Mere (FR),127,Class 6,3,1,1,0,0,0.88,0.33,-1.0
dam_5682082,Letterwoman (IRE),80,Class 4,31,3,3,3,4,0.75,0.1,-13.0
dam_5682082,Letterwoman (IRE),80,Class 5,25,1,5,3,3,0.23,0.04,-19.5
dam_5682082,Letterwoman (IRE),80,Class 3,11,1,5,0,0,0.84,0.09,-6.67
dam_5682082,Letterwoman (IRE),80,Class 2,7,0,0,3,0,0.0,0.0,-7.0
dam_5682082,Letterwoman (IRE),80,Class 6,4,0,1,0,0,0.0,0.0,-4.0
dam_5682082,Letterwoman (IRE),80,,1,0,0,0,0,0.0,0.0,-1.0
dam_5682082,Letterwoman (IRE),80,Class 1,1,0,0,0,1,0.0,0.0,-1.0
dam_4953417,Enchanted Valley (IRE),46,Class 4,22,6,2,2,5,1.97,0.27,54.75
dam_4953417,Enchanted Valley (IRE),46,Class 5,12,1,1,1,0,1.02,0.08,3.0
dam_4953417,Enchanted Valley (IRE),46,Class 3,7,1,2,0,0,0.83,0.14,-3.75
dam_4953417,Enchanted Valley (IRE),46,,3,0,0,0,0,0.0,0.0,-3.0
dam_4953417,Enchanted Valley (IRE),46,Class 2,2,1,0,0,0,2.03,0.5,0.62
dam_3867836,Bluebell Line (IRE),94,,82,15,15,16,9,1.14,0.18,37.8
dam_3867836,Bluebell Line (IRE),94,Class 4,6,2,0,0,1,1.46,0.33,-2.99
dam_3867836,Bluebell Line (IRE),94,Class 2,3,0,0,0,2,0.0,0.0,-3.0
dam_3867836,Bluebell Line (IRE),94,Class 1,2,0,0,0,1,0.0,0.0,-2.0
dam_3867836,Bluebell Line (IRE),94,Class 5,1,0,0,0,0,0.0,0.0,-1.0
dam_6028260,Simplyonelady (IRE),15,Class 5,7,0,2,1,0,0.0,0.0,-7.0
dam_6028260,Simplyonelady (IRE),15,,6,1,0,1,1,2.74,0.17,-1.5
dam_6028260,Simplyonelady (IRE),15,Class 4,2,1,0,1,0,1.67,0.5,1.0
dam_33558588,Midnight Seranade (IRE),19,Class 5,9,0,0,0,1,0.0,0.0,-9.0
dam_33558588,Midnight Seranade (IRE),19,Class 4,9,2,0,1,0,5.57,0.22,44.0
dam_33558588,Midnight Seranade (IRE),19,Class 3,1,0,0,1,0,0.0,0.0,-1.0
dam_3935953,Peratus (IRE),89,,37,2,2,3,3,0.86,0.05,-24.5
dam_3935953,Peratus (IRE),89,Class 4,24,3,3,3,3,0.74,0.12,-15.0
dam_3935953,Peratus (IRE),89,Class 5,16,1,4,3,2,0.4,0.06,-4.0
dam_3935953,Peratus (IRE),89,Class 3,5,0,0,1,1,0.0,0.0,-5.0
dam_3935953,Peratus (IRE),89,Class 6,4,2,1,0,1,1.57,0.5,2.13
dam_3935953,Peratus (IRE),89,Class 2,2,0,0,0,0,0.0,0.0,-2.0
dam_3935953,Peratus (IRE),89,Class 1,1,0,0,0,0,0.0,0.0,-1.0
dam_5952877,Royal Warranty (GB),74,Class 5,41,7,7,8,4,1.05,0.17,4.7
dam_5952877,Royal Warranty (GB),74,Class 4,12,1,2,0,4,0.78,0.08,-7.67
dam_5952877,Royal Warranty (GB),74,Class 6,11,1,0,1,1,0.79,0.09,-1.0
dam_5952877,Royal Warranty (GB),74,Class 3,5,1,1,0,1,2.73,0.2,1.0
dam_5952877,Royal Warranty (GB),74,,4,1,1,0,0,1.23,0.25,-2.2
dam_5952877,Royal Warranty (GB),74,Class 2,1,0,1,0,0,0.0,0.0,-1.0
dam_6024592,Rose Bombon (FR),45,,30,1,0,2,2,0.47,0.03,-28.27
dam_6024592,Rose Bombon (FR),45,Class 4,9,0,1,1,1,0.0,0.0,-9.0
dam_6024592,Rose Bombon (FR),45,Class 5,6,0,0,3,0,0.0,0.0,-6.0
dam_13261710,A Great Beauty (GB),126,Class 4,48,3,14,8,4,0.44,0.06,-33.67
dam_13261710,A Great Beauty (GB),126,Class 5,47,2,12,8,4,0.28,0.04,-41.14
dam_13261710,A Great Beauty (GB),126,Class 6,29,5,5,4,2,1.09,0.17,-6.17
dam_13261710,A Great Beauty (GB),126,Class 3,1,0,0,0,0,0.0,0.0,-1.0
dam_13261710,A Great Beauty (GB),126,Class 2,1,0,1,0,0,0.0,0.0,-1.0
dam_30192337,Azagirl (IRE),30,Class 5,12,2,0,1,0,2.03,0.17,-3.75
dam_30192337,Azagirl (IRE),30,,12,0,0,0,0,0.0,0.0,-12.0
dam_30192337,Azagirl (IRE),30,Class 6,4,0,0,0,0,0.0,0.0,-4.0
dam_30192337,Azagirl (IRE),30,Class 4,2,0,1,0,0,0.0,0.0,-2.0
dam_5168576,Vezere (USA),77,Class 5,28,3,4,3,1,1.06,0.11,-6.5
dam_5168576,Vezere (USA),77,Class 6,24,2,2,0,1,1.55,0.08,26.0
dam_5168576,Vezere (USA),77,Class 4,15,0,1,2,1,0.0,0.0,-15.0
dam_5168576,Vezere (USA),77,Class 3,6,0,1,2,0,0.0,0.0,-6.0
dam_5168576,Vezere (USA),77,Class 2,3,0,0,0,0,0.0,0.0,-3.0
dam_5168576,Vezere (USA),77,Class 7,1,0,0,0,0,0.0,0.0,-1.0
dam_6111896,Pearl Diamond (IRE),3,Class 5,2,0,1,0,0,0.0,0.0,-2.0
dam_6111896,Pearl Diamond (IRE),3,,1,0,0,0,0,0.0,0.0,-1.0
dam_29212344,Bowling Green (IRE),6,Class 5,2,1,0,0,0,4.74,0.5,7.0
dam_29212344,Bowling Green (IRE),6,Class 3,1,0,0,0,0,0.0,0.0,-1.0
dam_29212344,Bowling Green (IRE),6,Class 1,1,0,1,0,0,0.0,0.0,-1.0
dam_29212344,Bowling Green (IRE),6,Class 4,1,0,0,0,0,0.0,0.0,-1.0
dam_29212344,Bowling Green (IRE),6,,1,0,0,0,0,0.0,0.0,-1.0
dam_6337485,Melangerie (GB),3,Class 5,2,0,0,0,0,0.0,0.0,-2.0
dam_6337485,Melangerie (GB),3,Class 4,1,0,0,0,0,0.0,0.0,-1.0
dam_28904232,Queen Of The Glen (IRE),1,Class 5,1,1,0,0,0,3.5,1.0,2.5
dam_4374153,Laetitia (IRE),45,,28,4,2,2,2,1.69,0.14,-9.12
dam_4374153,Laetitia (IRE),45,Class 4,8,1,0,2,1,0.52,0.12,-4.5
dam_4374153,Laetitia (IRE),45,Class 5,7,1,1,0,1,1.13,0.14,-4.62
dam_4374153,Laetitia (IRE),45,Class 1,2,0,0,0,0,0.0,0.0,-2.0
dam_34470611,Unwind (GB),4,Class 5,4,0,1,0,0,0.0,0.0,-4.0
dam_4178979,Very Special One (IRE),34,Class 4,19,1,3,2,3,0.49,0.05,0.0
dam_4178979,Very Special One (IRE),34,Class 5,11,0,1,2,1,0.0,0.0,-11.0
dam_4178979,Very Special One (IRE),34,Class 6,4,0,1,0,0,0.0,0.0,-4.0
dam_5030872,Cill Rialaig (GB),46,Class 5,11,1,1,2,2,0.62,0.09,-6.5
dam_5030872,Cill Rialaig (GB),46,Class 1,11,1,4,1,1,0.67,0.09,6.0
dam_5030872,Cill Rialaig (GB),46,Class 4,9,3,3,0,0,1.14,0.33,3.25
dam_5030872,Cill Rialaig (GB),46,Class 2,7,2,1,0,1,1.81,0.29,-1.12
dam_5030872,Cill Rialaig (GB),46,Class 6,4,0,0,0,0,0.0,0.0,-4.0
dam_5030872,Cill Rialaig (GB),46,Class 3,3,1,0,0,1,0.89,0.33,1.5
dam_5030872,Cill Rialaig (GB),46,,1,0,0,0,0,0.0,0.0,-1.0
dam_24747366,Soraya Pearl (GB),16,Class 4,6,3,1,0,0,1.57,0.5,3.86
dam_24747366,Soraya Pearl (GB),16,,5,0,2,1,0,0.0,0.0,-5.0
dam_24747366,Soraya Pearl (GB),16,Class 5,3,2,0,1,0,3.37,0.67,7.25
dam_24747366,Soraya Pearl (GB),16,Class 1,2,0,0,0,2,0.0,0.0,-2.0
dam_5936021,Miziella (GER),2,Class 5,1,0,0,0,0,0.0,0.0,-1.0
dam_5936021,Miziella (GER),2,,1,0,0,0,0,0.0,0.0,-1.0
dam_18337718,Spring Of Love (GB),3,Class 3,1,1,0,0,0,10.0,1.0,9.0
dam_18337718,Spring Of Love (GB),3,Class 2,1,0,0,1,0,0.0,0.0,-1.0
dam_18337718,Spring Of Love (GB),3,Class 5,1,1,0,0,0,1.14,1.0,0.14
dam_5854779,Sopran Enery (IRE),12,,6,2,1,0,1,0.98,0.33,-3.3
dam_5854779,Sopran Enery (IRE),12,Class 5,3,1,0,0,0,1.25,0.33,-1.27
dam_5854779,Sopran Enery (IRE),12,Class 2,1,0,0,0,1,0.0,0.0,-1.0
dam_5854779,Sopran Enery (IRE),12,Class 3,1,0,0,0,0,0.0,0.0,-1.0
dam_5854779,Sopran Enery (IRE),12,Class 4,1,0,0,0,0,0.0,0.0,-1.0
dam_6282829,Loyale (FR),44,Class 4,29,2,2,5,2,0.63,0.07,25.3
dam_6282829,Loyale (FR),44,Class 3,6,0,0,0,0,0.0,0.0,-6.0
dam_6282829,Loyale (FR),44,,6,2,0,1,2,3.29,0.33,11.5
dam_6282829,Loyale (FR),44,Class 2,3,0,0,0,0,0.0,0.0,-3.0
dam_15720488,Stella D'italia (GB),2,Class 4,1,0,0,1,0,0.0,0.0,-1.0
dam_15720488,Stella D'italia (GB),2,Class 2,1,1,0,0,0,5.5,1.0,4.5
dam_4675699,Fresnay (GB),44,,22,2,3,2,2,0.5,0.09,-16.72
dam_4675699,Fresnay (GB),44,Class 4,10,0,2,0,1,0.0,0.0,-10.0
dam_4675699,Fresnay (GB),44,Class 5,7,0,1,1,1,0.0,0.0,-7.0
dam_4675699,Fresnay (GB),44,Class 6,4,1,0,1,0,1.6,0.25,3.0
dam_4675699,Fresnay (GB),44,Class 2,1,0,1,0,0,0.0,0.0,-1.0
dam_22828211,Rock Orchid (IRE),15,,11,1,1,2,5,0.61,0.09,-6.0
dam_22828211,Rock Orchid (IRE),15,Class 2,3,0,1,0,0,0.0,0.0,-3.0
dam_22828211,Rock Orchid (IRE),15,Class 1,1,0,0,0,1,0.0,0.0,-1.0
dam_6168862,Sante (IRE),36,Class 4,15,4,4,1,2,1.49,0.27,9.57
dam_6168862,Sante (IRE),36,Class 3,12,1,2,3,0,0.67,0.08,-4.0
dam_6168862,Sante (IRE),36,Class 5,8,2,2,0,2,0.58,0.25,-4.8
dam_6168862,Sante (IRE),36,Class 2,1,0,0,0,0,0.0,0.0,-1.0
dam_6011159,Gregoria (IRE),95,Class 3,50,3,2,6,5,0.61,0.06,-27.25
dam_6011159,Gregoria (IRE),95,Class 5,22,4,4,4,2,1.07,0.18,4.0
dam_6011159,Gregoria (IRE),95,Class 4,15,5,1,1,3,2.78,0.33,91.7
dam_6011159,Gregoria (IRE),95,,5,2,0,0,0,1.94,0.4,1.75
dam_6011159,Gregoria (IRE),95,Class 2,2,0,0,0,0,0.0,0.0,-2.0
dam_6011159,Gregoria (IRE),95,Class 6,1,0,0,0,1,0.0,0.0,-1.0
dam_7368109,Street Jazz (GB),57,Class 5,13,2,0,1,1,0.88,0.15,-7.72
dam_7368109,Street Jazz (GB),57,Class 6,12,1,0,0,0,1.3,0.08,-6.0
dam_7368109,Street Jazz (GB),57,Class 3,11,1,3,1,2,0.55,0.09,-8.9
dam_7368109,Street Jazz (GB),57,Class 4,9,3,1,1,3,1.9,0.33,6.62
dam_7368109,Street Jazz (GB),57,Class 2,9,1,0,0,0,1.25,0.11,4.0
dam_7368109,Street Jazz (GB),57,Class 1,3,0,0,0,0,0.0,0.0,-3.0
dam_5458936,Crimson Sunrise (IRE),86,,20,0,2,0,2,0.0,0.0,-20.0
dam_5458936,Crimson Sunrise (IRE),86,Class 4,19,4,2,2,3,1.34,0.21,18.5
dam_5458936,Crimson Sunrise (IRE),86,Class 5,16,3,0,1,3,1.0,0.19,-8.0
dam_5458936,Crimson Sunrise (IRE),86,Class 6,15,3,2,0,2,2.05,0.2,0.33
dam_5458936,Crimson Sunrise (IRE),86,Class 3,10,0,3,3,1,0.0,0.0,-10.0
dam_5458936,Crimson Sunrise (IRE),86,Class 2,6,0,2,0,1,0.0,0.0,-6.0
dam_5843425,Random Success (IRE),25,Class 4,9,1,3,1,1,0.84,0.11,-2.5
dam_5843425,Random Success (IRE),25,Class 3,9,2,1,1,1,1.21,0.22,5.0
dam_5843425,Random Success (IRE),25,Class 2,4,0,1,0,0,0.0,0.0,-4.0
dam_5843425,Random Success (IRE),25,Class 5,3,1,0,0,0,1.23,0.33,-1.6
dam_6005650,Wojha (IRE),65,,20,3,2,2,4,0.8,0.15,10.5
dam_6005650,Wojha (IRE),65,Class 5,18,2,3,1,3,0.57,0.11,-10.17
dam_6005650,Wojha (IRE),65,Class 6,13,2,3,1,1,0.76,0.15,24.0
dam_6005650,Wojha (IRE),65,Class 4,11,1,2,0,2,0.78,0.09,-8.12
dam_6005650,Wojha (IRE),65,Class 3,2,0,1,0,0,0.0,0.0,-2.0
dam_6005650,Wojha (IRE),65,Class 1,1,0,0,0,0,0.0,0.0,-1.0
dam_5849998,Suite (IRE),122,Class 6,41,8,4,7,3,1.03,0.2,-5.6
dam_5849998,Suite (IRE),122,Class 5,22,2,1,2,0,0.9,0.09,-16.5
dam_5849998,Suite (IRE),122,Class 4,17,2,3,1,2,1.26,0.12,27.75
dam_5849998,Suite (IRE),122,Class 1,14,0,0,0,1,0.0,0.0,-14.0
dam_5849998,Suite (IRE),122,Class 2,10,1,0,1,2,1.47,0.1,-5.67
dam_5849998,Suite (IRE),122,,10,2,0,3,1,2.47,0.2,7.0
dam_5849998,Suite (IRE),122,Class 3,8,1,1,0,1,1.05,0.12,-3.67
dam_5848654,Laughing Dove (IRE),55,Class 5,20,1,1,4,5,0.45,0.05,14.0
dam_5848654,Laughing Dove (IRE),55,,14,2,0,2,1,1.81,0.14,-1.75
dam_5848654,Laughing Dove (IRE),55,Class 4,11,1,4,0,1,0.77,0.09,0.0
dam_5848654,Laughing Dove (IRE),55,Class 6,6,1,1,2,1,1.2,0.17,0.0
dam_5848654,Laughing Dove (IRE),55,Class 3,4,0,0,0,1,0.0,0.0,-4.0
dam_5311768,Al Janadeirya (GB),137,,91,14,12,7,10,1.5,0.15,46.1
dam_5311768,Al Janadeirya (GB),137,Class 5,16,4,0,2,3,1.4,0.25,2.4
dam_5311768,Al Janadeirya (GB),137,Class 3,11,1,0,5,1,0.71,0.09,-7.0
dam_5311768,Al Janadeirya (GB),137,Class 2,7,1,2,0,1,1.36,0.14,60.0
dam_5311768,Al Janadeirya (GB),137,Class 4,6,1,2,0,1,1.1,0.17,-2.5
dam_5311768,Al Janadeirya (GB),137,Class 6,3,1,2,0,0,1.82,0.33,1.0
dam_5311768,Al Janadeirya (GB),137,Class 1,3,0,0,0,0,0.0,0.0,-3.0
dam_10934917,Jackie Sparrow (IRE),25,,14,1,4,4,1,0.45,0.07,-7.5
dam_10934917,Jackie Sparrow (IRE),25,Class 1,5,0,0,0,0,0.0,0.0,-5.0
dam_10934917,Jackie Sparrow (IRE),25,Class 5,3,2,0,1,0,1.53,0.67,1.69
dam_10934917,Jackie Sparrow (IRE),25,Class 3,2,0,0,0,0,0.0,0.0,-2.0
dam_10934917,Jackie Sparrow (IRE),25,Class 2,1,0,0,0,0,0.0,0.0,-1.0
dam_5902771,Enliven (GB),67,Class 5,24,4,5,1,4,0.74,0.17,-11.33
dam_5902771,Enliven (GB),67,Class 4,19,2,3,4,4,0.65,0.11,-14.5
dam_5902771,Enliven (GB),67,Class 6,13,2,4,1,2,0.82,0.15,0.0
dam_5902771,Enliven (GB),67,Class 3,6,0,1,1,1,0.0,0.0,-6.0
dam_5902771,Enliven (GB),67,Class 2,4,0,1,0,0,0.0,0.0,-4.0
dam_5902771,Enliven (GB),67,Class 1,1,0,0,0,0,0.0,0.0,-1.0
dam_4977098,Naias (IRE),72,,33,5,4,3,5,1.14,0.15,-3.37
dam_4977098,Naias (IRE),72,Class 4,11,3,1,2,0,2.14,0.27,13.0
dam_4977098,Naias (IRE),72,Class 2,8,0,1,0,2,0.0,0.0,-8.0
dam_4977098,Naias (IRE),72,Class 3,8,1,1,0,1,1.14,0.12,3.0
dam_4977098,Naias (IRE),72,Class 5,8,3,2,0,0,1.64,0.38,20.1
dam_4977098,Naias (IRE),72,Class 1,2,0,0,1,0,0.0,0.0,-2.0
dam_4977098,Naias (IRE),72,Class 6,2,0,0,0,0,0.0,0.0,-2.0
dam_5713155,Mulled Wine (FR),88,,49,7,5,7,0,1.34,0.14,3.7
dam_5713155,Mulled Wine (FR),88,Class 2,17,3,2,3,1,1.51,0.18,10.0
dam_5713155,Mulled Wine (FR),88,Class 5,9,1,2,1,3,1.08,0.11,8.0
dam_5713155,Mulled Wine (FR),88,Class 4,7,2,0,1,1,2.96,0.29,33.5
dam_5713155,Mulled Wine (FR),88,Class 3,3,1,1,0,0,3.05,0.33,4.5
dam_5713155,Mulled Wine (FR),88,Class 1,3,0,0,0,1,0.0,0.0,-3.0
dam_4706625,Harryana To (GB),137,Class 6,39,5,1,4,3,1.18,0.13,-4.25
dam_4706625,Harryana To (GB),137,Class 5,39,4,4,4,0,0.81,0.1,-21.24
dam_4706625,Harryana To (GB),137,Class 1,25,2,4,2,4,0.53,0.08,-19.0
dam_4706625,Harryana To (GB),137,Class 4,12,0,1,1,1,0.0,0.0,-12.0
dam_4706625,Harryana To (GB),137,Class 2,12,5,1,2,0,2.99,0.42,12.75
dam_4706625,Harryana To (GB),137,Class 3,6,0,3,0,1,0.0,0.0,-6.0
dam_4706625,Harryana To (GB),137,,4,1,0,1,0,1.03,0.25,-1.8
dam_5725216,Avon Breeze (GB),51,Class 6,26,3,4,3,2,0.89,0.12,-10.75
dam_5725216,Avon Breeze (GB),51,Class 1,15,2,6,1,1,0.7,0.13,-8.5
dam_5725216,Avon Breeze (GB),51,Class 5,5,0,1,1,0,0.0,0.0,-5.0
dam_5725216,Avon Breeze (GB),51,Class 2,3,0,1,0,1,0.0,0.0,-3.0
dam_5725216,Avon Breeze (GB),51,Class 4,2,1,0,0,0,3.68,0.5,4.0
dam_30540825,Simballina (IRE),13,Class 1,4,0,0,1,0,0.0,0.0,-4.0
dam_30540825,Simballina (IRE),13,Class 2,4,1,1,0,0,1.22,0.25,0.5
dam_30540825,Simballina (IRE),13,Class 3,3,2,0,0,0,7.61,0.67,21.5
dam_30540825,Simballina (IRE),13,Class 4,2,1,0,0,0,3.23,0.5,5.0
dam_6818518,Shamreen (IRE),38,,27,4,5,7,3,0.67,0.15,-5.89
dam_6818518,Shamreen (IRE),38,Class 3,4,1,1,0,1,4.26,0.25,4.0
dam_6818518,Shamreen (IRE),38,Class 1,4,1,0,0,1,2.56,0.25,3.0
dam_6818518,Shamreen (IRE),38,Class 2,3,0,0,1,0,0.0,0.0,-3.0
dam_4385598,Gilt Linked (GB),347,Class 5,81,14,10,11,8,1.04,0.17,3.0
dam_4385598,Gilt Linked (GB),347,Class 4,81,10,12,7,9,0.76,0.12,-27.64
dam_4385598,Gilt Linked (GB),347,Class 6,58,6,6,4,9,0.84,0.1,-9.5
dam_4385598,Gilt Linked (GB),347,Class 3,47,8,11,4,5,1.06,0.17,2.96
dam_4385598,Gilt Linked (GB),347,Class 2,42,1,1,4,5,0.25,0.02,-34.5
dam_4385598,Gilt Linked (GB),347,,31,2,4,3,3,0.57,0.06,-22.9
dam_4385598,Gilt Linked (GB),347,Class 1,7,0,0,1,1,0.0,0.0,-7.0
dam_4612909,Adaptation (GB),132,,59,6,3,6,10,0.79,0.1,-16.5
dam_4612909,Adaptation (GB),132,Class 2,23,3,6,2,2,0.89,0.13,-10.12
dam_4612909,Adaptation (GB),132,Class 4,15,2,0,1,3,0.69,0.13,-6.93
dam_4612909,Adaptation (GB),132,Class 1,13,0,1,3,1,0.0,0.0,-13.0
dam_4612909,Adaptation (GB),132,Class 5,12,4,2,1,2,1.94,0.33,29.66
dam_4612909,Adaptation (GB),132,Class 3,10,2,4,0,2,1.61,0.2,-0.67
dam_5682152,Tumblewind (GB),50,Class 5,17,3,2,0,2,1.62,0.18,0.88
dam_5682152,Tumblewind (GB),50,Class 6,13,1,4,0,1,0.81,0.08,0.0
dam_5682152,Tumblewind (GB),50,Class 4,13,1,4,2,1,0.54,0.08,-6.5
dam_5682152,Tumblewind (GB),50,Class 2,5,2,0,0,0,3.03,0.4,5.0
dam_5682152,Tumblewind (GB),50,Class 3,2,0,0,0,0,0.0,0.0,-2.0
dam_7107723,Grizzel (IRE),17,Class 2,10,2,0,3,0,1.09,0.2,-1.5
dam_7107723,Grizzel (IRE),17,Class 3,4,2,1,0,0,2.3,0.5,6.83
dam_7107723,Grizzel (IRE),17,Class 4,2,2,0,0,0,3.31,1.0,5.12
dam_7107723,Grizzel (IRE),17,Class 5,1,0,0,1,0,0.0,0.0,-1.0
