dam_id,dam_name,total_runners,class,runners,1st,2nd,3rd,4th,a/e,win_%,1_pl
dam_4797359,Fleur Enchantee (FR),45,Class 2,2,1,0,0,0,1.7,0.5,0.1
dam_4797359,Fleur Enchantee (FR),45,Class 5,1,0,0,1,0,0.0,0.0,-1.0
dam_5744333,Estiqaama (USA),40,Class 5,12,2,1,0,0,2.44,0.17,4.0
dam_5744333,Estiqaama (USA),40,Class 1,9,2,1,1,0,2.35,0.22,13.5
dam_5744333,Estiqaama (USA),40,Class 2,6,1,0,0,0,1.28,0.17,-3.0
dam_5744333,Estiqaama (USA),40,Class 4,6,2,2,1,0,1.67,0.33,0.6
dam_5744333,Estiqaama (USA),40,Class 6,4,0,3,0,0,0.0,0.0,-4.0
dam_5744333,Estiqaama (USA),40,Class 3,3,0,0,1,0,0.0,0.0,-3.0
dam_7174874,Awareness (USA),19,Class 3,5,1,2,0,1,1.69,0.2,-1.75
dam_7174874,Awareness (USA),19,Class 4,4,3,0,0,0,2.76,0.75,11.23
dam_7174874,Awareness (USA),19,Class 5,4,0,0,1,0,0.0,0.0,-4.0
dam_7174874,Awareness (USA),19,Class 2,4,1,1,0,0,1.85,0.25,1.5
dam_7174874,Awareness (USA),19,Class 1,1,0,0,0,0,0.0,0.0,-1.0
dam_7174874,Awareness (USA),19,,1,0,0,0,0,0.0,0.0,-1.0
dam_5897143,Bal Celtique (FR),41,Class 2,12,1,3,3,1,0.32,0.08,-10.33
dam_5897143,Bal Celtique (FR),41,Class 1,9,0,1,5,1,0.0,0.0,-9.0
dam_5897143,Bal Celtique (FR),41,Class 4,7,4,1,1,1,1.47,0.57,4.04
dam_5897143,Bal Celtique (FR),41,Class 3,6,3,0,0,1,1.85,0.5,3.6
dam_5897143,Bal Celtique (FR),41,,6,0,0,1,0,0.0,0.0,-6.0
dam_5897143,Bal Celtique (FR),41,Class 5,1,1,0,0,0,1.44,1.0,0.44
dam_34961927,Made For A Reason (IRE),15,,12,1,2,2,3,0.5,0.08,-10.43
dam_34961927,Made For A Reason (IRE),15,Class 3,1,0,0,0,0,0.0,0.0,-1.0
dam_34961927,Made For A Reason (IRE),15,Class 2,1,0,0,0,0,0.0,0.0,-1.0
dam_34961927,Made For A Reason (IRE),15,Class 1,1,0,0,0,0,0.0,0.0,-1.0
dam_23048725,Present Leader (GB),28,Class 5,9,3,1,0,1,1.75,0.33,3.66
dam_23048725,Present Leader (GB),28,Class 3,6,1,1,2,0,0.57,0.17,-4.27
dam_23048725,Present Leader (GB),28,Class 2,5,0,0,2,0,0.0,0.0,-5.0
dam_23048725,Present Leader (GB),28,Class 4,4,2,0,0,0,1.55,0.5,-0.73
dam_23048725,Present Leader (GB),28,Class 1,3,0,1,0,0,0.0,0.0,-3.0
dam_23048725,Present Leader (GB),28,,1,1,0,0,0,5.0,1.0,4.0
dam_10616158,Garance (FR),7,,6,2,1,2,0,1.73,0.33,4.12
dam_10616158,Garance (FR),7,Class 2,1,0,0,0,0,0.0,0.0,-1.0
dam_10136686,Dolly Boru (GB),16,Class 3,7,1,0,0,2,0.9,0.14,-5.17
dam_10136686,Dolly Boru (GB),16,Class 4,4,3,0,0,1,2.33,0.75,18.0
dam_10136686,Dolly Boru (GB),16,Class 5,3,0,2,0,1,0.0,0.0,-3.0
dam_10136686,Dolly Boru (GB),16,Class 2,2,0,1,0,1,0.0,0.0,-2.0
dam_6134303,Bella (FR),13,Class 4,6,2,0,3,1,1.1,0.33,1.91
dam_6134303,Bella (FR),13,Class 5,2,1,0,0,0,1.81,0.5,5.5
dam_6134303,Bella (FR),13,Class 3,2,2,0,0,0,2.04,1.0,2.29
dam_6134303,Bella (FR),13,Class 2,2,0,0,1,0,0.0,0.0,-2.0
dam_6134303,Bella (FR),13,Class 1,1,0,0,1,0,0.0,0.0,-1.0
dam_21672105,Larmina (FR),8,Class 3,4,0,2,2,0,0.0,0.0,-4.0
dam_21672105,Larmina (FR),8,Class 4,3,1,0,1,0,1.44,0.33,2.5
dam_21672105,Larmina (FR),8,Class 2,1,0,0,0,0,0.0,0.0,-1.0
dam_6246205,Afsheen (FR),26,Class 2,11,1,2,3,1,0.58,0.09,-6.67
dam_6246205,Afsheen (FR),26,Class 1,6,1,0,0,1,2.07,0.17,-1.5
dam_6246205,Afsheen (FR),26,,4,0,1,0,0,0.0,0.0,-4.0
dam_6246205,Afsheen (FR),26,Class 3,4,1,0,1,0,1.4,0.25,1.5
dam_6246205,Afsheen (FR),26,Class 4,1,1,0,0,0,1.53,1.0,0.53
dam_4424609,Charade (IRE),47,,14,0,0,1,1,0.0,0.0,-14.0
dam_4424609,Charade (IRE),47,Class 1,9,0,4,1,0,0.0,0.0,-9.0
dam_4424609,Charade (IRE),47,Class 4,8,3,2,0,0,1.38,0.38,-0.17
dam_4424609,Charade (IRE),47,Class 2,7,2,1,1,2,1.21,0.29,23.5
dam_4424609,Charade (IRE),47,Class 3,4,1,1,0,1,1.16,0.25,1.0
dam_4424609,Charade (IRE),47,Class 6,4,1,0,3,0,1.11,0.25,-0.5
dam_4424609,Charade (IRE),47,Class 5,1,1,0,0,0,8.0,1.0,7.0
dam_5286827,Fairly Definite (IRE),48,Class 2,13,0,1,2,3,0.0,0.0,-13.0
dam_5286827,Fairly Definite (IRE),48,Class 4,10,3,2,0,0,0.9,0.3,-0.67
dam_5286827,Fairly Definite (IRE),48,,9,3,1,3,0,1.28,0.33,-1.67
dam_5286827,Fairly Definite (IRE),48,Class 5,6,2,1,0,1,1.34,0.33,1.25
dam_5286827,Fairly Definite (IRE),48,Class 1,5,0,1,0,2,0.0,0.0,-5.0
dam_5286827,Fairly Definite (IRE),48,Class 3,5,2,0,1,1,2.83,0.4,6.5
dam_5761147,Thankyou Very Much (GB),14,Class 4,7,2,1,1,0,2.38,0.29,18.33
dam_5761147,Thankyou Very Much (GB),14,Class 3,3,1,1,0,0,1.27,0.33,-0.38
dam_5761147,Thankyou Very Much (GB),14,Class 2,3,0,0,1,0,0.0,0.0,-3.0
dam_5761147,Thankyou Very Much (GB),14,Class 5,1,0,0,0,0,0.0,0.0,-1.0
dam_21035749,Ballinahow Tara (IRE),21,Class 4,8,4,3,1,0,1.23,0.5,3.39
dam_21035749,Ballinahow Tara (IRE),21,Class 5,5,1,0,3,1,1.15,0.2,-0.67
dam_21035749,Ballinahow Tara (IRE),21,Class 2,4,0,0,0,2,0.0,0.0,-4.0
dam_21035749,Ballinahow Tara (IRE),21,Class 3,3,0,2,1,0,0.0,0.0,-3.0
dam_21035749,Ballinahow Tara (IRE),21,Class 1,1,0,0,0,0,0.0,0.0,-1.0
dam_6664602,Alice Pink (IRE),6,Class 4,4,2,2,0,0,1.01,0.5,-1.5
dam_6664602,Alice Pink (IRE),6,Class 3,1,1,0,0,0,1.73,1.0,0.73
dam_6664602,Alice Pink (IRE),6,Class 5,1,0,0,0,0,0.0,0.0,-1.0
dam_5696040,Harasiya (IRE),25,,19,1,5,2,2,0.26,0.05,-12.5
dam_5696040,Harasiya (IRE),25,Class 2,4,0,1,1,0,0.0,0.0,-4.0
dam_5696040,Harasiya (IRE),25,Class 4,1,0,1,0,0,0.0,0.0,-1.0
dam_5696040,Harasiya (IRE),25,Class 3,1,1,0,0,0,3.0,1.0,2.0
dam_6234697,Glacial Drift (GB),18,Class 4,8,0,3,1,1,0.0,0.0,-8.0
dam_6234697,Glacial Drift (GB),18,Class 5,4,1,0,1,1,0.94,0.25,-0.25
dam_6234697,Glacial Drift (GB),18,Class 2,3,0,1,0,1,0.0,0.0,-3.0
dam_6234697,Glacial Drift (GB),18,Class 3,2,0,1,0,0,0.0,0.0,-2.0
dam_6234697,Glacial Drift (GB),18,Class 1,1,0,0,0,0,0.0,0.0,-1.0
dam_4755415,Scotch Bonnet (IRE),123,,32,5,2,6,2,1.34,0.16,4.1
dam_4755415,Scotch Bonnet (IRE),123,Class 5,22,3,3,2,4,0.91,0.14,-12.31
dam_4755415,Scotch Bonnet (IRE),123,Class 4,22,5,0,2,2,1.75,0.23,21.5
dam_4755415,Scotch Bonnet (IRE),123,Class 6,20,3,2,0,0,0.94,0.15,-11.73
dam_4755415,Scotch Bonnet (IRE),123,Class 3,9,0,1,1,1,0.0,0.0,-9.0
dam_4755415,Scotch Bonnet (IRE),123,Class 1,9,0,1,0,0,0.0,0.0,-9.0
dam_4755415,Scotch Bonnet (IRE),123,Class 2,9,2,0,0,1,2.04,0.22,5.5
dam_5374866,Cathodine Cayras (FR),91,,31,1,4,3,4,0.34,0.03,-12.0
dam_5374866,Cathodine Cayras (FR),91,Class 2,16,2,1,4,0,1.25,0.12,-0.5
dam_5374866,Cathodine Cayras (FR),91,Class 3,15,3,3,2,3,1.37,0.2,6.0
dam_5374866,Cathodine Cayras (FR),91,Class 1,15,1,2,0,2,0.66,0.07,-9.5
dam_5374866,Cathodine Cayras (FR),91,Class 4,11,5,2,0,0,1.57,0.45,6.57
dam_5374866,Cathodine Cayras (FR),91,Class 5,3,2,0,0,0,3.0,0.67,10.91
dam_3946327,Midnight Angel (GER),127,,45,8,9,2,6,0.81,0.18,-21.38
dam_3946327,Midnight Angel (GER),127,Class 4,27,7,8,3,2,0.8,0.26,3.08
dam_3946327,Midnight Angel (GER),127,Class 2,18,2,3,2,3,0.88,0.11,-6.0
dam_3946327,Midnight Angel (GER),127,Class 3,16,5,2,0,2,1.8,0.31,2.5
dam_3946327,Midnight Angel (GER),127,Class 1,10,0,1,0,0,0.0,0.0,-10.0
dam_3946327,Midnight Angel (GER),127,Class 5,8,2,3,0,0,1.11,0.25,-3.4
dam_3946327,Midnight Angel (GER),127,Class 6,3,2,0,1,0,1.06,0.67,0.24
dam_4483640,Wannabe Posh (IRE),68,Class 5,30,3,4,3,3,0.57,0.1,-19.0
dam_4483640,Wannabe Posh (IRE),68,Class 4,16,1,1,3,2,0.4,0.06,-12.25
dam_4483640,Wannabe Posh (IRE),68,Class 1,11,1,1,0,4,0.55,0.09,-3.0
dam_4483640,Wannabe Posh (IRE),68,Class 6,8,2,0,0,2,1.32,0.25,-0.92
dam_4483640,Wannabe Posh (IRE),68,Class 3,1,1,0,0,0,5.5,1.0,4.5
dam_4483640,Wannabe Posh (IRE),68,,1,0,0,0,0,0.0,0.0,-1.0
dam_4483640,Wannabe Posh (IRE),68,Class 2,1,1,0,0,0,3.0,1.0,2.0
dam_6092548,Intimation (GB),19,Class 6,7,0,1,0,1,0.0,0.0,-7.0
dam_6092548,Intimation (GB),19,Class 4,5,1,0,1,1,0.97,0.2,-2.75
dam_6092548,Intimation (GB),19,Class 5,4,0,0,0,0,0.0,0.0,-4.0
dam_6092548,Intimation (GB),19,Class 3,2,1,0,0,1,1.27,0.5,0.1
dam_6092548,Intimation (GB),19,Class 2,1,0,0,0,0,0.0,0.0,-1.0
dam_6075524,Lovely Memory (IRE),22,Class 6,11,2,3,0,2,1.0,0.18,2.8
dam_6075524,Lovely Memory (IRE),22,Class 4,6,0,1,1,0,0.0,0.0,-6.0
dam_6075524,Lovely Memory (IRE),22,Class 5,3,0,0,0,2,0.0,0.0,-3.0
dam_6075524,Lovely Memory (IRE),22,Class 2,1,0,0,0,0,0.0,0.0,-1.0
dam_6075524,Lovely Memory (IRE),22,Class 3,1,0,0,1,0,0.0,0.0,-1.0
dam_5656329,Outside Art (GB),80,Class 5,33,0,4,4,3,0.0,0.0,-33.0
dam_5656329,Outside Art (GB),80,Class 6,27,3,4,3,5,0.8,0.11,-1.0
dam_5656329,Outside Art (GB),80,Class 4,15,1,2,3,5,0.56,0.07,-12.25
dam_5656329,Outside Art (GB),80,Class 2,3,0,0,0,0,0.0,0.0,-3.0
dam_5656329,Outside Art (GB),80,Class 3,1,0,0,0,0,0.0,0.0,-1.0
dam_5656329,Outside Art (GB),80,,1,0,0,0,0,0.0,0.0,-1.0
dam_4491256,Dancing Storm (GB),62,Class 5,29,3,1,1,2,1.39,0.1,-0.5
dam_4491256,Dancing Storm (GB),62,Class 4,22,2,4,2,0,0.98,0.09,-3.17
dam_4491256,Dancing Storm (GB),62,Class 6,11,2,0,3,2,0.98,0.18,0.7
dam_4058859,Hurricane Lily (IRE),212,,89,21,10,10,5,1.23,0.24,48.17
dam_4058859,Hurricane Lily (IRE),212,Class 4,47,3,9,7,8,0.43,0.06,-34.5
dam_4058859,Hurricane Lily (IRE),212,Class 5,30,7,6,1,2,1.8,0.23,15.0
dam_4058859,Hurricane Lily (IRE),212,Class 6,17,3,1,2,4,1.72,0.18,31.75
dam_4058859,Hurricane Lily (IRE),212,Class 3,13,1,3,2,1,0.51,0.08,2.0
dam_4058859,Hurricane Lily (IRE),212,Class 2,12,0,0,1,2,0.0,0.0,-12.0
dam_4058859,Hurricane Lily (IRE),212,Class 1,4,0,0,0,1,0.0,0.0,-4.0
dam_5895113,Yeah Baby (IRE),33,Class 6,15,0,4,1,2,0.0,0.0,-15.0
dam_5895113,Yeah Baby (IRE),33,,10,0,0,0,0,0.0,0.0,-10.0
dam_5895113,Yeah Baby (IRE),33,Class 5,7,0,0,0,1,0.0,0.0,-7.0
dam_5895113,Yeah Baby (IRE),33,Class 4,1,0,0,0,0,0.0,0.0,-1.0
dam_18828684,A Go Go (GB),17,Class 6,12,1,2,3,1,0.54,0.08,-4.0
dam_18828684,A Go Go (GB),17,Class 4,4,0,0,0,0,0.0,0.0,-4.0
dam_18828684,A Go Go (GB),17,Class 5,1,0,0,0,0,0.0,0.0,-1.0
dam_6030479,Jane's Memory (IRE),14,Class 5,10,0,0,3,0,0.0,0.0,-10.0
dam_6030479,Jane's Memory (IRE),14,Class 6,3,1,0,0,0,3.26,0.33,6.5
dam_6030479,Jane's Memory (IRE),14,Class 4,1,0,0,1,0,0.0,0.0,-1.0
dam_5156347,Miss Kittyhawk (IRE),79,Class 4,30,3,5,3,5,0.7,0.1,-3.5
dam_5156347,Miss Kittyhawk (IRE),79,Class 5,19,4,1,5,3,1.51,0.21,15.75
dam_5156347,Miss Kittyhawk (IRE),79,Class 2,12,1,1,0,3,0.73,0.08,-7.0
dam_5156347,Miss Kittyhawk (IRE),79,Class 3,8,0,1,1,1,0.0,0.0,-8.0
dam_5156347,Miss Kittyhawk (IRE),79,Class 1,8,1,0,2,0,0.79,0.12,-5.62
dam_5156347,Miss Kittyhawk (IRE),79,,1,0,0,0,1,0.0,0.0,-1.0
dam_5156347,Miss Kittyhawk (IRE),79,Class 6,1,1,0,0,0,13.0,1.0,12.0
dam_6208496,Dawreya (IRE),30,Class 5,9,0,0,0,0,0.0,0.0,-9.0
dam_6208496,Dawreya (IRE),30,Class 4,8,0,1,1,0,0.0,0.0,-8.0
dam_6208496,Dawreya (IRE),30,,6,1,0,1,0,1.23,0.17,-3.62
dam_6208496,Dawreya (IRE),30,Class 6,6,0,0,0,0,0.0,0.0,-6.0
dam_6208496,Dawreya (IRE),30,Class 1,1,0,0,0,0,0.0,0.0,-1.0
dam_5667886,All On Red (IRE),71,Class 5,15,1,1,1,1,0.73,0.07,-10.0
dam_5667886,All On Red (IRE),71,Class 4,14,3,1,0,3,2.08,0.21,17.5
dam_5667886,All On Red (IRE),71,Class 3,14,3,0,1,0,1.82,0.21,15.0
dam_5667886,All On Red (IRE),71,Class 6,13,0,2,2,1,0.0,0.0,-13.0
dam_5667886,All On Red (IRE),71,Class 2,13,1,1,0,0,0.97,0.08,-9.25
dam_5667886,All On Red (IRE),71,Class 1,2,0,0,0,0,0.0,0.0,-2.0
dam_13974933,Manana Chica (IRE),11,Class 5,7,2,3,1,1,1.22,0.29,0.12
dam_13974933,Manana Chica (IRE),11,Class 4,2,0,0,0,0,0.0,0.0,-2.0
dam_13974933,Manana Chica (IRE),11,Class 2,1,0,0,1,0,0.0,0.0,-1.0
dam_13974933,Manana Chica (IRE),11,Class 6,1,1,0,0,0,3.0,1.0,2.0
dam_5743108,Mango Diva (GB),2,,1,0,0,1,0,0.0,0.0,-1.0
dam_5743108,Mango Diva (GB),2,Class 4,1,0,0,0,0,0.0,0.0,-1.0
dam_18337683,Star In The Making (GB),1,Class 4,1,0,0,0,0,0.0,0.0,-1.0
dam_21652652,Poet's Queen (GB),1,Class 4,1,0,0,0,0,0.0,0.0,-1.0
dam_5371065,Music Pearl (IRE),143,Class 5,78,12,15,8,5,1.11,0.15,-9.75
dam_5371065,Music Pearl (IRE),143,Class 6,26,5,2,0,2,1.49,0.19,-7.87
dam_5371065,Music Pearl (IRE),143,Class 4,26,4,6,5,1,0.94,0.15,-8.25
dam_5371065,Music Pearl (IRE),143,Class 3,4,2,0,0,1,2.45,0.5,2.95
dam_5371065,Music Pearl (IRE),143,Class 2,4,0,0,0,0,0.0,0.0,-4.0
dam_5371065,Music Pearl (IRE),143,Class 1,3,0,0,0,1,0.0,0.0,-3.0
dam_5371065,Music Pearl (IRE),143,,2,0,0,0,0,0.0,0.0,-2.0
dam_7344827,Sparkle (GB),62,Class 6,22,2,0,3,3,0.78,0.09,-12.0
dam_7344827,Sparkle (GB),62,Class 4,15,3,1,3,1,1.58,0.2,-0.67
dam_7344827,Sparkle (GB),62,Class 5,14,1,6,3,0,0.33,0.07,-10.0
dam_7344827,Sparkle (GB),62,Class 3,9,1,0,0,0,1.2,0.11,-5.25
dam_7344827,Sparkle (GB),62,Class 2,2,0,0,0,0,0.0,0.0,-2.0
dam_14034846,Greach (IRE),10,Class 4,7,1,2,0,1,1.27,0.14,-2.0
dam_14034846,Greach (IRE),10,Class 5,2,1,0,0,1,3.86,0.5,15.0
dam_14034846,Greach (IRE),10,Class 2,1,0,0,0,0,0.0,0.0,-1.0
dam_3101518,Regina (GB),258,Class 5,113,23,13,17,9,1.22,0.2,49.18
dam_3101518,Regina (GB),258,Class 4,87,8,14,8,11,0.71,0.09,-41.0
dam_3101518,Regina (GB),258,,18,0,0,2,0,0.0,0.0,-18.0
dam_3101518,Regina (GB),258,Class 3,16,1,5,3,0,0.58,0.06,-7.0
dam_3101518,Regina (GB),258,Class 6,10,1,0,3,1,0.63,0.1,-5.5
dam_3101518,Regina (GB),258,Class 1,8,0,0,1,2,0.0,0.0,-8.0
dam_3101518,Regina (GB),258,Class 2,5,0,1,1,0,0.0,0.0,-5.0
dam_3101518,Regina (GB),258,Class 7,1,0,0,0,0,0.0,0.0,-1.0
dam_6082671,Springstride (GB),35,Class 6,25,6,6,2,3,1.22,0.24,-3.75
dam_6082671,Springstride (GB),35,Class 5,5,1,0,0,4,2.36,0.2,10.0
dam_6082671,Springstride (GB),35,Class 4,4,0,0,1,0,0.0,0.0,-4.0
dam_6082671,Springstride (GB),35,Class 2,1,0,0,0,0,0.0,0.0,-1.0
dam_5332320,Knock Stars (IRE),47,Class 5,20,5,2,1,4,1.64,0.25,19.16
dam_5332320,Knock Stars (IRE),47,Class 4,15,1,0,1,3,0.61,0.07,-6.5
dam_5332320,Knock Stars (IRE),47,,5,1,1,1,0,0.83,0.2,-0.67
dam_5332320,Knock Stars (IRE),47,Class 1,5,1,1,1,0,0.84,0.2,-1.25
dam_5332320,Knock Stars (IRE),47,Class 6,1,0,0,0,0,0.0,0.0,-1.0
dam_5332320,Knock Stars (IRE),47,Class 2,1,0,1,0,0,0.0,0.0,-1.0
dam_6053803,Ainippe (IRE),34,Class 5,18,1,4,3,5,0.22,0.06,-13.67
dam_6053803,Ainippe (IRE),34,Class 4,10,2,2,4,0,0.94,0.2,0.88
dam_6053803,Ainippe (IRE),34,,4,0,2,1,0,0.0,0.0,-4.0
dam_6053803,Ainippe (IRE),34,Class 3,1,0,0,0,0,0.0,0.0,-1.0
dam_6053803,Ainippe (IRE),34,Class 6,1,1,0,0,0,17.0,1.0,16.0
dam_23567383,Sing So Sweetly (GB),51,Class 5,29,3,6,8,1,0.57,0.1,-17.47
dam_23567383,Sing So Sweetly (GB),51,Class 6,15,4,2,3,1,1.79,0.27,3.33
dam_23567383,Sing So Sweetly (GB),51,Class 4,5,2,0,0,1,2.38,0.4,5.88
dam_23567383,Sing So Sweetly (GB),51,Class 2,2,0,0,0,0,0.0,0.0,-2.0
dam_6247927,Model Looks (IRE),78,Class 5,25,2,8,3,3,0.42,0.08,10.0
dam_6247927,Model Looks (IRE),78,Class 4,23,1,4,4,4,0.39,0.04,-18.5
dam_6247927,Model Looks (IRE),78,,16,0,0,0,0,0.0,0.0,-16.0
dam_6247927,Model Looks (IRE),78,Class 6,6,1,1,1,0,1.01,0.17,0.0
dam_6247927,Model Looks (IRE),78,Class 3,3,0,0,0,1,0.0,0.0,-3.0
dam_6247927,Model Looks (IRE),78,Class 1,3,0,1,0,0,0.0,0.0,-3.0
dam_6247927,Model Looks (IRE),78,Class 2,2,0,0,1,1,0.0,0.0,-2.0
dam_7097699,Quench Dolly (GB),5,Class 6,2,0,0,0,1,0.0,0.0,-2.0
dam_7097699,Quench Dolly (GB),5,Class 5,2,0,0,1,1,0.0,0.0,-2.0
dam_7097699,Quench Dolly (GB),5,Class 4,1,0,0,0,0,0.0,0.0,-1.0
dam_5597382,Alushta (GB),97,Class 6,46,1,5,4,6,0.2,0.02,-42.75
dam_5597382,Alushta (GB),97,Class 5,24,1,2,3,3,0.57,0.04,-17.5
dam_5597382,Alushta (GB),97,Class 2,9,0,1,0,0,0.0,0.0,-9.0
dam_5597382,Alushta (GB),97,,7,0,0,0,0,0.0,0.0,-7.0
dam_5597382,Alushta (GB),97,Class 4,6,1,1,1,0,1.23,0.17,-4.0
dam_5597382,Alushta (GB),97,Class 1,5,1,3,0,0,0.6,0.2,-3.0
dam_5812996,Friendship Is Love (GB),53,Class 6,21,0,4,5,2,0.0,0.0,-21.0
dam_5812996,Friendship Is Love (GB),53,Class 5,14,2,0,2,2,1.73,0.14,-0.5
dam_5812996,Friendship Is Love (GB),53,Class 4,10,2,2,0,2,1.21,0.2,8.5
dam_5812996,Friendship Is Love (GB),53,Class 3,5,0,0,2,1,0.0,0.0,-5.0
dam_5812996,Friendship Is Love (GB),53,Class 2,3,0,0,0,0,0.0,0.0,-3.0
dam_20767747,Anna Maria (GB),9,Class 6,6,0,2,1,1,0.0,0.0,-6.0
dam_20767747,Anna Maria (GB),9,Class 4,2,0,0,0,0,0.0,0.0,-2.0
dam_20767747,Anna Maria (GB),9,Class 5,1,0,0,0,0,0.0,0.0,-1.0
dam_22180746,Fashion (GB),9,Class 6,5,0,0,1,0,0.0,0.0,-5.0
dam_22180746,Fashion (GB),9,Class 2,2,0,0,0,0,0.0,0.0,-2.0
dam_22180746,Fashion (GB),9,Class 4,1,0,0,0,0,0.0,0.0,-1.0
dam_22180746,Fashion (GB),9,Class 5,1,0,0,0,0,0.0,0.0,-1.0
dam_6268003,Sun'Aq (IRE),12,Class 6,6,0,0,0,1,0.0,0.0,-6.0
dam_6268003,Sun'Aq (IRE),12,Class 5,5,0,0,2,0,0.0,0.0,-5.0
dam_6268003,Sun'Aq (IRE),12,Class 4,1,0,0,0,0,0.0,0.0,-1.0
dam_6291194,Siri (GB),66,Class 4,25,2,2,3,4,0.55,0.08,-11.0
dam_6291194,Siri (GB),66,Class 5,21,2,6,4,2,0.66,0.1,-2.5
dam_6291194,Siri (GB),66,,9,0,1,0,0,0.0,0.0,-9.0
dam_6291194,Siri (GB),66,Class 2,4,0,0,0,1,0.0,0.0,-4.0
dam_6291194,Siri (GB),66,Class 3,3,2,0,0,0,3.71,0.67,5.0
dam_6291194,Siri (GB),66,Class 1,2,0,0,0,0,0.0,0.0,-2.0
dam_6291194,Siri (GB),66,Class 6,2,0,1,1,0,0.0,0.0,-2.0
dam_6279399,Positive Vibration (IRE),47,,39,2,3,2,4,0.77,0.05,-29.25
dam_6279399,Positive Vibration (IRE),47,Class 5,5,1,2,1,1,1.1,0.2,0.0
dam_6279399,Positive Vibration (IRE),47,Class 4,3,0,0,0,0,0.0,0.0,-3.0
dam_7355999,Gemina (IRE),23,Class 4,12,2,5,2,1,0.68,0.17,-7.79
dam_7355999,Gemina (IRE),23,Class 5,7,0,3,3,0,0.0,0.0,-7.0
dam_7355999,Gemina (IRE),23,Class 2,2,0,0,1,0,0.0,0.0,-2.0
dam_7355999,Gemina (IRE),23,Class 3,2,0,0,0,1,0.0,0.0,-2.0
dam_3173450,Daring Day (GB),26,Class 1,8,1,0,2,0,2.45,0.12,7.0
dam_3173450,Daring Day (GB),26,,8,1,1,1,1,0.7,0.12,-4.0
dam_3173450,Daring Day (GB),26,Class 4,4,1,2,0,0,1.1,0.25,7.0
dam_3173450,Daring Day (GB),26,Class 2,4,0,1,1,1,0.0,0.0,-4.0
dam_3173450,Daring Day (GB),26,Class 3,1,0,1,0,0,0.0,0.0,-1.0
dam_3173450,Daring Day (GB),26,Class 5,1,0,0,1,0,0.0,0.0,-1.0
dam_16833166,Salayel (GB),2,Class 2,1,0,0,0,1,0.0,0.0,-1.0
dam_16833166,Salayel (GB),2,Class 4,1,1,0,0,0,1.83,1.0,0.83
dam_5191424,Kilo Alpha (GB),101,,30,5,6,4,3,0.77,0.17,-15.1
dam_5191424,Kilo Alpha (GB),101,Class 5,27,4,5,7,2,0.57,0.15,-14.6
dam_5191424,Kilo Alpha (GB),101,Class 2,14,2,1,1,1,1.4,0.14,-5.85
dam_5191424,Kilo Alpha (GB),101,Class 4,12,2,1,1,2,0.9,0.17,-8.1
dam_5191424,Kilo Alpha (GB),101,Class 1,9,1,0,1,1,0.94,0.11,-3.5
dam_5191424,Kilo Alpha (GB),101,Class 3,5,1,1,0,1,1.5,0.2,-2.38
dam_5191424,Kilo Alpha (GB),101,Class 6,4,0,0,0,0,0.0,0.0,-4.0
dam_6198311,Cotton Camera (IRE),94,,46,2,3,5,7,0.5,0.04,-34.25
dam_6198311,Cotton Camera (IRE),94,Class 6,25,3,4,2,6,0.88,0.12,-3.67
dam_6198311,Cotton Camera (IRE),94,Class 5,13,3,4,0,0,1.17,0.23,-3.67
dam_6198311,Cotton Camera (IRE),94,Class 4,10,0,0,0,1,0.0,0.0,-10.0
dam_5314974,Sarangoo (GB),1,Class 4,1,0,0,0,0,0.0,0.0,-1.0
dam_6099268,Tobouggaloo (GB),1,Class 4,1,0,0,0,1,0.0,0.0,-1.0
dam_6074705,Music And Dance (GB),95,Class 5,29,5,3,3,2,0.88,0.17,-12.67
dam_6074705,Music And Dance (GB),95,Class 6,29,4,6,6,3,0.93,0.14,4.62
dam_6074705,Music And Dance (GB),95,Class 4,20,4,0,1,3,1.55,0.2,8.83
dam_6074705,Music And Dance (GB),95,,9,0,2,1,1,0.0,0.0,-9.0
dam_6074705,Music And Dance (GB),95,Class 3,4,0,1,1,1,0.0,0.0,-4.0
dam_6074705,Music And Dance (GB),95,Class 2,3,0,1,0,0,0.0,0.0,-3.0
dam_6074705,Music And Dance (GB),95,Class 1,1,0,0,0,0,0.0,0.0,-1.0
dam_6015226,Anthem Alexander (IRE),64,Class 5,23,4,1,3,4,1.13,0.17,10.21
dam_6015226,Anthem Alexander (IRE),64,,11,1,2,2,2,0.45,0.09,-7.5
dam_6015226,Anthem Alexander (IRE),64,Class 4,10,1,0,1,0,0.56,0.1,-8.33
dam_6015226,Anthem Alexander (IRE),64,Class 6,6,3,1,1,0,3.23,0.5,9.5
dam_6015226,Anthem Alexander (IRE),64,Class 2,5,0,0,1,0,0.0,0.0,-5.0
dam_6015226,Anthem Alexander (IRE),64,Class 1,5,0,0,1,0,0.0,0.0,-5.0
dam_6015226,Anthem Alexander (IRE),64,Class 3,4,0,2,1,0,0.0,0.0,-4.0
dam_24064516,Vulnicura (IRE),54,Class 6,13,0,0,2,0,0.0,0.0,-13.0
dam_24064516,Vulnicura (IRE),54,Class 2,10,1,0,1,0,1.36,0.1,-2.0
dam_24064516,Vulnicura (IRE),54,Class 5,9,1,0,1,2,0.92,0.11,-7.0
dam_24064516,Vulnicura (IRE),54,Class 4,9,1,1,1,1,0.88,0.11,12.0
