horse_id,dist,dist_m,dist_f,runs,1st,2nd,3rd,4th,win_%
hrs_47004524,7f,1408,7f,3,0,0,0,0,0.0
hrs_44481297,7f,1409,7f,2,0,1,0,1,0.0
hrs_44481297,1m,1610,8f,2,0,0,0,0,0.0
hrs_48414107,7f,1408,7f,3,0,0,0,0,0.0
hrs_40186342,2m,3174,16f,4,0,0,0,0,0.0
hrs_40186342,1m7f,3063,15f,1,0,0,0,0,0.0
hrs_35321195,1m2f,1994,10f,2,0,0,1,0,0.0
hrs_35321195,2m,3219,16f,2,0,0,0,0,0.0
hrs_35321195,1m3f,2212,11f,1,0,0,0,0,0.0
hrs_35321195,1m6f,2836,14f,1,0,0,0,0,0.0
hrs_35321195,2m1½f,3568,17.5f,1,0,0,0,0,0.0
hrs_35321195,1m4f,2419,12f,1,0,0,1,0,0.0
hrs_35321195,2m1f,3371,17f,1,0,0,0,1,0.0
hrs_39020968,2m,3219,16f,4,0,0,0,0,0.0
hrs_39020968,1m2f,2012,10f,1,0,0,1,0,0.0
hrs_39020968,7f,1409,7f,1,0,0,0,0,0.0
hrs_39020968,1m6f,2816,14f,1,0,0,0,0,0.0
hrs_39020968,1m4f,2413,12f,1,0,0,0,0,0.0
hrs_35416773,2m,3219,16f,4,0,0,0,2,0.0
hrs_35416773,2m½f,3333,16.5f,1,1,0,0,0,1.0
hrs_35416773,1m7f,3063,15f,1,0,0,1,0,0.0
hrs_17570854,3m,4828,24f,8,1,0,1,0,0.12
hrs_17570854,2m,3219,16f,3,0,2,1,0,0.0
hrs_17570854,3m1f,5029,25f,3,0,0,0,1,0.0
hrs_17570854,3m5f,5784,29f,3,0,1,0,1,0.0
hrs_17570854,2m7f,4618,23f,2,0,1,1,0,0.0
hrs_17570854,2m7½f,4708,23.5f,2,1,0,1,0,0.5
hrs_17570854,2m6½f,4527,22.5f,2,1,0,0,0,0.5
hrs_17570854,3m1½f,5102,25.5f,1,0,0,0,0,0.0
hrs_17570854,2m4½f,4075,20.5f,1,0,0,0,0,0.0
hrs_17570854,3m5½f,5953,29.5f,1,0,0,0,1,0.0
hrs_17570854,2m3½f,3959,19.5f,1,0,0,1,0,0.0
hrs_17570854,3m3f,5437,27f,1,0,0,0,0,0.0
hrs_17570854,2m2½f,3701,18.5f,1,0,0,0,0,0.0
hrs_17570854,3m2f,5230,26f,1,0,0,0,0,0.0
hrs_17570854,2m5½f,4316,21.5f,1,0,1,0,0,0.0
hrs_17570854,2m½f,3301,16.5f,1,0,0,0,1,0.0
hrs_17570854,2m4f,4023,20f,1,0,0,0,1,0.0
hrs_24065328,1m2f,2012,10f,6,1,0,1,2,0.17
hrs_24065328,1m1½f,1906,9.5f,3,0,0,1,1,0.0
hrs_24065328,2m½f,3283,16.5f,2,0,1,0,0,0.0
hrs_24065328,2m,3221,16f,2,0,0,1,0,0.0
hrs_24065328,1m3f,2212,11f,1,0,0,0,0,0.0
hrs_24065328,2m1f,3371,17f,1,0,0,0,0,0.0
hrs_24065328,1m4f,2414,12f,1,1,0,0,0,1.0
hrs_37974860,2m,3172,16f,3,0,0,2,1,0.0
hrs_37974860,2m½f,3314,16.5f,2,1,0,1,0,0.5
hrs_37974860,2m3½f,3914,19.5f,1,1,0,0,0,1.0
hrs_37974860,1m7f,3063,15f,1,0,1,0,0,0.0
hrs_30315621,1m2f,2012,10f,18,1,5,2,2,0.06
hrs_30315621,1m,1609,8f,4,0,1,0,0,0.0
hrs_30315621,1m1½f,1906,9.5f,3,2,0,0,0,0.67
hrs_30315621,1m½f,1713,8.5f,1,0,0,0,0,0.0
hrs_30315621,1m4½f,2472,12.5f,1,0,0,0,0,0.0
hrs_30315621,1m1f,1771,9f,1,0,0,0,0,0.0
hrs_30315621,7f,1414,7f,1,0,0,0,0,0.0
hrs_24152471,2m1½f,3519,17.5f,3,0,0,0,1,0.0
hrs_24152471,2m,3219,16f,3,2,0,0,0,0.67
hrs_24152471,2m4½f,4075,20.5f,3,1,0,1,0,0.33
hrs_24152471,2m5f,4196,21f,1,0,1,0,0,0.0
hrs_24152471,2m4f,4055,20f,1,0,0,0,1,0.0
hrs_24152471,2m½f,3366,16.5f,1,0,1,0,0,0.0
hrs_24152471,2m3½f,3914,19.5f,1,0,1,0,0,0.0
hrs_24152471,1m7f,3063,15f,1,1,0,0,0,1.0
hrs_24152471,2m1f,3382,17f,1,0,0,0,0,0.0
hrs_24152471,1m7½f,3156,15.5f,1,0,0,0,0,0.0
hrs_37836631,2m,3172,16f,7,2,1,0,2,0.29
hrs_37836631,2m½f,3283,16.5f,2,0,1,0,0,0.0
hrs_37836631,1m5½f,2750,13.5f,1,0,1,0,0,0.0
hrs_39170012,7f,1409,7f,12,1,2,3,1,0.08
hrs_39170012,1m,1606,8f,4,0,0,0,1,0.0
hrs_39170012,7½f,1532,7.5f,1,0,0,0,0,0.0
hrs_32568431,6f,1207,6f,8,0,0,1,1,0.0
hrs_32568431,7f,1409,7f,7,1,1,1,0,0.14
hrs_32568431,5f,1000,5f,6,1,1,3,0,0.17
hrs_32568431,5½f,1152,5.5f,1,0,0,0,1,0.0
hrs_32568431,1m,1622,8f,1,0,1,0,0,0.0
hrs_36696352,7f,1421,7f,3,0,0,0,0,0.0
hrs_36696352,6f,1207,6f,2,0,0,0,0,0.0
hrs_36696352,1m,1609,8f,2,0,0,0,0,0.0
hrs_36696352,1m2f,2050,10f,1,0,0,0,0,0.0
hrs_36696352,1m1½f,1906,9.5f,1,0,0,0,0,0.0
hrs_38719541,6f,1209,6f,2,0,0,0,0,0.0
hrs_38719541,7f,1421,7f,2,0,0,0,0,0.0
hrs_10911838,5f,1006,5f,52,4,5,3,7,0.08
hrs_10911838,6f,1207,6f,22,1,0,2,4,0.05
hrs_10911838,5½f,1087,5.5f,5,1,1,0,1,0.2
hrs_42451892,5f,1000,5f,7,2,1,0,1,0.29
hrs_40312923,5f,1011,5f,7,1,0,2,0,0.14
hrs_40312923,7f,1421,7f,1,0,0,0,0,0.0
hrs_40312923,6f,1207,6f,1,0,0,0,0,0.0
hrs_40312902,5f,1000,5f,12,0,1,3,4,0.0
hrs_40312902,6f,1225,6f,1,0,0,0,0,0.0
hrs_40312902,5½f,1152,5.5f,1,0,0,0,0,0.0
hrs_44512783,5f,1006,5f,5,0,0,0,0,0.0
hrs_25908813,1m4f,2414,12f,11,3,2,1,0,0.27
hrs_25908813,1m,1609,8f,6,2,2,0,0,0.33
hrs_25908813,1m3f,2212,11f,5,0,0,2,0,0.0
hrs_25908813,7f,1421,7f,1,0,0,0,0,0.0
hrs_25908813,1m½f,1739,8.5f,1,0,0,0,0,0.0
hrs_25908813,1m4½f,2504,12.5f,1,0,0,0,0,0.0
hrs_25908813,1m3½f,2303,11.5f,1,0,0,0,0,0.0
hrs_21986041,7f,1408,7f,18,3,5,2,2,0.17
hrs_21986041,1m,1609,8f,14,0,3,3,2,0.0
hrs_21986041,1m2f,2050,10f,4,0,0,0,1,0.0
hrs_21986041,7½f,1496,7.5f,3,0,0,2,0,0.0
hrs_21986041,1m½f,1739,8.5f,3,0,0,0,1,0.0
hrs_21986041,1m4f,2419,12f,1,0,0,0,1,0.0
hrs_21986041,1m7½f,3160,15.5f,1,0,0,0,0,0.0
hrs_37889831,1m,1610,8f,4,0,0,0,1,0.0
hrs_37889831,1m1½f,1906,9.5f,4,0,1,1,0,0.0
hrs_37889831,1m½f,1739,8.5f,2,1,0,0,0,0.5
hrs_37889831,7f,1408,7f,2,0,0,0,0,0.0
hrs_37889831,5f,1020,5f,1,0,0,1,0,0.0
hrs_29917944,1m,1608,8f,10,0,0,2,2,0.0
hrs_29917944,7f,1408,7f,2,0,1,0,0,0.0
hrs_29917944,1m½f,1739,8.5f,2,0,0,2,0,0.0
hrs_29917944,7½f,1496,7.5f,1,0,0,0,1,0.0
hrs_28015085,1m,1621,8f,9,1,0,2,0,0.11
hrs_28015085,7f,1408,7f,6,0,0,0,2,0.0
hrs_28015085,1m2f,2012,10f,4,1,0,0,0,0.25
hrs_28015085,1m½f,1739,8.5f,2,0,0,1,0,0.0
hrs_28015085,1m1½f,1906,9.5f,1,0,1,0,0,0.0
hrs_45887632,7f,1408,7f,2,1,1,0,0,0.5
hrs_45887632,1m,1621,8f,1,1,0,0,0,1.0
hrs_38338545,1m,1621,8f,2,0,1,1,0,0.0
hrs_48818945,1m,1621,8f,3,0,1,0,0,0.0
hrs_47621560,1m,1609,8f,3,0,0,0,0,0.0
hrs_35150094,7f,1408,7f,8,1,2,2,0,0.12
hrs_35150094,6f,1207,6f,7,0,0,0,1,0.0
hrs_35150094,1m,1612,8f,1,0,0,0,0,0.0
hrs_11320960,2m,3199,16f,18,2,1,1,5,0.11
hrs_11320960,2m½f,3290,16.5f,12,4,0,4,0,0.33
hrs_11320960,1m2f,2054,10f,5,1,1,1,1,0.2
hrs_11320960,2m1f,3371,17f,3,1,0,0,0,0.33
hrs_11320960,1m,1609,8f,3,0,0,1,1,0.0
hrs_11320960,1m7½f,3160,15.5f,3,1,0,1,0,0.33
hrs_11320960,1m4f,2414,12f,2,1,0,0,0,0.5
hrs_11320960,1m6f,2816,14f,2,0,0,1,0,0.0
hrs_11320960,1m3f,2259,11f,1,0,1,0,0,0.0
hrs_11320960,2m4f,4024,20f,1,0,1,0,0,0.0
hrs_11320960,1m2½f,2103,10.5f,1,0,0,0,0,0.0
hrs_11320960,2m3½f,3875,19.5f,1,0,0,0,1,0.0
hrs_11320960,1m3½f,2277,11.5f,1,0,0,1,0,0.0
hrs_11320960,1m5f,2579,13f,1,0,0,0,0,0.0
hrs_11320960,2m1½f,3568,17.5f,1,1,0,0,0,1.0
hrs_13456408,2m4f,4023,20f,3,0,1,1,0,0.0
hrs_13456408,2m4½f,4075,20.5f,2,0,0,0,0,0.0
hrs_13456408,2m5½f,4362,21.5f,2,1,1,0,0,0.5
hrs_13456408,2m,3219,16f,2,0,2,0,0,0.0
hrs_13456408,2m7f,4627,23f,2,0,0,0,1,0.0
hrs_13456408,3m2½f,5294,26.5f,1,0,0,0,0,0.0
hrs_13456408,3m1½f,5080,25.5f,1,0,0,0,1,0.0
hrs_13456408,1m7½f,3156,15.5f,1,1,0,0,0,1.0
hrs_13456408,2m3f,3781,19f,1,1,0,0,0,1.0
hrs_13456408,2m5f,4232,21f,1,1,0,0,0,1.0
hrs_13456408,2m½f,3298,16.5f,1,0,0,0,0,0.0
hrs_16028180,2m5f,4225,21f,6,1,0,1,0,0.17
hrs_16028180,2m4f,4033,20f,4,1,0,0,1,0.25
hrs_16028180,2m5½f,4325,21.5f,3,1,0,0,0,0.33
hrs_16028180,2m,3229,16f,2,0,1,0,0,0.0
hrs_16028180,2m1f,3379,17f,2,0,0,1,0,0.0
hrs_16028180,2m6½f,4540,22.5f,2,0,0,0,0,0.0
hrs_16028180,2m½f,3283,16.5f,1,0,0,1,0,0.0
hrs_16028180,3m½f,4905,24.5f,1,0,0,0,0,0.0
hrs_16028180,2m7f,4641,23f,1,0,0,0,0,0.0
hrs_16028180,2m3f,3823,19f,1,0,1,0,0,0.0
hrs_16028180,2m3½f,3963,19.5f,1,0,0,1,0,0.0
hrs_16028180,3m,4783,24f,1,0,1,0,0,0.0
hrs_20486900,2m6f,4400.0,22f,5,2,0,0,1,0.4
hrs_20486900,2m5f,4242,21f,3,0,1,0,0,0.0
hrs_20486900,3m,4852,24f,3,1,1,0,0,0.33
hrs_20486900,2m7½f,4700.0,23.5f,3,0,1,0,0,0.0
hrs_20486900,2m3f,3800.0,19f,2,0,0,0,1,0.0
hrs_20486900,2m5½f,4350,21.5f,2,0,0,0,0,0.0
hrs_20486900,2m7f,4630,23f,2,0,0,1,0,0.0
hrs_20486900,2m1½f,3568,17.5f,2,0,0,0,0,0.0
hrs_20486900,2m4f,4000.0,20f,2,0,0,1,0,0.0
hrs_20486900,2m2½f,3700.0,18.5f,2,0,1,0,0,0.0
hrs_20486900,3m1f,5029,25f,1,0,0,0,0,0.0
hrs_20486900,3m½f,4883,24.5f,1,0,0,1,0,0.0
hrs_20486900,3m1½f,5138,25.5f,1,0,0,0,0,0.0
hrs_20486900,2m3½f,3900.0,19.5f,1,0,0,0,0,0.0
hrs_27237532,2m4½f,4104,20.5f,3,1,1,1,0,0.33
hrs_27237532,2m4f,4049,20f,2,0,0,0,0,0.0
hrs_27237532,2m5½f,4325,21.5f,1,0,0,0,0,0.0
hrs_27237532,2m½f,3336,16.5f,1,0,0,0,0,0.0
hrs_46108153,2m,3174,16f,1,1,0,0,0,1.0
hrs_40352459,2m,3219,16f,2,1,1,0,0,0.5
hrs_40352459,2m½f,3282,16.5f,1,0,0,1,0,0.0
hrs_49637574,2m,3174,16f,1,0,0,1,0,0.0
hrs_49637581,2m,3184,16f,2,0,0,0,2,0.0
hrs_39568487,2m,3174,16f,3,0,0,1,1,0.0
hrs_35243362,2m,3174,16f,1,0,0,0,0,0.0
hrs_48237119,2m,3174,16f,2,0,0,0,0,0.0
hrs_46602878,2m,3171,16f,2,0,1,0,0,0.0
hrs_46602878,1m7f,3063,15f,1,1,0,0,0,1.0
hrs_49544292,2m,3174,16f,1,0,0,0,0,0.0
hrs_34665547,2m4f,4011,20f,2,1,0,0,0,0.5
hrs_34665547,2m3½f,3875,19.5f,1,0,0,0,0,0.0
hrs_34665547,2m5f,4270,21f,1,0,0,0,0,0.0
hrs_34665547,2m½f,3333,16.5f,1,0,0,0,1,0.0
hrs_34665547,2m5½f,4299,21.5f,1,0,1,0,0,0.0
hrs_29409562,2m,3184,16f,7,2,1,1,1,0.29
hrs_29409562,1m7f,3063,15f,2,1,0,0,0,0.5
hrs_29409562,1m7½f,3121,15.5f,2,0,1,1,0,0.0
hrs_29409562,2m4f,4023,20f,2,1,1,0,0,0.5
hrs_29409562,2m6f,4467,22f,1,0,0,0,0,0.0
hrs_29409562,2m3f,3867,19f,1,0,0,1,0,0.0
hrs_29409562,2m7½f,4691,23.5f,1,0,0,0,0,0.0
hrs_21100485,2m,3171,16f,7,3,0,1,1,0.43
hrs_21100485,2m3½f,3912,19.5f,4,0,2,0,0,0.0
hrs_21100485,2m½f,3283,16.5f,3,0,0,0,0,0.0
hrs_21100485,2m4f,4023,20f,3,0,0,1,0,0.0
hrs_21100485,2m1½f,3490,17.5f,2,0,0,0,0,0.0
hrs_21100485,2m1f,3413,17f,1,1,0,0,0,1.0
hrs_21100485,1m7½f,3154,15.5f,1,1,0,0,0,1.0
hrs_21100485,2m5½f,4325,21.5f,1,0,0,0,0,0.0
hrs_49174244,2m,3174,16f,1,0,1,0,0,0.0
hrs_49174244,2m1f,3410,17f,1,0,0,0,0,0.0
hrs_49637602,2m,3174,16f,1,0,0,0,0,0.0
hrs_41171830,2m,3219,16f,3,0,0,0,0,0.0
hrs_40553744,2m,3267,16f,2,0,1,0,0,0.0
hrs_40352396,2m,3174,16f,1,0,0,0,0,0.0
hrs_38884664,2m,3174,16f,1,0,0,0,0,0.0
hrs_38884664,2m½f,3298,16.5f,1,0,0,0,0,0.0
hrs_38884594,2m4f,4041,20f,2,0,0,1,1,0.0
hrs_38884594,2m3½f,3963,19.5f,2,0,0,0,2,0.0
hrs_38884594,2m2f,3571,18f,1,0,1,0,0,0.0
hrs_38884594,2m4½f,4124,20.5f,1,0,0,0,0,0.0
hrs_29509256,2m7f,4627,23f,3,0,1,0,2,0.0
hrs_29509256,2m3½f,3898,19.5f,2,1,0,0,0,0.5
hrs_29509256,3m1½f,5143,25.5f,1,0,0,0,0,0.0
hrs_29509256,2m4f,4023,20f,1,0,0,0,0,0.0
hrs_37836666,2m,3219,16f,3,0,1,0,1,0.0
hrs_37836666,2m½f,3336,16.5f,2,0,0,2,0,0.0
hrs_37836666,2m4½f,4104,20.5f,2,2,0,0,0,1.0
hrs_37836666,3m1f,5038,25f,1,0,0,0,0,0.0
hrs_27237448,3m1f,5038,25f,4,0,0,0,1,0.0
hrs_27237448,2m,3219,16f,3,0,0,1,0,0.0
hrs_27237448,2m4½f,4124,20.5f,2,0,0,0,0,0.0
hrs_27237448,2m7½f,4691,23.5f,2,0,0,0,0,0.0
hrs_27237448,2m4f,4011,20f,2,0,0,1,0,0.0
hrs_27237448,2m3f,3867,19f,1,0,1,0,0,0.0
hrs_27237448,2m5½f,4350,21.5f,1,0,0,0,0,0.0
hrs_27237448,3m½f,4905,24.5f,1,0,0,0,0,0.0
hrs_27237448,2m½f,3366,16.5f,1,0,0,0,0,0.0
hrs_27237448,3m,4869,24f,1,0,0,0,0,0.0
hrs_27237448,2m6f,4400,22f,1,1,0,0,0,1.0
hrs_29906961,2m5½f,4299,21.5f,2,0,0,0,1,0.0
hrs_29906961,2m5f,4275,21f,1,0,0,0,0,0.0
hrs_29906961,3m1f,5038,25f,1,0,0,0,0,0.0
hrs_29906961,2m4½f,4156,20.5f,1,0,0,0,0,0.0
hrs_29906961,2m,3226,16f,1,0,0,0,0,0.0
hrs_29906961,2m7f,4650,23f,1,0,0,0,0,0.0
hrs_29906961,2m3½f,3957,19.5f,1,0,0,0,0,0.0
hrs_41191430,2m,3172,16f,3,0,0,0,0,0.0
hrs_41191430,3m1f,5038,25f,1,0,0,0,0,0.0
hrs_41191430,2m5½f,4374,21.5f,1,0,0,0,0,0.0
hrs_24921302,2m4½f,4124,20.5f,2,0,0,1,1,0.0
hrs_24921302,2m3½f,3914,19.5f,2,0,0,0,0,0.0
hrs_24921302,2m½f,3366,16.5f,2,1,1,0,0,0.5
hrs_24921302,2m3f,3866,19f,1,0,0,0,0,0.0
hrs_24921302,1m7½f,3149,15.5f,1,0,1,0,0,0.0
hrs_24921302,3m1f,5069,25f,1,0,0,0,0,0.0
hrs_24921302,2m5½f,4299,21.5f,1,0,0,0,0,0.0
hrs_24921302,3m1½f,5121,25.5f,1,0,0,0,0,0.0
hrs_24921302,2m4f,4023,20f,1,0,0,0,0,0.0
hrs_24921302,3m,4789,24f,1,0,0,0,0,0.0
hrs_24921302,3m2f,5221,26f,1,0,1,0,0,0.0
hrs_34961514,2m3½f,3957,19.5f,3,0,0,0,0,0.0
hrs_34961514,2m5½f,4374,21.5f,1,1,0,0,0,1.0
hrs_34961514,3m½f,4939,24.5f,1,0,0,0,0,0.0
hrs_34961514,2m3f,3867,19f,1,0,0,0,1,0.0
hrs_34961514,2m5f,4275,21f,1,0,0,0,0,0.0
hrs_34961514,3m,4789,24f,1,0,0,0,0,0.0
hrs_34961514,2m7½f,4691,23.5f,1,0,0,0,0,0.0
hrs_27794109,2m,3184,16f,2,0,0,0,0,0.0
hrs_27794109,2m7½f,4747,23.5f,1,0,0,0,0,0.0
hrs_27794109,3m,4789,24f,1,0,0,0,0,0.0
hrs_27794109,2m4f,4023,20f,1,0,0,0,0,0.0
hrs_46108146,2m,3172,16f,4,1,0,1,0,0.25
hrs_46108146,2m½f,3333,16.5f,1,0,0,1,0,0.0
hrs_37659034,2m,3171,16f,3,1,1,1,0,0.33
hrs_37659034,2m½f,3298,16.5f,3,0,0,1,1,0.0
hrs_37659034,2m4½f,4131,20.5f,1,0,0,0,0,0.0
hrs_37659034,1m7f,3063,15f,1,1,0,0,0,1.0
hrs_37659034,2m1f,3410,17f,1,1,0,0,0,1.0
hrs_37807154,2m,3184,16f,5,1,0,0,1,0.2
hrs_37807154,2m3½f,3914,19.5f,2,0,0,0,0,0.0
hrs_37807154,2m5f,4275,21f,2,0,2,0,0,0.0
hrs_37807154,2m3f,3823,19f,1,0,0,0,0,0.0
hrs_37807154,2m4½f,4131,20.5f,1,0,0,0,0,0.0
hrs_37807154,2m½f,3283,16.5f,1,1,0,0,0,1.0
hrs_33931037,2m,3219,16f,4,3,0,0,1,0.75
hrs_33931037,2m4f,3995,20f,2,1,1,0,0,0.5
hrs_33931037,2m5f,4265,21f,2,2,0,0,0,1.0
hrs_33931037,2m½f,3282,16.5f,1,0,1,0,0,0.0
hrs_33931037,2m1f,3410,17f,1,0,0,0,0,0.0
hrs_23433410,2m,3219,16f,11,3,1,1,0,0.27
hrs_23433410,2m4f,3978,20f,7,4,2,0,0,0.57
hrs_23433410,2m4½f,4095,20.5f,3,0,2,1,0,0.0
hrs_23433410,2m2f,3621,18f,1,0,0,1,0,0.0
hrs_23433410,1m7½f,3156,15.5f,1,0,0,0,0,0.0
hrs_23433410,2m1f,3444,17f,1,0,1,0,0,0.0
hrs_23433410,3m,4791,24f,1,0,0,0,0,0.0
hrs_23433410,2m6f,4412,22f,1,1,0,0,0,1.0
hrs_23433410,2m1½f,3562,17.5f,1,0,0,0,0,0.0
hrs_23433410,2m½f,3310,16.5f,1,0,0,1,0,0.0
hrs_27357820,2m4f,3995,20f,5,1,3,1,0,0.2
hrs_27357820,2m,3219,16f,2,0,1,0,0,0.0
hrs_27357820,2m½f,3365,16.5f,1,0,0,0,1,0.0
hrs_27357820,2m5½f,4325,21.5f,1,0,0,0,1,0.0
hrs_27357820,2m3½f,3923,19.5f,1,1,0,0,0,1.0
hrs_27357820,2m6½f,4535,22.5f,1,1,0,0,0,1.0
hrs_27357820,2m5f,4225,21f,1,1,0,0,0,1.0
hrs_27357820,2m6f,4426,22f,1,0,1,0,0,0.0
hrs_27357820,2m4½f,4115,20.5f,1,0,0,0,1,0.0
hrs_27371442,2m4f,4005,20f,7,3,1,0,1,0.43
hrs_27371442,2m4½f,4128,20.5f,5,1,2,1,0,0.2
hrs_27371442,2m3½f,3914,19.5f,3,0,2,0,1,0.0
hrs_27371442,3m,4816,24f,3,1,0,1,1,0.33
hrs_27371442,3m2f,5266,26f,1,0,0,0,0,0.0
hrs_27371442,2m5f,4204,21f,1,0,1,0,0,0.0
hrs_27371442,2m1½f,3500.0,17.5f,1,0,1,0,0,0.0
hrs_27371442,2m7½f,4715,23.5f,1,0,0,0,0,0.0
hrs_27371442,2m½f,3336,16.5f,1,0,0,0,1,0.0
hrs_27371442,2m,3174,16f,1,0,0,1,0,0.0
hrs_27371442,3m1½f,5080,25.5f,1,1,0,0,0,1.0
hrs_27371442,2m1f,3382,17f,1,0,1,0,0,0.0
hrs_35243348,2m6f,4400,22f,1,1,0,0,0,1.0
hrs_35243348,2m,3184,16f,1,0,1,0,0,0.0
hrs_35243348,2m4f,4023,20f,1,0,1,0,0,0.0
hrs_41052053,2m,3200.0,16f,4,1,1,1,0,0.25
hrs_41052053,2m1½f,3500.0,17.5f,2,0,0,0,1,0.0
hrs_41052053,2m4½f,4131,20.5f,1,0,0,0,0,0.0
hrs_41052053,2m1f,3400.0,17f,1,0,0,1,0,0.0
hrs_41052053,2m½f,3314,16.5f,1,0,0,0,1,0.0
hrs_39941055,2m½f,3366,16.5f,2,0,0,1,0,0.0
hrs_39941055,2m6f,4400,22f,1,0,1,0,0,0.0
hrs_39959381,2m5f,4225,21f,1,0,0,1,0,0.0
hrs_39959381,2m6f,4400,22f,1,0,0,1,0,0.0
hrs_37702343,2m½f,3314,16.5f,1,0,0,0,0,0.0
hrs_37702343,2m1f,3410,17f,1,0,0,0,0,0.0
hrs_37702343,2m4f,4023,20f,1,0,0,1,0,0.0
hrs_37702343,2m6f,4400,22f,1,0,0,0,0,0.0
hrs_37890573,2m5f,4225,21f,1,1,0,0,0,1.0
hrs_37890573,2m,3219,16f,1,0,0,1,0,0.0
hrs_37890573,2m4½f,4131,20.5f,1,0,1,0,0,0.0
hrs_37890573,3m½f,4964,24.5f,1,0,0,0,0,0.0
hrs_37890573,2m3½f,3947,19.5f,1,1,0,0,0,1.0
hrs_38700564,2m,3174,16f,2,0,1,1,0,0.0
hrs_38700564,2m3½f,3903,19.5f,2,1,0,1,0,0.5
hrs_38700564,3m,4822,24f,1,0,0,0,0,0.0
hrs_38700564,2m4f,4011,20f,1,0,0,0,0,0.0
hrs_38700564,2m5½f,4353,21.5f,1,1,0,0,0,1.0
hrs_38700564,2m½f,3336,16.5f,1,0,0,0,0,0.0
hrs_37889726,2m,3219,16f,3,0,3,0,0,0.0
hrs_37889726,2m1f,3410,17f,2,1,0,0,0,0.5
hrs_37889726,2m½f,3351,16.5f,1,1,0,0,0,1.0
hrs_37889726,2m3½f,3947,19.5f,1,0,0,0,1,0.0
hrs_39641350,2m,3219,16f,5,1,1,0,1,0.2
hrs_39641350,2m3½f,3957,19.5f,2,1,0,0,0,0.5
hrs_39641350,2m4f,4024,20f,1,0,0,1,0,0.0
hrs_39641350,2m4½f,4156,20.5f,1,0,0,0,0,0.0
hrs_38666502,2m½f,3298,16.5f,2,1,1,0,0,0.5
hrs_38666502,2m3½f,3947,19.5f,1,0,0,0,0,0.0
hrs_38666502,2m5½f,4353,21.5f,1,0,0,0,1,0.0
hrs_47898830,2m5f,4225,21f,1,0,0,0,0,0.0
hrs_47898830,2m5½f,4374,21.5f,1,0,0,0,0,0.0
hrs_47898830,2m6f,4400,22f,1,0,0,0,0,0.0
hrs_34166727,2m3½f,3947,19.5f,3,0,0,0,0,0.0
hrs_34166727,3m,4786,24f,1,0,0,0,0,0.0
hrs_34166727,2m4f,3995,20f,1,1,0,0,0,1.0
hrs_34166727,2m4½f,4104,20.5f,1,0,0,0,0,0.0
hrs_38118409,2m,3221,16f,3,1,0,1,0,0.33
hrs_38118409,2m½f,3333,16.5f,2,0,0,0,0,0.0
hrs_38118409,2m3½f,3947,19.5f,1,1,0,0,0,1.0
hrs_30941666,2m,3219,16f,11,2,0,3,3,0.18
hrs_30941666,2m3½f,3957,19.5f,4,0,3,0,0,0.0
hrs_30941666,2m½f,3328,16.5f,2,0,0,0,0,0.0
hrs_30941666,1m4f,2413,12f,2,0,0,1,0,0.0
hrs_30941666,2m4½f,4156,20.5f,2,0,0,0,1,0.0
hrs_30941666,1m6f,2857,14f,1,0,0,0,0,0.0
hrs_30941666,1m2f,2012,10f,1,0,0,0,0,0.0
hrs_30941666,2m5½f,4299,21.5f,1,0,0,1,0,0.0
hrs_21670138,2m,3172,16f,9,0,0,0,3,0.0
hrs_21670138,2m1½f,3568,17.5f,8,2,0,1,2,0.25
hrs_21670138,2m3½f,3912,19.5f,5,0,0,1,1,0.0
hrs_21670138,1m6f,2816,14f,5,1,1,0,0,0.2
hrs_21670138,1m4f,2394,12f,5,0,1,0,2,0.0
hrs_21670138,1m5f,2615,13f,2,1,0,0,0,0.5
hrs_21670138,2m4½f,4128,20.5f,2,0,0,0,1,0.0
hrs_21670138,2m4f,4024,20f,2,0,0,1,0,0.0
hrs_21670138,2m7f,4627,23f,2,0,0,0,1,0.0
hrs_21670138,2m2½f,3756,18.5f,1,0,0,0,0,0.0
hrs_21670138,2m6f,4432,22f,1,0,0,0,0,0.0
hrs_21670138,2m2f,3571,18f,1,0,0,0,0,0.0
hrs_21670138,1m3f,2212,11f,1,0,0,0,0,0.0
hrs_21670138,1m7½f,3156,15.5f,1,0,0,0,0,0.0
hrs_21670138,1m,1614,8f,1,0,0,1,0,0.0
hrs_41072864,2m,3219,16f,1,0,0,0,0,0.0
hrs_41072864,2m3½f,3947,19.5f,1,0,0,0,0,0.0
hrs_41072864,2m4f,4021,20f,1,0,0,0,0,0.0
hrs_41072864,2m1f,3450,17f,1,0,0,0,0,0.0
hrs_26525625,2m½f,3283,16.5f,4,0,1,0,0,0.0
hrs_26525625,2m1f,3462,17f,3,0,1,0,0,0.0
hrs_26525625,2m2½f,3756,18.5f,3,0,0,0,0,0.0
hrs_26525625,2m3½f,3903,19.5f,3,0,0,0,0,0.0
hrs_26525625,2m4½f,4150,20.5f,2,0,0,1,0,0.0
hrs_26525625,2m,3174,16f,1,0,0,0,1,0.0
hrs_26525625,1m7½f,3131,15.5f,1,0,0,1,0,0.0
hrs_37068199,2m1½f,3568,17.5f,3,0,1,1,0,0.0
hrs_37068199,2m3½f,3947,19.5f,2,0,0,0,0,0.0
hrs_37068199,2m,3196,16f,2,0,0,0,0,0.0
