trainer_id,total_rides,horse_age,runners,1st,2nd,3rd,4th,a/e,win_%,1_pl
trn_249192,0,6,11,0,1,0,1,0.0,0.0,-11.0
trn_249192,0,12,8,1,1,0,1,1.07,0.12,-4.5
trn_249192,0,2,7,0,0,1,0,0.0,0.0,-7.0
trn_249192,0,10,7,0,0,2,1,0.0,0.0,-7.0
trn_249192,0,8,7,1,0,0,1,1.45,0.14,-3.75
trn_249192,0,9,2,0,0,2,0,0.0,0.0,-2.0
trn_249192,0,13,2,0,0,0,0,0.0,0.0,-2.0
trn_92169,0,5,467,29,42,37,50,0.8,0.06,-233.12
trn_92169,0,6,428,36,52,47,59,0.81,0.08,-140.14
trn_92169,0,4,352,22,31,21,33,0.87,0.06,-153.0
trn_92169,0,7,302,18,37,31,42,0.54,0.06,-151.02
trn_92169,0,8,218,11,16,24,24,0.56,0.05,-96.0
trn_92169,0,3,205,11,12,13,20,0.93,0.05,-112.25
trn_92169,0,9,139,6,5,14,25,0.54,0.04,-94.5
trn_92169,0,10,60,2,2,4,6,0.41,0.03,-27.0
trn_92169,0,2,33,1,3,0,3,1.0,0.03,-16.0
trn_92169,0,11,5,0,1,0,0,0.0,0.0,-5.0
trn_92169,0,12,3,1,0,0,0,1.81,0.33,1.33
trn_245610,0,6,199,9,9,14,19,0.88,0.05,-117.17
trn_245610,0,7,177,7,10,15,15,0.62,0.04,-111.5
trn_245610,0,5,167,7,7,8,18,1.03,0.04,-104.77
trn_245610,0,8,155,10,14,10,13,0.87,0.06,-84.75
trn_245610,0,9,121,4,20,10,12,0.37,0.03,-108.25
trn_245610,0,4,105,0,3,5,8,0.0,0.0,-105.0
trn_245610,0,10,99,2,9,15,14,0.22,0.02,-72.0
trn_245610,0,11,62,5,12,6,5,0.98,0.08,-6.17
trn_245610,0,12,34,2,2,4,5,1.2,0.06,-13.0
trn_245610,0,3,32,1,0,2,3,1.77,0.03,-6.0
trn_245610,0,13,15,0,1,3,3,0.0,0.0,-15.0
trn_245610,0,15,2,0,0,0,0,0.0,0.0,-2.0
trn_245610,0,14,1,0,0,0,0,0.0,0.0,-1.0
trn_7389,0,7,183,36,32,23,19,1.14,0.2,28.42
trn_7389,0,8,183,35,26,19,30,1.1,0.19,-3.74
trn_7389,0,6,182,33,32,18,13,1.15,0.18,25.12
trn_7389,0,9,120,23,13,16,20,1.39,0.19,37.93
trn_7389,0,5,113,10,7,13,11,0.92,0.09,-46.34
trn_7389,0,10,59,7,5,8,7,1.07,0.12,-13.37
trn_7389,0,4,48,3,6,3,6,0.69,0.06,-31.0
trn_7389,0,11,24,2,1,1,6,0.82,0.08,0.0
trn_7389,0,3,1,0,0,0,0,0.0,0.0,-1.0
trn_7389,0,12,1,0,0,0,0,0.0,0.0,-1.0
trn_91368,0,3,8180,761,884,872,841,0.8,0.09,-2456.46
trn_91368,0,2,6094,448,536,587,656,0.74,0.07,-2595.49
trn_91368,0,4,4742,494,528,520,480,0.84,0.1,-941.54
trn_91368,0,5,3296,342,359,367,367,0.82,0.1,-909.76
trn_91368,0,6,2194,231,263,244,246,0.83,0.11,-565.64
trn_91368,0,7,1410,157,175,154,156,0.87,0.11,-297.35
trn_91368,0,8,983,104,100,91,103,0.91,0.11,-211.73
trn_91368,0,9,592,45,56,70,67,0.72,0.08,-167.72
trn_91368,0,10,237,22,27,26,23,0.88,0.09,-19.0
trn_91368,0,11,104,6,10,11,15,0.59,0.06,-43.5
trn_91368,0,12,26,3,3,4,4,0.98,0.12,-6.75
trn_91368,0,13,1,0,0,0,0,0.0,0.0,-1.0
trn_96102,0,6,615,74,67,57,72,1.02,0.12,1.88
trn_96102,0,7,524,66,57,64,53,1.05,0.13,-50.36
trn_96102,0,5,457,35,53,43,42,0.76,0.08,-216.01
trn_96102,0,8,385,41,44,53,51,0.87,0.11,-11.32
trn_96102,0,9,362,42,50,54,40,0.93,0.12,-8.73
trn_96102,0,4,298,20,18,18,24,1.06,0.07,-125.04
trn_96102,0,10,229,23,24,33,34,0.88,0.1,-29.25
trn_96102,0,11,102,9,7,11,11,1.07,0.09,-30.0
trn_96102,0,3,92,3,4,10,8,0.56,0.03,47.0
trn_96102,0,12,44,3,3,5,3,0.86,0.07,-16.5
trn_96102,0,13,17,1,2,0,1,0.59,0.06,-5.0
trn_96102,0,2,10,0,1,0,2,0.0,0.0,-10.0
trn_294597,0,6,146,21,17,14,19,1.06,0.14,-41.6
trn_294597,0,5,131,9,9,14,18,0.73,0.07,-11.5
trn_294597,0,7,116,13,14,14,18,0.74,0.11,-22.55
trn_294597,0,8,97,10,7,7,13,0.82,0.1,-32.5
trn_294597,0,4,54,2,4,9,4,0.37,0.04,-41.75
trn_294597,0,9,52,4,6,11,4,0.55,0.08,-25.25
trn_294597,0,10,31,3,3,6,2,0.78,0.1,32.5
trn_294597,0,12,4,1,0,1,1,2.68,0.25,5.5
trn_294597,0,11,2,0,0,1,0,0.0,0.0,-2.0
trn_294597,0,15,2,0,0,0,0,0.0,0.0,-2.0
trn_294597,0,14,1,1,0,0,0,6.0,1.0,5.0
trn_294597,0,3,1,0,0,0,0,0.0,0.0,-1.0
trn_131229,0,6,70,5,7,6,11,0.61,0.07,-50.88
trn_131229,0,4,70,7,8,13,6,0.91,0.1,-34.1
trn_131229,0,5,69,3,9,5,9,0.53,0.04,-15.25
trn_131229,0,9,43,3,3,2,8,0.93,0.07,-27.5
trn_131229,0,7,36,3,4,2,3,1.13,0.08,-21.0
trn_131229,0,3,28,2,1,2,0,1.09,0.07,-15.25
trn_131229,0,8,22,0,4,1,3,0.0,0.0,-22.0
trn_131229,0,2,16,2,1,0,0,2.39,0.12,7.5
trn_131229,0,10,13,1,0,1,2,0.66,0.08,-6.5
trn_131229,0,11,10,0,0,0,1,0.0,0.0,-10.0
trn_131229,0,12,1,0,0,0,0,0.0,0.0,-1.0
trn_5859,0,7,96,6,3,8,8,1.07,0.06,-45.75
trn_5859,0,6,88,3,10,9,8,0.55,0.03,-67.0
trn_5859,0,8,76,5,5,5,14,0.85,0.07,-41.75
trn_5859,0,10,63,2,3,5,7,0.55,0.03,-21.0
trn_5859,0,5,52,4,2,0,3,1.5,0.08,-13.5
trn_5859,0,12,43,2,2,4,2,0.86,0.05,-22.5
trn_5859,0,11,41,2,2,7,2,0.68,0.05,-26.5
trn_5859,0,9,39,1,0,4,10,0.49,0.03,-26.0
trn_5859,0,4,19,0,0,2,2,0.0,0.0,-19.0
trn_5859,0,13,19,0,0,3,2,0.0,0.0,-19.0
trn_5859,0,14,10,1,0,2,0,2.28,0.1,2.0
trn_5859,0,3,5,0,0,0,0,0.0,0.0,-5.0
trn_5859,0,15,3,0,0,0,1,0.0,0.0,-3.0
trn_86490,0,7,513,46,66,62,50,0.77,0.09,-177.02
trn_86490,0,8,503,56,57,60,56,0.99,0.11,-105.73
trn_86490,0,6,425,43,24,42,42,1.05,0.1,46.3
trn_86490,0,9,372,38,40,39,41,0.87,0.1,-127.38
trn_86490,0,5,269,13,19,30,19,0.67,0.05,-158.67
trn_86490,0,10,152,22,15,17,20,1.26,0.14,59.67
trn_86490,0,4,146,2,4,7,15,0.25,0.01,-121.0
trn_86490,0,11,93,10,7,12,10,1.05,0.11,-12.37
trn_86490,0,12,46,6,2,7,7,1.07,0.13,29.75
trn_86490,0,3,28,0,2,2,3,0.0,0.0,-28.0
trn_86490,0,13,14,0,0,0,1,0.0,0.0,-14.0
trn_149364,0,5,717,75,84,84,82,0.81,0.1,-280.39
trn_149364,0,6,655,60,70,87,81,0.73,0.09,-183.76
trn_149364,0,7,449,41,58,54,49,0.72,0.09,-109.11
trn_149364,0,4,304,33,33,36,34,0.94,0.11,-107.25
trn_149364,0,8,266,19,35,46,30,0.6,0.07,-185.03
trn_149364,0,9,201,10,23,28,21,0.5,0.05,-85.5
trn_149364,0,10,94,9,8,9,16,0.99,0.1,-14.75
trn_149364,0,11,40,5,3,12,2,1.1,0.12,-1.75
trn_149364,0,12,26,1,1,1,3,0.49,0.04,-21.0
trn_149364,0,3,12,2,3,2,0,1.29,0.17,-2.25
trn_149364,0,13,9,0,0,2,0,0.0,0.0,-9.0
trn_70668,0,5,173,8,5,19,17,0.78,0.05,-78.75
trn_70668,0,6,170,12,9,9,20,1.05,0.07,-83.84
trn_70668,0,8,140,11,12,17,17,0.86,0.08,12.0
trn_70668,0,4,137,5,5,8,14,0.75,0.04,-69.5
trn_70668,0,7,115,8,12,10,13,0.93,0.07,25.5
trn_70668,0,3,101,10,7,9,8,1.46,0.1,79.11
trn_70668,0,9,77,6,10,6,6,0.79,0.08,-47.0
trn_70668,0,10,57,6,6,9,12,1.01,0.11,-5.75
trn_70668,0,2,36,1,6,1,0,0.52,0.03,-15.0
trn_70668,0,11,19,0,2,1,2,0.0,0.0,-19.0
trn_70668,0,12,13,0,0,1,3,0.0,0.0,-13.0
trn_70668,0,13,1,0,0,0,0,0.0,0.0,-1.0
trn_360486,0,3,113,14,17,18,13,0.79,0.12,-44.9
trn_360486,0,4,80,12,11,10,9,0.99,0.15,8.57
trn_360486,0,5,66,9,11,5,4,0.76,0.14,-5.45
trn_360486,0,6,35,5,3,6,2,1.25,0.14,-10.9
trn_360486,0,2,27,2,3,2,4,0.93,0.07,-15.5
trn_360486,0,8,25,2,2,4,4,0.94,0.08,28.0
trn_360486,0,7,17,2,1,1,0,1.01,0.12,-6.17
trn_360486,0,11,13,2,1,1,1,0.73,0.15,-8.63
trn_360486,0,9,12,1,1,2,1,0.91,0.08,3.0
trn_360486,0,10,9,1,0,1,2,2.04,0.11,17.0
trn_360486,0,12,1,0,0,0,1,0.0,0.0,-1.0
trn_294921,0,5,111,4,5,9,7,0.55,0.04,-79.0
trn_294921,0,6,76,5,8,8,9,0.73,0.07,-7.5
trn_294921,0,4,73,3,5,2,3,0.77,0.04,-44.0
trn_294921,0,7,58,3,4,9,5,0.55,0.05,-22.38
trn_294921,0,3,50,0,0,4,3,0.0,0.0,-50.0
trn_294921,0,8,44,3,4,3,6,1.11,0.07,-3.0
trn_294921,0,9,25,2,2,1,2,1.19,0.08,55.0
trn_294921,0,2,13,0,0,0,2,0.0,0.0,-13.0
trn_294921,0,10,8,0,0,1,0,0.0,0.0,-8.0
trn_271602,0,4,298,21,23,22,32,0.72,0.07,-135.67
trn_271602,0,5,276,30,18,27,30,0.96,0.11,-77.42
trn_271602,0,3,246,6,23,20,17,0.35,0.02,-208.75
trn_271602,0,6,235,22,36,21,29,0.74,0.09,-54.75
trn_271602,0,7,168,7,14,11,30,0.44,0.04,-82.5
trn_271602,0,8,121,9,12,20,15,0.69,0.07,-44.5
trn_271602,0,2,62,0,0,1,6,0.0,0.0,-62.0
trn_271602,0,9,56,4,10,3,7,0.84,0.07,-3.0
trn_271602,0,11,28,2,2,4,0,0.92,0.07,-13.0
trn_271602,0,10,26,1,2,6,3,0.48,0.04,-20.0
trn_271602,0,12,20,0,4,3,1,0.0,0.0,-20.0
trn_245538,0,4,106,3,6,8,12,0.48,0.03,-65.0
trn_245538,0,5,68,8,5,5,9,1.2,0.12,-15.0
trn_245538,0,6,68,6,5,4,3,1.24,0.09,-19.12
trn_245538,0,7,66,4,4,5,6,1.0,0.06,-36.5
trn_245538,0,8,42,5,3,4,8,1.51,0.12,-8.0
trn_245538,0,9,39,1,8,1,4,0.35,0.03,-32.0
trn_245538,0,10,30,1,1,1,3,0.57,0.03,-19.0
trn_245538,0,3,29,2,0,1,2,1.32,0.07,-14.5
trn_245538,0,11,25,2,2,0,3,1.14,0.08,2.0
trn_245538,0,12,12,0,0,1,0,0.0,0.0,-12.0
trn_245538,0,2,4,0,0,0,0,0.0,0.0,-4.0
trn_245538,0,13,3,0,0,0,0,0.0,0.0,-3.0
trn_254043,0,4,70,7,7,5,4,1.24,0.1,-28.5
trn_254043,0,3,57,1,3,4,4,0.42,0.02,-16.0
trn_254043,0,5,32,5,1,1,1,1.79,0.16,12.5
trn_254043,0,6,21,1,1,2,4,0.58,0.05,-15.0
trn_254043,0,7,14,2,1,3,2,1.48,0.14,7.0
trn_254043,0,8,12,2,0,1,2,2.12,0.17,1.0
trn_254043,0,2,8,1,0,1,2,1.59,0.12,3.0
trn_254043,0,9,4,1,1,0,1,2.01,0.25,4.0
trn_254043,0,10,1,0,0,0,0,0.0,0.0,-1.0
trn_338733,0,3,325,42,30,32,45,1.02,0.13,18.02
trn_338733,0,4,167,35,21,14,18,1.24,0.21,76.74
trn_338733,0,2,106,11,11,12,8,1.02,0.1,-23.09
trn_338733,0,5,75,7,9,8,8,0.64,0.09,-42.5
trn_338733,0,6,54,14,7,5,4,1.57,0.26,38.99
trn_338733,0,7,42,3,7,5,6,0.58,0.07,-20.17
trn_338733,0,8,36,3,8,3,2,0.77,0.08,-4.0
trn_338733,0,9,16,2,3,3,1,0.87,0.12,-7.0
trn_338733,0,10,4,0,0,1,1,0.0,0.0,-4.0
trn_372330,0,7,25,3,3,3,3,1.13,0.12,-5.0
trn_372330,0,6,21,1,0,0,3,0.89,0.05,-14.0
trn_372330,0,9,2,0,0,0,0,0.0,0.0,-2.0
trn_372330,0,8,1,0,1,0,0,0.0,0.0,-1.0
trn_226116,0,3,109,8,9,11,14,0.78,0.07,-58.12
trn_226116,0,2,79,8,10,11,10,0.85,0.1,-41.17
trn_226116,0,4,39,1,4,2,5,0.3,0.03,-26.0
trn_226116,0,5,12,2,0,3,2,0.74,0.17,-6.25
trn_226116,0,7,7,0,0,2,1,0.0,0.0,-7.0
trn_226116,0,6,7,2,0,1,2,1.35,0.29,2.83
trn_379206,0,3,8,2,1,0,1,2.09,0.25,2.75
trn_379206,0,4,3,0,0,0,1,0.0,0.0,-3.0
trn_379206,0,6,2,0,0,0,0,0.0,0.0,-2.0
trn_379206,0,7,1,0,0,0,0,0.0,0.0,-1.0
trn_259083,0,2,5785,757,785,730,695,0.84,0.13,-1361.16
trn_259083,0,3,5730,691,714,705,705,0.84,0.12,-1069.79
trn_259083,0,4,1486,171,176,189,155,0.86,0.12,-201.52
trn_259083,0,5,494,45,58,54,57,0.69,0.09,-182.7
trn_259083,0,6,162,18,17,20,13,1.03,0.11,-15.77
trn_259083,0,7,63,6,5,4,7,1.17,0.1,-18.0
trn_259083,0,8,27,2,1,3,6,1.38,0.07,59.0
trn_259083,0,9,10,1,0,1,1,1.46,0.1,5.0
trn_191619,0,4,119,4,4,7,7,0.8,0.03,-62.5
trn_191619,0,5,111,2,4,7,8,0.46,0.02,-55.67
trn_191619,0,6,80,1,10,8,8,0.22,0.01,-54.0
trn_191619,0,8,41,2,4,6,2,0.61,0.05,-32.25
trn_191619,0,7,39,2,2,6,2,0.74,0.05,-23.0
trn_191619,0,3,31,0,1,1,2,0.0,0.0,-31.0
trn_191619,0,9,11,1,1,2,0,0.97,0.09,2.0
trn_191619,0,2,10,0,2,3,0,0.0,0.0,-10.0
trn_191619,0,11,5,0,0,0,0,0.0,0.0,-5.0
trn_191619,0,10,4,0,0,0,1,0.0,0.0,-4.0
trn_191619,0,12,2,0,0,0,0,0.0,0.0,-2.0
trn_368055,0,3,34,0,4,7,4,0.0,0.0,-34.0
trn_368055,0,4,34,2,4,1,3,0.44,0.06,-22.0
trn_368055,0,2,8,0,0,1,0,0.0,0.0,-8.0
trn_368055,0,6,7,1,3,1,1,0.76,0.14,-4.12
trn_368055,0,5,4,1,0,0,0,1.26,0.25,0.33
trn_233226,0,3,1671,282,260,236,205,0.87,0.17,-422.13
trn_233226,0,2,1147,167,169,183,137,0.84,0.15,-322.12
trn_233226,0,4,355,77,48,49,39,1.13,0.22,105.81
trn_233226,0,5,100,15,17,13,13,0.83,0.15,-30.22
trn_233226,0,6,13,1,1,1,1,0.94,0.08,2.0
trn_233226,0,7,3,0,0,0,0,0.0,0.0,-3.0
trn_286011,0,3,622,124,95,84,77,0.95,0.2,-17.61
trn_286011,0,2,309,54,45,43,46,0.85,0.17,-57.09
trn_286011,0,4,178,32,24,25,23,0.93,0.18,-15.04
trn_286011,0,5,51,11,3,4,5,1.22,0.22,2.59
trn_286011,0,6,15,5,2,2,2,1.4,0.33,53.23
trn_76887,0,3,3135,375,318,355,318,0.88,0.12,-809.31
trn_76887,0,4,1978,254,230,196,197,0.9,0.13,-330.12
trn_76887,0,2,1302,101,85,87,112,0.84,0.08,-502.76
trn_76887,0,5,1215,139,129,125,130,0.81,0.11,-375.93
trn_76887,0,6,669,70,60,56,75,0.81,0.1,-271.27
trn_76887,0,7,407,44,47,43,38,0.85,0.11,-46.77
trn_76887,0,8,234,28,28,24,20,0.97,0.12,-35.74
trn_76887,0,9,109,9,13,10,12,0.75,0.08,-48.17
trn_76887,0,10,100,11,13,11,7,0.89,0.11,-9.5
trn_76887,0,11,41,0,9,4,4,0.0,0.0,-41.0
trn_76887,0,12,7,0,1,4,0,0.0,0.0,-7.0
trn_135972,0,3,1497,158,136,135,147,0.94,0.11,-333.52
trn_135972,0,4,1430,161,172,154,152,0.85,0.11,-277.71
trn_135972,0,5,957,97,113,94,121,0.77,0.1,-288.99
trn_135972,0,2,636,38,40,52,56,0.74,0.06,-263.96
trn_135972,0,6,467,52,42,41,43,0.93,0.11,-89.46
trn_135972,0,7,229,18,29,24,21,0.67,0.08,-106.58
trn_135972,0,8,59,3,7,4,6,0.55,0.05,-22.5
trn_135972,0,9,42,3,2,6,3,1.02,0.07,-7.5
trn_135972,0,10,29,2,1,1,4,1.09,0.07,10.5
trn_135972,0,11,20,4,1,1,3,2.28,0.2,16.5
trn_135972,0,12,3,0,0,0,0,0.0,0.0,-3.0
trn_121302,0,3,774,72,102,92,79,0.81,0.09,-199.23
trn_121302,0,4,501,44,62,63,52,0.72,0.09,-183.92
trn_121302,0,2,450,38,37,46,53,0.93,0.08,-47.78
trn_121302,0,5,213,23,28,32,30,0.81,0.11,-34.11
trn_121302,0,6,129,9,19,20,12,0.61,0.07,-66.75
trn_121302,0,7,70,7,3,8,6,0.99,0.1,-19.5
trn_121302,0,8,17,0,1,1,1,0.0,0.0,-17.0
trn_121302,0,9,3,0,0,0,0,0.0,0.0,-3.0
trn_7830,0,3,2639,198,222,250,238,0.79,0.08,-736.34
trn_7830,0,4,2426,195,245,222,209,0.74,0.08,-833.85
trn_7830,0,5,1326,128,150,132,133,0.82,0.1,-416.5
trn_7830,0,2,1091,66,83,92,93,0.78,0.06,-546.91
trn_7830,0,6,744,73,74,75,67,0.85,0.1,-190.97
trn_7830,0,7,440,44,34,46,42,0.9,0.1,-138.6
trn_7830,0,8,273,28,25,27,29,0.9,0.1,-80.52
trn_7830,0,9,144,11,10,23,21,0.83,0.08,-8.0
trn_7830,0,10,66,13,7,4,3,1.64,0.2,26.79
trn_7830,0,11,29,1,1,2,0,0.48,0.03,-12.0
trn_7830,0,12,17,1,2,1,1,0.76,0.06,-9.0
trn_7830,0,,2,0,0,0,0,0.0,0.0,-2.0
trn_145287,0,3,2982,424,400,411,388,0.88,0.14,-586.9
trn_145287,0,4,1580,249,219,210,188,0.93,0.16,-202.7
trn_145287,0,2,1276,152,147,161,142,0.88,0.12,-396.68
trn_145287,0,5,731,90,106,109,96,0.87,0.12,-127.92
trn_145287,0,6,450,57,50,63,55,0.98,0.13,-68.58
trn_145287,0,7,300,32,34,39,40,0.91,0.11,-42.54
trn_145287,0,8,174,13,17,26,18,0.7,0.07,-55.38
trn_145287,0,9,74,7,10,9,10,0.96,0.09,-28.0
trn_145287,0,10,25,0,0,5,3,0.0,0.0,-25.0
trn_145287,0,11,2,0,0,0,0,0.0,0.0,-2.0
trn_337302,0,3,1050,204,171,184,116,0.9,0.19,-193.32
trn_337302,0,2,421,87,76,57,45,0.93,0.21,-39.72
trn_337302,0,4,315,63,54,45,29,0.97,0.2,-31.31
trn_337302,0,5,140,22,22,12,13,0.99,0.16,-47.0
trn_337302,0,6,51,9,7,5,8,1.06,0.18,-12.21
trn_337302,0,7,12,1,4,0,2,0.68,0.08,-7.8
trn_365301,0,2,41,1,2,5,3,0.44,0.02,-24.0
trn_365301,0,3,39,2,5,4,1,0.51,0.05,-32.88
trn_365301,0,4,37,1,3,4,5,0.38,0.03,-25.0
trn_365301,0,5,22,2,2,1,3,0.93,0.09,-13.17
trn_365301,0,8,11,0,0,1,1,0.0,0.0,-11.0
trn_365301,0,7,9,1,1,2,1,1.24,0.11,8.0
trn_365301,0,6,3,0,0,0,0,0.0,0.0,-3.0
trn_365301,0,9,2,1,0,1,0,3.88,0.5,4.0
trn_109125,0,3,2343,370,323,292,256,0.92,0.16,-258.32
trn_109125,0,2,1179,155,121,131,138,0.94,0.13,-222.39
trn_109125,0,4,663,108,89,73,71,0.96,0.16,-132.86
trn_109125,0,5,278,44,38,41,30,0.98,0.16,14.2
trn_109125,0,6,134,20,22,16,11,0.94,0.15,-39.25
trn_109125,0,7,57,3,1,3,6,0.48,0.05,-48.45
trn_109125,0,8,33,3,3,5,4,0.72,0.09,-26.12
trn_109125,0,9,9,1,0,0,1,0.83,0.11,1.0
trn_96336,0,3,3619,458,432,407,448,0.9,0.13,-720.06
trn_96336,0,4,1703,263,210,161,168,1.0,0.15,-40.94
trn_96336,0,2,1310,120,111,140,127,0.91,0.09,-317.09
trn_96336,0,5,749,99,105,75,80,0.88,0.13,-179.55
trn_96336,0,6,506,63,76,48,47,0.86,0.12,-37.54
trn_96336,0,7,321,34,42,29,45,0.74,0.11,-85.93
trn_96336,0,8,192,25,15,21,29,1.06,0.13,-9.2
trn_96336,0,9,103,16,6,8,9,1.27,0.16,0.09
trn_96336,0,10,94,15,10,14,9,1.3,0.16,7.08
trn_96336,0,11,51,6,4,7,6,1.03,0.12,-4.68
trn_96336,0,12,24,4,3,1,6,1.52,0.17,19.0
trn_96336,0,13,11,1,1,0,3,1.02,0.09,4.0
trn_7497,0,5,469,24,21,32,31,0.94,0.05,-172.25
trn_7497,0,4,410,13,15,22,16,0.65,0.03,-261.9
trn_7497,0,6,367,7,11,16,27,0.43,0.02,-192.75
trn_7497,0,7,324,6,14,33,27,0.36,0.02,-223.0
trn_7497,0,3,315,4,13,8,24,0.25,0.01,-263.5
trn_7497,0,8,298,14,17,24,29,0.76,0.05,-59.0
trn_7497,0,9,213,3,9,18,18,0.26,0.01,-202.25
trn_7497,0,2,115,1,5,3,2,0.23,0.01,-100.0
trn_7497,0,10,111,3,5,3,16,0.57,0.03,-62.5
trn_7497,0,11,44,0,0,2,6,0.0,0.0,-44.0
trn_7497,0,12,5,0,0,1,0,0.0,0.0,-5.0
trn_378234,0,4,7,1,1,2,0,1.41,0.14,-2.0
trn_378234,0,3,5,0,0,1,0,0.0,0.0,-5.0
trn_378234,0,5,4,0,1,0,0,0.0,0.0,-4.0
trn_378234,0,7,4,1,1,1,0,1.23,0.25,0.5
trn_378234,0,6,1,0,0,0,0,0.0,0.0,-1.0
trn_192114,0,5,63,2,2,3,7,0.74,0.03,-23.0
trn_192114,0,8,55,2,3,2,3,0.82,0.04,-36.0
trn_192114,0,6,52,0,1,2,1,0.0,0.0,-52.0
trn_192114,0,7,45,3,1,2,0,1.34,0.07,-2.0
trn_192114,0,4,34,1,0,1,0,0.97,0.03,-21.0
trn_192114,0,3,32,2,0,0,3,1.99,0.06,26.0
trn_192114,0,9,16,0,0,0,1,0.0,0.0,-16.0
trn_192114,0,10,8,0,0,1,0,0.0,0.0,-8.0
trn_192114,0,2,6,0,0,0,1,0.0,0.0,-6.0
trn_192114,0,11,3,0,0,1,0,0.0,0.0,-3.0
trn_79803,0,3,2086,177,225,177,214,0.76,0.08,-833.3
trn_79803,0,4,1554,133,121,135,129,0.83,0.09,-298.76
trn_79803,0,2,1396,111,127,143,107,0.82,0.08,-425.45
trn_79803,0,5,909,100,88,85,99,0.95,0.11,-73.8
trn_79803,0,6,677,69,72,76,67,0.87,0.1,-158.26
trn_79803,0,7,339,31,35,29,32,0.82,0.09,-70.13
trn_79803,0,8,217,26,23,25,21,0.93,0.12,-13.18
trn_79803,0,9,124,9,13,18,17,0.63,0.07,20.25
trn_79803,0,10,55,5,1,5,9,0.83,0.09,-26.63
trn_79803,0,11,21,2,2,2,2,0.94,0.1,2.5
trn_79803,0,12,7,0,0,0,0,0.0,0.0,-7.0
trn_79803,0,13,3,0,0,1,1,0.0,0.0,-3.0
trn_79803,0,14,1,0,0,0,0,0.0,0.0,-1.0
trn_368685,0,5,92,14,17,9,11,0.87,0.15,-29.73
trn_368685,0,6,82,16,17,11,10,1.09,0.2,7.52
trn_368685,0,2,82,6,6,9,14,0.79,0.07,7.25
trn_368685,0,3,57,9,1,6,4,1.64,0.16,21.5
trn_368685,0,9,56,9,6,7,2,1.44,0.16,7.5
trn_368685,0,4,55,9,4,4,3,1.15,0.16,8.88
trn_368685,0,7,42,4,8,6,6,0.61,0.1,-27.38
trn_368685,0,8,38,2,4,8,8,0.41,0.05,-23.0
trn_368685,0,10,10,0,0,2,2,0.0,0.0,-10.0
trn_368685,0,11,6,0,2,0,1,0.0,0.0,-6.0
trn_65124,0,5,828,82,96,104,91,0.86,0.1,-55.13
trn_65124,0,6,762,93,107,88,93,0.9,0.12,-212.17
trn_65124,0,7,546,72,66,78,62,0.92,0.13,-133.43
trn_65124,0,4,531,55,63,58,47,1.0,0.1,-28.0
trn_65124,0,8,397,45,46,37,67,0.87,0.11,-72.12
trn_65124,0,9,263,25,41,39,31,0.76,0.1,-87.38
trn_65124,0,10,192,18,28,19,14,0.81,0.09,-77.42
trn_65124,0,3,172,20,26,22,18,1.1,0.12,71.13
trn_65124,0,11,71,8,9,7,9,1.0,0.11,26.5
trn_65124,0,12,38,2,2,3,6,0.69,0.05,-3.0
trn_65124,0,13,14,1,0,4,3,1.22,0.07,-2.0
trn_65124,0,14,2,0,0,0,0,0.0,0.0,-2.0
trn_57393,0,8,76,10,6,8,5,1.35,0.13,18.35
trn_57393,0,7,76,2,3,12,5,0.36,0.03,-63.5
trn_57393,0,6,62,4,5,5,5,1.21,0.06,-1.5
trn_57393,0,9,46,5,4,3,4,1.07,0.11,-5.0
trn_57393,0,5,31,0,1,0,3,0.0,0.0,-31.0
trn_57393,0,11,19,3,3,1,2,1.61,0.16,4.5
trn_57393,0,10,17,3,4,2,2,1.39,0.18,16.0
trn_57393,0,12,5,0,0,2,1,0.0,0.0,-5.0
trn_57393,0,4,3,0,0,0,0,0.0,0.0,-3.0
trn_309285,0,6,129,11,16,16,14,0.75,0.09,27.5
trn_309285,0,7,106,8,12,5,11,0.81,0.08,-25.25
trn_309285,0,5,99,8,6,9,8,0.91,0.08,-55.5
trn_309285,0,8,59,5,5,5,4,0.87,0.08,-2.75
trn_309285,0,9,35,2,2,8,4,0.55,0.06,-6.0
trn_309285,0,4,30,2,3,4,2,0.55,0.07,-23.94
trn_309285,0,3,28,2,2,4,1,0.74,0.07,-16.0
trn_309285,0,10,9,0,1,0,2,0.0,0.0,-9.0
trn_309285,0,11,2,0,0,0,0,0.0,0.0,-2.0
trn_309285,0,12,1,0,0,0,0,0.0,0.0,-1.0
trn_309285,0,2,1,0,0,0,0,0.0,0.0,-1.0
trn_159876,0,6,321,30,23,21,19,0.98,0.09,-99.29
trn_159876,0,5,313,23,15,13,25,0.95,0.07,-180.82
trn_159876,0,4,224,10,8,13,8,0.78,0.04,-126.42
trn_159876,0,7,205,23,20,15,14,0.99,0.11,-73.91
trn_159876,0,8,188,16,12,17,16,0.95,0.09,-55.45
trn_159876,0,9,121,10,11,14,9,0.92,0.08,-38.5
trn_159876,0,10,51,5,5,2,6,0.97,0.1,-9.75
trn_159876,0,3,42,2,1,1,1,1.23,0.05,-26.5
trn_159876,0,11,17,1,0,1,1,1.23,0.06,-4.0
trn_159876,0,12,9,0,0,0,1,0.0,0.0,-9.0
trn_159876,0,13,3,0,0,1,0,0.0,0.0,-3.0
