damsire_id,damsire_name,total_runners,class,runners,1st,2nd,3rd,4th,a/e,win_%,1_pl
dsi_2125627,Mont Basile,364,Class 3,47,13,7,6,2,1.12,0.28,41.19
dsi_2125627,Mont Basile,364,Class 1,38,4,8,4,4,0.61,0.11,-4.26
dsi_2125627,Mont Basile,364,Class 5,32,5,4,5,6,0.92,0.16,-7.0
dsi_2125627,Mont Basile,364,Class 2,31,4,3,7,2,0.68,0.13,-21.38
dsi_2125627,Mont Basile,364,Class 6,24,1,1,3,4,0.48,0.04,-20.5
dsi_634361,Villez,1694,,1126,129,113,87,91,1.0,0.11,-27.46
dsi_634361,Villez,1694,Class 4,176,22,28,21,17,0.71,0.12,-88.65
dsi_634361,Villez,1694,Class 5,130,23,19,9,16,1.11,0.18,112.8
dsi_634361,Villez,1694,Class 3,108,13,24,17,10,0.68,0.12,-41.8
dsi_634361,Villez,1694,Class 1,67,7,7,4,5,1.09,0.1,-14.55
dsi_634361,Villez,1694,Class 2,57,8,6,2,9,1.11,0.14,-2.13
dsi_634361,Villez,1694,Class 6,30,6,4,7,1,1.09,0.2,4.87
dsi_3957289,Brian Boru,655,,227,15,17,14,16,0.85,0.07,-63.62
dsi_3957289,Brian Boru,655,Class 5,173,22,26,22,22,0.85,0.13,-40.38
dsi_3957289,Brian Boru,655,Class 4,158,20,19,18,15,0.85,0.13,-26.98
dsi_3957289,Brian Boru,655,Class 3,49,9,10,6,5,1.03,0.18,-23.12
dsi_3957289,Brian Boru,655,Class 2,25,3,6,3,2,0.69,0.12,-10.0
dsi_3957289,Brian Boru,655,Class 1,23,5,3,1,2,1.6,0.22,36.75
dsi_2130086,Phardante,13342,,6500,532,517,474,516,0.79,0.08,-2273.88
dsi_2130086,Phardante,13342,Class 4,2833,371,353,332,281,0.9,0.13,-812.2
dsi_2130086,Phardante,13342,Class 3,1267,170,166,165,139,0.9,0.13,-166.63
dsi_2130086,Phardante,13342,Class 5,1215,166,110,132,118,1.02,0.14,-164.84
dsi_2130086,Phardante,13342,Class 6,582,83,63,62,53,1.05,0.14,-8.8
dsi_2130086,Phardante,13342,Class 1,493,51,45,54,46,0.83,0.1,-146.32
dsi_2130086,Phardante,13342,Class 2,452,49,59,44,40,0.89,0.11,-43.61
dsi_3187065,Kaldou Star,247,,169,12,7,9,16,0.94,0.07,-25.6
dsi_3187065,Kaldou Star,247,Class 5,31,4,3,6,1,0.86,0.13,-10.5
dsi_3187065,Kaldou Star,247,Class 4,22,2,3,2,1,0.91,0.09,-12.25
dsi_3187065,Kaldou Star,247,Class 1,19,4,3,2,1,1.26,0.21,-6.93
dsi_3187065,Kaldou Star,247,Class 2,5,4,1,0,0,1.81,0.8,5.33
dsi_3187065,Kaldou Star,247,Class 3,1,0,0,0,0,0.0,0.0,-1.0
dsi_469245,Lahib,4708,,1336,114,115,127,105,0.81,0.09,-382.99
dsi_469245,Lahib,4708,Class 5,1008,91,108,115,114,0.77,0.09,-339.27
dsi_469245,Lahib,4708,Class 4,935,118,118,102,94,1.02,0.13,-17.98
dsi_469245,Lahib,4708,Class 6,646,61,71,59,50,0.88,0.09,-114.27
dsi_469245,Lahib,4708,Class 3,351,34,30,39,48,0.78,0.1,-122.29
dsi_469245,Lahib,4708,Class 2,248,19,18,27,20,0.78,0.08,-116.51
dsi_469245,Lahib,4708,Class 1,128,4,17,15,16,0.3,0.03,-90.75
dsi_469245,Lahib,4708,Class 7,56,5,3,3,2,0.94,0.09,77.5
dsi_3962595,Alberto Giacometti,352,,221,25,24,24,20,0.82,0.11,-76.98
dsi_3962595,Alberto Giacometti,352,Class 5,57,4,7,7,8,0.59,0.07,-28.5
dsi_3962595,Alberto Giacometti,352,Class 4,48,7,4,4,9,0.81,0.15,-27.09
dsi_3962595,Alberto Giacometti,352,Class 3,14,2,2,3,2,0.75,0.14,-6.3
dsi_3962595,Alberto Giacometti,352,Class 1,9,1,0,5,0,2.41,0.11,10.0
dsi_3962595,Alberto Giacometti,352,Class 6,2,0,0,0,0,0.0,0.0,-2.0
dsi_3962595,Alberto Giacometti,352,Class 2,1,0,0,0,0,0.0,0.0,-1.0
dsi_397411,Witness Box,1085,,459,36,34,40,42,0.83,0.08,-147.2
dsi_397411,Witness Box,1085,Class 4,231,33,27,24,23,1.02,0.14,-49.35
dsi_397411,Witness Box,1085,Class 5,217,18,27,12,21,0.67,0.08,-67.75
dsi_397411,Witness Box,1085,Class 3,78,19,9,5,7,1.41,0.24,29.98
dsi_397411,Witness Box,1085,Class 1,48,5,6,5,4,0.83,0.1,-5.09
dsi_397411,Witness Box,1085,Class 2,33,5,4,4,2,1.03,0.15,3.71
dsi_397411,Witness Box,1085,Class 6,19,6,0,1,2,1.57,0.32,6.68
dsi_3841467,Ange Gabriel,285,,213,26,22,21,19,0.9,0.12,8.19
dsi_3841467,Ange Gabriel,285,Class 5,32,1,4,2,3,0.28,0.03,-22.0
dsi_3841467,Ange Gabriel,285,Class 4,31,3,0,3,6,0.79,0.1,-20.05
dsi_3841467,Ange Gabriel,285,Class 1,4,0,1,0,0,0.0,0.0,-4.0
dsi_3841467,Ange Gabriel,285,Class 2,3,0,1,1,0,0.0,0.0,-3.0
dsi_3841467,Ange Gabriel,285,Class 3,2,0,0,0,0,0.0,0.0,-2.0
dsi_497140,Take Risks,2069,,1428,123,104,124,148,0.85,0.09,-372.81
dsi_497140,Take Risks,2069,Class 4,257,32,22,27,37,0.91,0.12,-28.94
dsi_497140,Take Risks,2069,Class 5,196,21,21,19,29,0.75,0.11,-96.28
dsi_497140,Take Risks,2069,Class 6,98,8,12,12,13,0.66,0.08,-37.0
dsi_497140,Take Risks,2069,Class 1,32,3,5,4,2,0.83,0.09,-3.5
dsi_497140,Take Risks,2069,Class 3,28,3,2,2,2,0.92,0.11,-18.17
dsi_497140,Take Risks,2069,Class 2,27,0,2,1,2,0.0,0.0,-27.0
dsi_497140,Take Risks,2069,Class 7,3,0,0,1,0,0.0,0.0,-3.0
dsi_670698,Luso,3623,,1797,155,170,151,178,0.82,0.09,-554.75
dsi_670698,Luso,3623,Class 4,681,87,74,71,61,0.97,0.13,-106.12
dsi_670698,Luso,3623,Class 5,584,55,57,51,52,0.85,0.09,-142.06
dsi_670698,Luso,3623,Class 3,233,36,33,24,33,0.96,0.15,-19.56
dsi_670698,Luso,3623,Class 2,150,18,15,15,19,0.89,0.12,-0.31
dsi_670698,Luso,3623,Class 1,123,10,18,15,11,0.64,0.08,-74.14
dsi_670698,Luso,3623,Class 6,55,9,9,6,4,1.06,0.16,-19.57
dsi_3613743,Cadoubel,176,,90,11,12,8,9,0.75,0.12,-42.12
dsi_3613743,Cadoubel,176,Class 3,24,3,2,8,3,0.66,0.12,1.5
dsi_3613743,Cadoubel,176,Class 5,23,3,2,2,5,0.68,0.13,-5.5
dsi_3613743,Cadoubel,176,Class 4,22,2,4,4,3,0.57,0.09,-6.5
dsi_3613743,Cadoubel,176,Class 2,13,1,3,0,5,0.33,0.08,-11.8
dsi_3613743,Cadoubel,176,Class 1,4,0,1,0,0,0.0,0.0,-4.0
dsi_3598084,Grand Seigneur,93,,49,10,6,3,6,1.14,0.2,0.89
dsi_3598084,Grand Seigneur,93,Class 2,11,3,0,1,2,1.63,0.27,5.0
dsi_3598084,Grand Seigneur,93,Class 1,9,2,0,0,2,2.65,0.22,3.5
dsi_3598084,Grand Seigneur,93,Class 3,8,3,0,2,2,2.04,0.38,8.25
dsi_3598084,Grand Seigneur,93,Class 4,7,4,0,1,0,2.29,0.57,31.79
dsi_3598084,Grand Seigneur,93,Class 6,5,0,0,2,1,0.0,0.0,-5.0
dsi_3598084,Grand Seigneur,93,Class 5,4,0,0,0,0,0.0,0.0,-4.0
dsi_2116863,Strong Gale,21125,,9357,721,751,697,722,0.75,0.08,-4162.86
dsi_2116863,Strong Gale,21125,Class 4,4980,587,563,513,521,0.89,0.12,-1136.72
dsi_2116863,Strong Gale,21125,Class 3,2449,319,316,282,249,0.85,0.13,-706.04
dsi_2116863,Strong Gale,21125,Class 5,1716,177,179,174,171,0.86,0.1,-342.86
dsi_2116863,Strong Gale,21125,Class 6,1262,143,127,141,124,0.88,0.11,-348.07
dsi_2116863,Strong Gale,21125,Class 1,674,88,68,56,59,1.07,0.13,-174.39
dsi_2116863,Strong Gale,21125,Class 2,671,85,68,69,56,1.0,0.13,-109.81
dsi_2116863,Strong Gale,21125,Class 7,16,3,2,1,1,2.25,0.19,22.0
dsi_3862593,Martaline,1412,,810,107,84,75,78,0.95,0.13,-56.33
dsi_3862593,Martaline,1412,Class 4,214,31,41,22,30,0.77,0.14,-89.94
dsi_3862593,Martaline,1412,Class 5,133,22,22,20,6,0.9,0.17,-47.25
dsi_3862593,Martaline,1412,Class 3,95,21,17,10,11,1.0,0.22,-15.52
dsi_3862593,Martaline,1412,Class 1,92,5,16,11,12,0.4,0.05,-59.9
dsi_3862593,Martaline,1412,Class 2,68,15,12,8,5,1.21,0.22,-2.82
dsi_4218179,Walk In The Park,130,,86,15,8,10,10,1.38,0.17,51.6
dsi_4218179,Walk In The Park,130,Class 4,14,2,3,2,2,0.6,0.14,-6.67
dsi_4218179,Walk In The Park,130,Class 5,13,0,2,2,0,0.0,0.0,-13.0
dsi_4218179,Walk In The Park,130,Class 1,10,3,2,1,2,0.91,0.3,-4.98
dsi_4218179,Walk In The Park,130,Class 2,4,0,1,1,2,0.0,0.0,-4.0
dsi_4218179,Walk In The Park,130,Class 3,3,1,1,1,0,0.94,0.33,-1.47
dsi_728077,Danehill Dancer,19335,,6424,652,593,611,606,0.84,0.1,-1729.97
dsi_728077,Danehill Dancer,19335,Class 5,4127,494,500,479,472,0.89,0.12,-988.51
dsi_728077,Danehill Dancer,19335,Class 4,3142,360,351,348,363,0.86,0.11,-829.65
dsi_728077,Danehill Dancer,19335,Class 6,2609,254,275,241,264,0.85,0.1,-518.72
dsi_728077,Danehill Dancer,19335,Class 3,1262,140,160,160,142,0.8,0.11,-319.18
dsi_728077,Danehill Dancer,19335,Class 2,1059,104,116,78,112,0.82,0.1,-226.52
dsi_728077,Danehill Dancer,19335,Class 1,667,90,76,84,74,1.03,0.13,-81.86
dsi_728077,Danehill Dancer,19335,Class 7,45,4,2,3,8,0.76,0.09,-18.59
dsi_460341,Kotashaan,459,,207,17,19,25,14,0.96,0.08,-78.75
dsi_460341,Kotashaan,459,Class 4,103,17,21,13,6,1.02,0.17,16.83
dsi_460341,Kotashaan,459,Class 5,52,6,9,2,7,0.92,0.12,-19.25
dsi_460341,Kotashaan,459,Class 3,50,6,11,5,4,0.8,0.12,-22.0
dsi_460341,Kotashaan,459,Class 1,20,2,3,2,1,0.97,0.1,-3.0
dsi_460341,Kotashaan,459,Class 2,17,2,2,1,5,0.69,0.12,-5.0
dsi_460341,Kotashaan,459,Class 6,9,1,3,2,1,0.51,0.11,-7.09
dsi_460341,Kotashaan,459,Class 7,1,0,0,0,0,0.0,0.0,-1.0
dsi_4602430,Getaway,249,,114,13,7,10,15,1.1,0.11,-31.31
dsi_4602430,Getaway,249,Class 4,63,7,9,9,8,0.76,0.11,-41.95
dsi_4602430,Getaway,249,Class 5,55,11,10,5,7,1.32,0.2,1.13
dsi_4602430,Getaway,249,Class 2,6,1,0,1,0,1.02,0.17,-1.5
dsi_4602430,Getaway,249,Class 1,6,1,1,0,0,1.36,0.17,-4.09
dsi_4602430,Getaway,249,Class 3,5,1,0,2,0,1.96,0.2,1.5
dsi_3782352,Dubai Destination,5912,,1963,212,232,178,180,0.84,0.11,-647.64
dsi_3782352,Dubai Destination,5912,Class 5,1191,134,147,141,133,0.84,0.11,-359.17
dsi_3782352,Dubai Destination,5912,Class 6,1130,135,140,108,114,0.9,0.12,-122.08
dsi_3782352,Dubai Destination,5912,Class 4,822,105,115,87,75,0.95,0.13,-122.72
dsi_3782352,Dubai Destination,5912,Class 3,305,33,41,37,21,0.81,0.11,-112.65
dsi_3782352,Dubai Destination,5912,Class 2,287,26,41,37,28,0.68,0.09,-122.49
dsi_3782352,Dubai Destination,5912,Class 1,201,37,28,30,27,1.12,0.18,34.06
dsi_3782352,Dubai Destination,5912,Class 7,13,1,1,2,1,0.69,0.08,13.0
dsi_776510,Dr Massini,2703,,1089,87,72,87,83,0.85,0.08,-391.95
dsi_776510,Dr Massini,2703,Class 4,680,96,85,72,87,0.89,0.14,-209.17
dsi_776510,Dr Massini,2703,Class 5,404,61,48,49,38,1.05,0.15,-20.58
dsi_776510,Dr Massini,2703,Class 3,234,37,37,34,30,0.94,0.16,-30.26
dsi_776510,Dr Massini,2703,Class 2,116,19,12,11,14,1.36,0.16,214.11
dsi_776510,Dr Massini,2703,Class 1,111,12,17,13,8,0.76,0.11,-24.12
dsi_776510,Dr Massini,2703,Class 6,69,12,9,9,11,0.91,0.17,1.76
dsi_634179,Swain,1677,,580,32,58,49,45,0.59,0.06,-284.44
dsi_634179,Swain,1677,Class 4,316,37,34,36,36,0.9,0.12,-73.28
dsi_634179,Swain,1677,Class 5,309,44,33,23,27,1.12,0.14,-1.23
dsi_634179,Swain,1677,Class 6,193,16,10,10,15,0.95,0.08,-22.15
dsi_634179,Swain,1677,Class 3,120,7,13,15,11,0.48,0.06,-62.59
dsi_634179,Swain,1677,Class 2,97,8,9,5,7,0.81,0.08,-31.0
dsi_634179,Swain,1677,Class 1,56,4,5,5,7,0.48,0.07,-42.55
dsi_634179,Swain,1677,Class 7,6,1,1,0,1,1.62,0.17,11.0
dsi_3417666,Tiger Hill,3899,,1959,211,197,173,191,0.91,0.11,-277.86
dsi_3417666,Tiger Hill,3899,Class 5,546,61,50,62,58,0.93,0.11,47.47
dsi_3417666,Tiger Hill,3899,Class 4,503,65,52,59,61,0.9,0.13,-38.25
dsi_3417666,Tiger Hill,3899,Class 6,425,36,40,38,45,0.7,0.08,-161.41
dsi_3417666,Tiger Hill,3899,Class 3,203,25,28,28,27,0.84,0.12,-44.36
dsi_3417666,Tiger Hill,3899,Class 2,179,22,14,16,19,1.24,0.12,67.25
dsi_3417666,Tiger Hill,3899,Class 1,82,4,12,7,12,0.47,0.05,-57.75
dsi_3417666,Tiger Hill,3899,Class 7,2,1,0,0,0,5.96,0.5,11.0
dsi_4624228,Mount Nelson,1302,,320,27,39,29,16,0.72,0.08,-122.81
dsi_4624228,Mount Nelson,1302,Class 5,296,32,44,35,39,0.75,0.11,-103.81
dsi_4624228,Mount Nelson,1302,Class 6,217,30,18,23,14,1.09,0.14,-8.51
dsi_4624228,Mount Nelson,1302,Class 4,185,22,22,30,24,0.84,0.12,-78.73
dsi_4624228,Mount Nelson,1302,Class 2,119,11,12,10,13,0.89,0.09,7.5
dsi_4624228,Mount Nelson,1302,Class 3,98,9,16,13,8,0.64,0.09,-46.0
dsi_4624228,Mount Nelson,1302,Class 1,67,5,6,5,11,0.75,0.07,-23.75
dsi_4224962,Scorpion,464,,212,8,9,13,20,0.5,0.04,-142.05
dsi_4224962,Scorpion,464,Class 4,110,9,7,7,15,0.8,0.08,-55.4
dsi_4224962,Scorpion,464,Class 5,103,12,10,16,11,0.92,0.12,16.75
dsi_4224962,Scorpion,464,Class 3,18,3,1,1,4,1.86,0.17,4.83
dsi_4224962,Scorpion,464,Class 1,10,0,0,1,0,0.0,0.0,-10.0
dsi_4224962,Scorpion,464,Class 2,9,2,0,1,2,1.17,0.22,-2.3
dsi_4224962,Scorpion,464,Class 6,2,0,0,0,0,0.0,0.0,-2.0
dsi_4079796,Voix Du Nord,597,,408,48,54,34,29,0.88,0.12,-126.0
dsi_4079796,Voix Du Nord,597,Class 4,63,16,13,7,7,1.28,0.25,13.25
dsi_4079796,Voix Du Nord,597,Class 3,45,10,4,13,7,1.11,0.22,21.77
dsi_4079796,Voix Du Nord,597,Class 2,30,3,5,3,2,0.69,0.1,-18.25
dsi_4079796,Voix Du Nord,597,Class 5,29,7,5,6,0,1.39,0.24,2.59
dsi_4079796,Voix Du Nord,597,Class 1,18,3,1,1,0,1.63,0.17,4.0
dsi_4079796,Voix Du Nord,597,Class 6,4,0,0,0,0,0.0,0.0,-4.0
dsi_763539,Astarabad,1493,,778,96,85,74,69,0.9,0.12,-114.02
dsi_763539,Astarabad,1493,Class 4,295,51,36,40,31,0.96,0.17,-32.34
dsi_763539,Astarabad,1493,Class 5,202,37,24,22,25,1.31,0.18,62.07
dsi_763539,Astarabad,1493,Class 3,91,16,17,10,9,0.98,0.18,2.74
dsi_763539,Astarabad,1493,Class 1,72,11,10,9,4,1.04,0.15,33.5
dsi_763539,Astarabad,1493,Class 2,37,2,4,5,4,0.43,0.05,-23.0
dsi_763539,Astarabad,1493,Class 6,18,1,1,2,3,0.54,0.06,-14.25
dsi_3247825,Sadler's Wells,46748,,16685,1746,1686,1593,1519,0.82,0.1,-4660.02
dsi_3247825,Sadler's Wells,46748,Class 5,8822,1055,1009,958,925,0.87,0.12,-2319.59
dsi_3247825,Sadler's Wells,46748,Class 4,8588,1088,1049,1001,828,0.9,0.13,-2098.51
dsi_3247825,Sadler's Wells,46748,Class 6,4678,507,476,478,431,0.85,0.11,-1264.06
dsi_3247825,Sadler's Wells,46748,Class 3,3300,405,395,346,373,0.9,0.12,-530.13
dsi_3247825,Sadler's Wells,46748,Class 2,2310,211,223,202,218,0.8,0.09,-611.26
dsi_3247825,Sadler's Wells,46748,Class 1,2190,291,269,256,263,0.91,0.13,-439.35
dsi_3247825,Sadler's Wells,46748,Class 7,175,13,12,12,10,0.79,0.07,22.05
dsi_3708180,Tobougg,3339,Class 5,845,81,82,92,112,0.84,0.1,-183.9
dsi_3708180,Tobougg,3339,Class 6,825,94,102,80,110,0.9,0.11,-225.69
dsi_3708180,Tobougg,3339,,650,47,51,65,63,0.68,0.07,-281.59
dsi_3708180,Tobougg,3339,Class 4,528,56,57,71,54,0.84,0.11,-143.28
dsi_3708180,Tobougg,3339,Class 3,211,23,33,25,18,0.85,0.11,-15.99
dsi_3708180,Tobougg,3339,Class 2,190,23,14,16,29,1.17,0.12,15.09
dsi_3708180,Tobougg,3339,Class 1,82,10,9,13,5,1.25,0.12,25.83
dsi_3708180,Tobougg,3339,Class 7,8,0,0,0,1,0.0,0.0,-8.0
dsi_3954650,Zafeen,494,,206,19,20,19,26,0.83,0.09,11.3
dsi_3954650,Zafeen,494,Class 5,153,11,12,11,16,0.71,0.07,-104.47
dsi_3954650,Zafeen,494,Class 4,64,7,3,8,3,0.97,0.11,-33.05
dsi_3954650,Zafeen,494,Class 6,44,6,2,5,5,1.32,0.14,-5.75
dsi_3954650,Zafeen,494,Class 3,12,2,0,2,1,0.97,0.17,-2.67
dsi_3954650,Zafeen,494,Class 1,7,0,1,1,1,0.0,0.0,-7.0
dsi_3954650,Zafeen,494,Class 2,7,0,1,0,1,0.0,0.0,-7.0
dsi_3954650,Zafeen,494,Class 7,1,0,0,0,0,0.0,0.0,-1.0
dsi_5617752,Havana Gold,164,Class 6,68,5,7,10,9,0.69,0.07,-30.0
dsi_5617752,Havana Gold,164,Class 5,58,1,7,5,4,0.18,0.02,-52.5
dsi_5617752,Havana Gold,164,Class 4,24,2,2,0,3,0.93,0.08,-8.5
dsi_5617752,Havana Gold,164,,11,0,0,0,1,0.0,0.0,-11.0
dsi_5617752,Havana Gold,164,Class 3,2,0,0,0,0,0.0,0.0,-2.0
dsi_5617752,Havana Gold,164,Class 2,1,0,0,1,0,0.0,0.0,-1.0
dsi_699601,Loup Solitaire,2369,,1608,146,138,145,135,0.91,0.09,-188.54
dsi_699601,Loup Solitaire,2369,Class 4,258,42,36,30,32,0.94,0.16,-35.72
dsi_699601,Loup Solitaire,2369,Class 5,164,21,10,23,13,0.96,0.13,39.39
dsi_699601,Loup Solitaire,2369,Class 3,146,18,14,16,24,0.74,0.12,-15.94
dsi_699601,Loup Solitaire,2369,Class 2,97,14,11,9,5,1.01,0.14,-25.47
dsi_699601,Loup Solitaire,2369,Class 1,75,5,8,9,9,0.64,0.07,-24.79
dsi_699601,Loup Solitaire,2369,Class 6,21,2,2,2,1,0.86,0.1,-8.25
dsi_3691716,Needwood Blade,548,Class 6,208,25,20,18,19,1.13,0.12,76.7
dsi_3691716,Needwood Blade,548,Class 5,162,16,15,17,12,1.03,0.1,11.88
dsi_3691716,Needwood Blade,548,Class 4,87,9,11,13,11,1.02,0.1,1.75
dsi_3691716,Needwood Blade,548,Class 3,30,6,2,2,6,1.49,0.2,26.0
dsi_3691716,Needwood Blade,548,,27,3,0,3,2,1.95,0.11,8.7
dsi_3691716,Needwood Blade,548,Class 2,25,2,4,5,2,0.65,0.08,-17.0
dsi_3691716,Needwood Blade,548,Class 1,6,0,0,0,0,0.0,0.0,-6.0
dsi_3691716,Needwood Blade,548,Class 7,3,0,0,0,1,0.0,0.0,-3.0
dsi_598948,Gothland,280,,93,5,1,2,6,1.01,0.05,-43.0
dsi_598948,Gothland,280,Class 4,88,5,11,6,8,0.55,0.06,-44.83
dsi_598948,Gothland,280,Class 5,67,8,8,4,5,0.88,0.12,-23.0
dsi_598948,Gothland,280,Class 3,11,2,3,0,0,1.65,0.18,35.0
dsi_598948,Gothland,280,Class 6,10,0,1,1,4,0.0,0.0,-10.0
dsi_598948,Gothland,280,Class 2,9,1,1,1,1,0.72,0.11,-6.25
dsi_598948,Gothland,280,Class 1,2,0,0,0,1,0.0,0.0,-2.0
dsi_2114623,Roselier,15278,,7055,512,500,525,540,0.77,0.07,-2826.84
dsi_2114623,Roselier,15278,Class 4,3526,434,426,367,408,0.89,0.12,-995.56
dsi_2114623,Roselier,15278,Class 5,1716,182,195,174,201,0.83,0.11,-502.51
dsi_2114623,Roselier,15278,Class 3,1477,183,191,185,187,0.88,0.12,-393.13
dsi_2114623,Roselier,15278,Class 6,643,72,73,69,53,0.85,0.11,-106.59
dsi_2114623,Roselier,15278,Class 2,442,31,56,42,58,0.62,0.07,-215.76
dsi_2114623,Roselier,15278,Class 1,419,28,22,37,42,0.68,0.07,-220.78
dsi_3622080,Sinndar,4365,,2177,189,192,200,192,0.8,0.09,-728.69
dsi_3622080,Sinndar,4365,Class 5,703,83,65,64,86,0.92,0.12,-202.84
dsi_3622080,Sinndar,4365,Class 4,588,64,60,56,84,0.83,0.11,-144.51
dsi_3622080,Sinndar,4365,Class 6,397,45,34,45,28,0.89,0.11,-69.14
dsi_3622080,Sinndar,4365,Class 2,216,32,22,18,22,1.21,0.15,70.11
dsi_3622080,Sinndar,4365,Class 3,188,31,22,27,15,1.06,0.16,-41.81
dsi_3622080,Sinndar,4365,Class 1,95,11,13,8,13,1.0,0.12,21.45
dsi_3622080,Sinndar,4365,Class 7,1,0,0,0,0,0.0,0.0,-1.0
dsi_3145891,Medaaly,1353,,875,79,77,84,76,0.93,0.09,-6.19
dsi_3145891,Medaaly,1353,Class 4,165,22,37,15,15,0.7,0.13,-46.61
dsi_3145891,Medaaly,1353,Class 5,121,17,22,23,10,0.82,0.14,-6.09
dsi_3145891,Medaaly,1353,Class 3,70,19,11,9,10,1.37,0.27,36.7
dsi_3145891,Medaaly,1353,Class 2,53,11,5,8,9,1.28,0.21,21.01
dsi_3145891,Medaaly,1353,Class 1,49,3,6,8,5,0.71,0.06,-27.67
dsi_3145891,Medaaly,1353,Class 6,20,3,5,6,3,0.86,0.15,-0.8
dsi_2112327,Over The River,8082,,4070,278,286,298,289,0.73,0.07,-1726.97
dsi_2112327,Over The River,8082,Class 4,1836,198,212,217,174,0.85,0.11,-419.21
dsi_2112327,Over The River,8082,Class 3,883,111,107,94,87,0.9,0.13,-82.57
dsi_2112327,Over The River,8082,Class 5,503,59,48,44,32,1.07,0.12,-50.43
dsi_2112327,Over The River,8082,Class 6,414,36,32,42,40,0.78,0.09,-139.72
dsi_2112327,Over The River,8082,Class 2,221,18,20,19,26,0.75,0.08,-34.0
dsi_2112327,Over The River,8082,Class 1,155,9,14,13,10,0.63,0.06,-86.25
dsi_4128131,Hurricane Run,2743,,1044,122,98,86,94,1.02,0.12,28.68
dsi_4128131,Hurricane Run,2743,Class 5,548,62,61,73,55,0.87,0.11,-157.13
dsi_4128131,Hurricane Run,2743,Class 4,415,46,53,51,62,0.8,0.11,-186.66
dsi_4128131,Hurricane Run,2743,Class 6,350,38,42,39,29,0.87,0.11,-19.96
dsi_4128131,Hurricane Run,2743,Class 3,155,17,24,12,26,0.69,0.11,-73.57
dsi_4128131,Hurricane Run,2743,Class 2,143,15,13,23,14,0.79,0.1,-24.3
dsi_4128131,Hurricane Run,2743,Class 1,86,9,11,11,10,0.86,0.1,-34.13
dsi_4128131,Hurricane Run,2743,Class 7,2,0,0,0,0,0.0,0.0,-2.0
dsi_25326,Indian Ridge,19309,,6280,615,559,629,565,0.83,0.1,-1614.81
dsi_25326,Indian Ridge,19309,Class 5,3951,449,452,429,402,0.87,0.11,-548.58
dsi_25326,Indian Ridge,19309,Class 6,3066,353,329,305,296,0.94,0.12,-314.53
dsi_25326,Indian Ridge,19309,Class 4,2878,333,345,305,288,0.87,0.12,-771.45
dsi_25326,Indian Ridge,19309,Class 3,1200,143,149,143,115,0.94,0.12,-183.7
dsi_25326,Indian Ridge,19309,Class 2,1013,82,110,78,91,0.75,0.08,-269.5
dsi_25326,Indian Ridge,19309,Class 1,782,83,79,81,58,0.95,0.11,-30.01
dsi_25326,Indian Ridge,19309,Class 7,139,13,13,10,16,0.88,0.09,-0.32
dsi_3922548,Morozov,82,,48,2,5,5,4,0.76,0.04,-21.5
dsi_3922548,Morozov,82,Class 4,23,2,2,3,2,0.88,0.09,-8.5
dsi_3922548,Morozov,82,Class 5,5,0,0,1,0,0.0,0.0,-5.0
dsi_3922548,Morozov,82,Class 3,3,0,0,1,1,0.0,0.0,-3.0
dsi_3922548,Morozov,82,Class 1,2,0,0,0,0,0.0,0.0,-2.0
dsi_3922548,Morozov,82,Class 2,1,0,0,0,0,0.0,0.0,-1.0
dsi_420119,Passing Sale,1111,,491,72,76,58,44,0.9,0.15,-11.11
dsi_420119,Passing Sale,1111,Class 4,258,36,34,33,37,0.84,0.14,-121.42
dsi_420119,Passing Sale,1111,Class 3,133,17,22,20,15,0.75,0.13,-54.64
dsi_420119,Passing Sale,1111,Class 5,114,17,19,18,12,0.85,0.15,-39.66
dsi_420119,Passing Sale,1111,Class 1,58,15,10,5,7,1.09,0.26,-0.61
dsi_420119,Passing Sale,1111,Class 2,44,8,4,5,4,1.2,0.18,-7.0
dsi_420119,Passing Sale,1111,Class 6,13,1,2,0,1,0.61,0.08,4.0
dsi_731787,Tumbleweed Ridge,8,Class 5,4,0,1,1,0,0.0,0.0,-4.0
dsi_731787,Tumbleweed Ridge,8,Class 4,4,0,0,0,0,0.0,0.0,-4.0
dsi_634410,Winged Love,1909,,1006,93,89,79,90,0.88,0.09,-270.2
dsi_634410,Winged Love,1909,Class 4,363,51,46,49,45,1.06,0.14,24.86
dsi_634410,Winged Love,1909,Class 5,241,22,30,29,30,0.75,0.09,-38.67
dsi_634410,Winged Love,1909,Class 3,127,18,17,17,12,1.01,0.14,-22.3
dsi_634410,Winged Love,1909,Class 6,83,8,6,10,7,0.78,0.1,-23.5
dsi_634410,Winged Love,1909,Class 2,47,5,7,4,4,0.82,0.11,-23.34
dsi_634410,Winged Love,1909,Class 1,39,0,3,3,3,0.0,0.0,-39.0
dsi_634410,Winged Love,1909,Class 7,3,0,0,0,0,0.0,0.0,-3.0
dsi_4495463,Jeremy,1024,,467,35,35,41,36,0.87,0.07,64.55
dsi_4495463,Jeremy,1024,Class 6,212,27,28,12,25,1.01,0.13,-47.74
dsi_4495463,Jeremy,1024,Class 5,206,23,24,15,23,0.98,0.11,22.38
dsi_4495463,Jeremy,1024,Class 4,100,6,8,10,5,0.78,0.06,-60.58
dsi_4495463,Jeremy,1024,Class 3,17,0,0,2,2,0.0,0.0,-17.0
