damsire_id,damsire_name,total_runners,class,runners,1st,2nd,3rd,4th,a/e,win_%,1_pl
dsi_4495463,Jeremy,1024,Class 2,11,0,1,0,0,0.0,0.0,-11.0
dsi_4495463,Jeremy,1024,Class 1,10,0,0,2,2,0.0,0.0,-10.0
dsi_4495463,Jeremy,1024,Class 7,1,0,0,0,0,0.0,0.0,-1.0
dsi_441539,Pistolet Bleu,3315,,1716,145,155,145,142,0.82,0.08,-523.53
dsi_441539,Pistolet Bleu,3315,Class 4,506,86,71,58,50,1.0,0.17,-70.54
dsi_441539,Pistolet Bleu,3315,Class 5,366,40,40,45,31,0.84,0.11,-140.71
dsi_441539,Pistolet Bleu,3315,Class 3,252,52,30,32,18,1.1,0.21,-25.86
dsi_441539,Pistolet Bleu,3315,Class 1,207,31,24,26,26,0.88,0.15,-70.95
dsi_441539,Pistolet Bleu,3315,Class 6,159,11,14,20,14,0.57,0.07,-69.52
dsi_441539,Pistolet Bleu,3315,Class 2,107,19,8,15,4,1.03,0.18,-17.83
dsi_441539,Pistolet Bleu,3315,Class 7,2,1,0,0,0,9.1,0.5,8.0
dsi_3897313,Arakan,553,,170,20,11,12,14,1.27,0.12,9.25
dsi_3897313,Arakan,553,Class 5,106,9,16,8,8,0.81,0.08,-60.25
dsi_3897313,Arakan,553,Class 4,96,8,13,9,12,0.69,0.08,-38.8
dsi_3897313,Arakan,553,Class 6,82,4,6,9,8,0.53,0.05,-35.75
dsi_3897313,Arakan,553,Class 3,56,7,5,7,5,1.06,0.12,-5.0
dsi_3897313,Arakan,553,Class 2,32,2,2,2,1,0.67,0.06,-17.25
dsi_3897313,Arakan,553,Class 7,7,0,2,2,1,0.0,0.0,-7.0
dsi_3897313,Arakan,553,Class 1,4,0,0,0,0,0.0,0.0,-4.0
dsi_5186867,Lope De Vega,1683,,649,78,70,64,55,0.94,0.12,-15.8
dsi_5186867,Lope De Vega,1683,Class 5,314,36,45,36,31,0.75,0.11,-118.92
dsi_5186867,Lope De Vega,1683,Class 4,244,45,38,21,22,1.16,0.18,56.49
dsi_5186867,Lope De Vega,1683,Class 6,241,27,24,25,30,0.85,0.11,-40.24
dsi_5186867,Lope De Vega,1683,Class 2,97,11,11,14,9,0.82,0.11,-46.88
dsi_5186867,Lope De Vega,1683,Class 3,79,14,8,4,5,1.07,0.18,-2.21
dsi_5186867,Lope De Vega,1683,Class 1,59,9,4,8,6,1.3,0.15,147.75
dsi_676893,Kaldounevees,2251,,1380,164,139,134,110,0.93,0.12,-384.93
dsi_676893,Kaldounevees,2251,Class 4,380,47,50,43,43,0.77,0.12,-98.26
dsi_676893,Kaldounevees,2251,Class 5,196,29,25,19,18,1.05,0.15,-22.02
dsi_676893,Kaldounevees,2251,Class 3,125,10,16,14,15,0.56,0.08,-87.41
dsi_676893,Kaldounevees,2251,Class 1,62,3,8,8,8,0.43,0.05,-11.5
dsi_676893,Kaldounevees,2251,Class 6,54,9,9,9,8,1.32,0.17,-2.15
dsi_676893,Kaldounevees,2251,Class 2,54,14,4,5,4,1.71,0.26,27.66
dsi_3518802,Indian Danehill,1037,,422,24,31,30,37,0.62,0.06,-257.2
dsi_3518802,Indian Danehill,1037,Class 5,211,24,22,15,30,0.93,0.11,-30.61
dsi_3518802,Indian Danehill,1037,Class 4,210,24,22,22,37,0.79,0.11,-99.66
dsi_3518802,Indian Danehill,1037,Class 6,88,7,18,11,8,0.58,0.08,-50.76
dsi_3518802,Indian Danehill,1037,Class 3,51,3,3,4,6,0.52,0.06,-36.59
dsi_3518802,Indian Danehill,1037,Class 2,41,1,6,3,7,0.23,0.02,-20.0
dsi_3518802,Indian Danehill,1037,Class 1,14,2,2,0,0,1.16,0.14,-5.0
dsi_589218,Hushang,62,Class 4,33,3,6,6,6,0.71,0.09,-15.25
dsi_589218,Hushang,62,Class 5,16,0,3,1,2,0.0,0.0,-16.0
dsi_589218,Hushang,62,,6,1,0,0,0,5.83,0.17,28.0
dsi_589218,Hushang,62,Class 3,4,0,0,1,1,0.0,0.0,-4.0
dsi_589218,Hushang,62,Class 6,3,0,0,0,0,0.0,0.0,-3.0
dsi_2101463,Be My Native,18939,,8756,651,661,723,695,0.75,0.07,-3641.05
dsi_2101463,Be My Native,18939,Class 4,4142,523,436,508,461,0.92,0.13,-1008.98
dsi_2101463,Be My Native,18939,Class 5,2415,259,256,280,253,0.86,0.11,-415.59
dsi_2101463,Be My Native,18939,Class 3,1564,196,196,203,171,0.86,0.13,-276.38
dsi_2101463,Be My Native,18939,Class 6,973,103,127,114,92,0.78,0.11,-304.77
dsi_2101463,Be My Native,18939,Class 1,557,53,49,57,48,0.89,0.1,-166.77
dsi_2101463,Be My Native,18939,Class 2,529,55,51,64,62,0.88,0.1,-87.56
dsi_2101463,Be My Native,18939,Class 7,3,0,0,0,0,0.0,0.0,-3.0
dsi_3962511,Refuse To Bend,3542,,1176,92,81,90,92,0.87,0.08,-57.2
dsi_3962511,Refuse To Bend,3542,Class 5,773,108,91,97,84,1.02,0.14,59.11
dsi_3962511,Refuse To Bend,3542,Class 4,551,61,61,58,68,0.89,0.11,-171.97
dsi_3962511,Refuse To Bend,3542,Class 6,534,68,53,43,60,0.99,0.13,-17.52
dsi_3962511,Refuse To Bend,3542,Class 2,207,21,20,21,19,0.82,0.1,8.12
dsi_3962511,Refuse To Bend,3542,Class 3,200,36,25,22,21,1.12,0.18,-40.62
dsi_3962511,Refuse To Bend,3542,Class 1,96,6,18,6,11,0.65,0.06,-59.87
dsi_3962511,Refuse To Bend,3542,Class 7,5,0,0,1,0,0.0,0.0,-5.0
dsi_3832675,Hawk Wing,4260,,1520,96,124,136,130,0.65,0.06,-700.54
dsi_3832675,Hawk Wing,4260,Class 5,888,81,80,104,82,0.8,0.09,-345.74
dsi_3832675,Hawk Wing,4260,Class 6,749,71,81,66,71,0.84,0.09,-162.52
dsi_3832675,Hawk Wing,4260,Class 4,639,65,63,68,69,0.85,0.1,-50.74
dsi_3832675,Hawk Wing,4260,Class 3,187,18,18,26,21,0.77,0.1,-35.95
dsi_3832675,Hawk Wing,4260,Class 2,164,17,12,7,18,1.13,0.1,-52.67
dsi_3832675,Hawk Wing,4260,Class 1,106,10,14,9,14,0.82,0.09,37.71
dsi_3832675,Hawk Wing,4260,Class 7,7,2,1,1,1,1.75,0.29,4.5
dsi_484274,April Night,1394,,795,106,96,99,78,0.89,0.13,-138.82
dsi_484274,April Night,1394,Class 4,207,33,29,28,23,0.98,0.16,-41.81
dsi_484274,April Night,1394,Class 3,128,28,14,17,10,1.17,0.22,-6.6
dsi_484274,April Night,1394,Class 1,119,28,28,13,9,0.95,0.24,3.08
dsi_484274,April Night,1394,Class 5,72,10,15,7,6,0.92,0.14,22.98
dsi_484274,April Night,1394,Class 2,51,6,4,8,2,0.85,0.12,-22.5
dsi_484274,April Night,1394,Class 6,22,2,2,3,2,0.76,0.09,-17.7
dsi_2129673,Bob Back,10084,,4526,408,390,410,395,0.79,0.09,-1684.45
dsi_2129673,Bob Back,10084,Class 4,2209,311,275,289,255,0.89,0.14,-600.82
dsi_2129673,Bob Back,10084,Class 5,1297,147,155,122,161,0.83,0.11,-275.94
dsi_2129673,Bob Back,10084,Class 3,832,136,114,108,75,0.98,0.16,-26.62
dsi_2129673,Bob Back,10084,Class 1,440,48,40,49,42,0.99,0.11,62.4
dsi_2129673,Bob Back,10084,Class 6,412,50,54,39,40,0.9,0.12,-108.71
dsi_2129673,Bob Back,10084,Class 2,355,46,36,44,37,0.94,0.13,-16.64
dsi_2129673,Bob Back,10084,Class 7,13,0,3,0,2,0.0,0.0,-13.0
dsi_2134195,Accordion,4358,,1933,174,156,142,173,0.86,0.09,-551.02
dsi_2134195,Accordion,4358,Class 4,962,122,132,120,117,0.83,0.13,-171.6
dsi_2134195,Accordion,4358,Class 5,574,61,59,54,55,0.88,0.11,-84.34
dsi_2134195,Accordion,4358,Class 3,367,63,60,45,37,1.0,0.17,-9.7
dsi_2134195,Accordion,4358,Class 1,194,23,12,25,17,0.92,0.12,16.91
dsi_2134195,Accordion,4358,Class 2,175,17,33,20,13,0.73,0.1,-57.4
dsi_2134195,Accordion,4358,Class 6,151,18,22,17,16,0.88,0.12,7.45
dsi_2134195,Accordion,4358,Class 7,2,0,0,0,0,0.0,0.0,-2.0
dsi_551887,Sabrehill,2359,Class 5,597,48,63,56,66,0.77,0.08,-92.77
dsi_551887,Sabrehill,2359,,589,60,59,47,35,0.78,0.1,-246.09
dsi_551887,Sabrehill,2359,Class 4,430,61,48,35,37,1.09,0.14,-91.23
dsi_551887,Sabrehill,2359,Class 6,406,32,32,40,31,0.85,0.08,-145.8
dsi_551887,Sabrehill,2359,Class 3,146,17,21,19,12,0.81,0.12,-32.66
dsi_551887,Sabrehill,2359,Class 2,93,10,7,9,4,0.96,0.11,-12.5
dsi_551887,Sabrehill,2359,Class 1,64,1,5,5,6,0.17,0.02,-54.0
dsi_551887,Sabrehill,2359,Class 7,34,3,1,0,1,1.19,0.09,-8.67
dsi_4270791,Mountain High,172,,80,4,3,6,6,0.91,0.05,-57.5
dsi_4270791,Mountain High,172,Class 4,36,3,6,7,4,0.53,0.08,-19.55
dsi_4270791,Mountain High,172,Class 5,28,1,4,5,5,0.27,0.04,-18.5
dsi_4270791,Mountain High,172,Class 3,14,2,1,3,3,0.78,0.14,-9.42
dsi_4270791,Mountain High,172,Class 2,10,2,2,0,1,1.31,0.2,-0.1
dsi_4270791,Mountain High,172,Class 1,4,1,1,0,0,1.22,0.25,-0.5
dsi_2126159,Green Desert,27418,,6794,574,615,632,563,0.76,0.08,-2305.58
dsi_2126159,Green Desert,27418,Class 5,6350,674,709,652,715,0.81,0.11,-1640.96
dsi_2126159,Green Desert,27418,Class 4,5198,531,550,552,531,0.82,0.1,-1647.01
dsi_2126159,Green Desert,27418,Class 6,4930,483,478,453,483,0.83,0.1,-1422.25
dsi_2126159,Green Desert,27418,Class 3,1739,167,177,193,193,0.78,0.1,-431.29
dsi_2126159,Green Desert,27418,Class 2,1318,101,119,108,115,0.78,0.08,-476.87
dsi_2126159,Green Desert,27418,Class 1,861,83,103,95,86,0.78,0.1,-307.92
dsi_2126159,Green Desert,27418,Class 7,228,31,22,19,17,1.18,0.14,11.93
dsi_3544135,Indian River,571,,270,26,26,28,24,0.9,0.1,-101.32
dsi_3544135,Indian River,571,Class 5,102,13,16,7,12,0.85,0.13,5.25
dsi_3544135,Indian River,571,Class 4,101,12,15,18,10,0.83,0.12,-55.4
dsi_3544135,Indian River,571,Class 1,48,7,8,2,5,0.92,0.15,0.25
dsi_3544135,Indian River,571,Class 3,29,4,8,2,5,0.64,0.14,-14.96
dsi_3544135,Indian River,571,Class 2,16,3,2,2,1,0.92,0.19,6.12
dsi_3544135,Indian River,571,Class 6,5,1,0,0,2,1.53,0.2,-1.5
dsi_21,Terimon,2188,Class 4,701,81,90,94,75,0.85,0.12,-147.99
dsi_21,Terimon,2188,Class 5,462,55,58,49,38,0.93,0.12,-64.71
dsi_21,Terimon,2188,,374,40,35,30,34,0.87,0.11,-116.96
dsi_21,Terimon,2188,Class 3,225,31,28,25,39,0.89,0.14,-56.77
dsi_21,Terimon,2188,Class 6,195,24,22,21,17,0.98,0.12,-68.12
dsi_21,Terimon,2188,Class 1,121,16,14,14,13,0.87,0.13,-10.27
dsi_21,Terimon,2188,Class 2,104,14,11,13,10,1.0,0.13,-27.51
dsi_21,Terimon,2188,Class 7,6,1,1,0,0,2.7,0.17,7.0
dsi_3849349,Where Or When,510,,166,11,19,8,20,0.67,0.07,-52.95
dsi_3849349,Where Or When,510,Class 5,129,14,11,10,13,1.09,0.11,-20.94
dsi_3849349,Where Or When,510,Class 6,104,7,12,9,10,0.74,0.07,-11.5
dsi_3849349,Where Or When,510,Class 4,86,5,8,9,9,0.55,0.06,-27.37
dsi_3849349,Where Or When,510,Class 3,15,0,3,2,2,0.0,0.0,-15.0
dsi_3849349,Where Or When,510,Class 2,7,0,2,1,2,0.0,0.0,-7.0
dsi_3849349,Where Or When,510,Class 1,3,0,0,0,1,0.0,0.0,-3.0
dsi_683137,Singspiel,12809,,4613,476,460,442,393,0.91,0.1,-660.77
dsi_683137,Singspiel,12809,Class 5,2646,339,334,300,310,0.93,0.13,-346.01
dsi_683137,Singspiel,12809,Class 6,1958,206,216,211,240,0.81,0.11,-487.13
dsi_683137,Singspiel,12809,Class 4,1823,223,214,188,201,0.89,0.12,-483.78
dsi_683137,Singspiel,12809,Class 3,664,89,76,92,68,0.95,0.13,-115.9
dsi_683137,Singspiel,12809,Class 2,643,58,70,45,54,0.8,0.09,-187.94
dsi_683137,Singspiel,12809,Class 1,433,56,49,48,52,0.93,0.13,-141.52
dsi_683137,Singspiel,12809,Class 7,29,5,4,5,2,1.3,0.17,19.38
dsi_3337180,High-Rise,133,Class 5,58,7,4,10,6,0.86,0.12,-5.25
dsi_3337180,High-Rise,133,Class 4,33,4,2,0,2,1.23,0.12,-17.45
dsi_3337180,High-Rise,133,,23,0,0,0,0,0.0,0.0,-23.0
dsi_3337180,High-Rise,133,Class 3,14,3,1,3,0,1.36,0.21,-1.25
dsi_3337180,High-Rise,133,Class 2,3,1,0,0,0,4.8,0.33,6.0
dsi_3337180,High-Rise,133,Class 1,2,0,0,0,0,0.0,0.0,-2.0
dsi_453460,Sleeping Car,1618,,869,84,83,97,80,0.88,0.1,-250.27
dsi_453460,Sleeping Car,1618,Class 4,296,39,45,34,34,0.71,0.13,-118.57
dsi_453460,Sleeping Car,1618,Class 5,197,24,31,12,29,0.74,0.12,41.2
dsi_453460,Sleeping Car,1618,Class 3,106,19,12,20,6,0.82,0.18,-36.34
dsi_453460,Sleeping Car,1618,Class 1,70,8,13,7,11,0.81,0.11,-13.67
dsi_453460,Sleeping Car,1618,Class 2,51,5,13,2,7,0.62,0.1,-12.87
dsi_453460,Sleeping Car,1618,Class 6,29,11,3,4,3,1.3,0.38,2.43
dsi_3150539,Zamindar,4835,,2052,193,183,171,211,0.8,0.09,-597.68
dsi_3150539,Zamindar,4835,Class 5,967,92,110,112,94,0.74,0.1,-446.76
dsi_3150539,Zamindar,4835,Class 6,755,67,79,70,78,0.78,0.09,-95.61
dsi_3150539,Zamindar,4835,Class 4,586,65,64,75,49,0.8,0.11,-251.3
dsi_3150539,Zamindar,4835,Class 2,190,22,12,17,21,0.99,0.12,-3.75
dsi_3150539,Zamindar,4835,Class 3,173,18,19,17,21,0.69,0.1,-96.31
dsi_3150539,Zamindar,4835,Class 1,103,12,11,16,8,0.81,0.12,-36.85
dsi_3150539,Zamindar,4835,Class 7,9,3,0,1,2,1.84,0.33,4.25
dsi_532063,Hernando,8038,,3105,277,270,267,287,0.82,0.09,-961.83
dsi_532063,Hernando,8038,Class 5,1681,187,180,186,184,0.89,0.11,-496.01
dsi_532063,Hernando,8038,Class 4,1291,120,142,163,143,0.7,0.09,-422.39
dsi_532063,Hernando,8038,Class 6,828,87,94,97,76,0.86,0.11,-174.92
dsi_532063,Hernando,8038,Class 2,381,49,49,39,33,0.99,0.13,-42.33
dsi_532063,Hernando,8038,Class 3,378,74,56,43,37,1.11,0.2,43.38
dsi_532063,Hernando,8038,Class 1,355,43,46,40,46,0.93,0.12,-100.1
dsi_532063,Hernando,8038,Class 7,19,0,1,2,1,0.0,0.0,-19.0
dsi_3897691,Phoenix Reach,61,,21,1,0,2,3,0.63,0.05,-18.0
dsi_3897691,Phoenix Reach,61,Class 5,13,2,0,1,3,0.86,0.15,-5.75
dsi_3897691,Phoenix Reach,61,Class 4,9,1,0,1,0,1.44,0.11,-2.0
dsi_3897691,Phoenix Reach,61,Class 3,9,0,0,0,0,0.0,0.0,-9.0
dsi_3897691,Phoenix Reach,61,Class 6,5,2,0,1,0,1.33,0.4,-0.21
dsi_3897691,Phoenix Reach,61,Class 2,4,0,2,0,0,0.0,0.0,-4.0
dsi_4124288,Sleeping Indian,711,Class 5,208,19,12,18,23,0.85,0.09,-72.79
dsi_4124288,Sleeping Indian,711,Class 6,169,16,12,14,14,0.88,0.09,-39.76
dsi_4124288,Sleeping Indian,711,Class 4,127,9,14,21,16,0.56,0.07,-64.5
dsi_4124288,Sleeping Indian,711,,126,10,10,10,9,0.75,0.08,-61.43
dsi_4124288,Sleeping Indian,711,Class 3,33,4,6,5,5,0.94,0.12,-11.0
dsi_4124288,Sleeping Indian,711,Class 2,28,1,1,3,3,0.42,0.04,-20.5
dsi_4124288,Sleeping Indian,711,Class 1,20,3,2,3,0,1.29,0.15,-2.5
dsi_632765,Bahri,3027,,1018,97,97,95,95,0.84,0.1,-290.09
dsi_632765,Bahri,3027,Class 5,774,75,103,88,77,0.7,0.1,-274.09
dsi_632765,Bahri,3027,Class 6,485,66,45,51,61,1.13,0.14,-18.99
dsi_632765,Bahri,3027,Class 4,477,43,54,51,62,0.68,0.09,-217.02
dsi_632765,Bahri,3027,Class 3,120,9,8,10,22,0.58,0.07,-79.99
dsi_632765,Bahri,3027,Class 2,75,6,4,8,7,0.81,0.08,-31.5
dsi_632765,Bahri,3027,Class 1,73,4,8,12,9,0.5,0.05,-58.5
dsi_632765,Bahri,3027,Class 7,5,1,1,0,0,2.28,0.2,-0.5
dsi_4623647,Archipenko,691,Class 5,205,17,32,37,30,0.53,0.08,-113.39
dsi_4623647,Archipenko,691,Class 6,179,21,21,24,27,0.8,0.12,-66.77
dsi_4623647,Archipenko,691,Class 4,135,13,18,17,21,0.73,0.1,-45.54
dsi_4623647,Archipenko,691,,89,11,9,7,8,0.91,0.12,-34.05
dsi_4623647,Archipenko,691,Class 1,53,4,5,9,8,0.82,0.08,-19.5
dsi_4623647,Archipenko,691,Class 3,18,3,3,2,1,1.34,0.17,-8.5
dsi_4623647,Archipenko,691,Class 2,12,2,0,2,4,1.46,0.17,4.91
dsi_5344171,Frankel,870,,353,49,44,33,37,0.88,0.14,-72.09
dsi_5344171,Frankel,870,Class 5,146,31,17,18,15,1.05,0.21,11.78
dsi_5344171,Frankel,870,Class 4,142,21,15,13,20,0.92,0.15,-3.98
dsi_5344171,Frankel,870,Class 2,61,6,13,4,2,0.71,0.1,-36.23
dsi_5344171,Frankel,870,Class 3,60,9,7,2,8,1.1,0.15,-5.94
dsi_5344171,Frankel,870,Class 1,59,8,7,8,8,0.93,0.14,2.75
dsi_5344171,Frankel,870,Class 6,49,1,1,4,7,0.23,0.02,-40.0
dsi_3691611,Kyllachy,6482,Class 5,1787,172,221,203,189,0.77,0.1,-513.06
dsi_3691611,Kyllachy,6482,Class 6,1609,168,140,148,161,0.92,0.1,-363.68
dsi_3691611,Kyllachy,6482,,1247,114,110,110,91,0.84,0.09,-382.15
dsi_3691611,Kyllachy,6482,Class 4,988,96,118,119,106,0.78,0.1,-412.88
dsi_3691611,Kyllachy,6482,Class 3,376,42,43,42,35,0.88,0.11,-100.08
dsi_3691611,Kyllachy,6482,Class 2,301,18,33,30,37,0.57,0.06,-146.17
dsi_3691611,Kyllachy,6482,Class 1,149,12,10,10,15,0.82,0.08,-91.25
dsi_3691611,Kyllachy,6482,Class 7,25,3,1,0,4,1.29,0.12,-8.75
dsi_5411385,Born To Sea,328,Class 5,92,9,13,9,13,0.88,0.1,-15.67
dsi_5411385,Born To Sea,328,,76,16,5,3,5,1.82,0.21,5.94
dsi_5411385,Born To Sea,328,Class 4,73,6,7,10,9,0.62,0.08,-29.77
dsi_5411385,Born To Sea,328,Class 6,59,8,0,6,6,1.18,0.14,19.25
dsi_5411385,Born To Sea,328,Class 2,12,0,0,1,1,0.0,0.0,-12.0
dsi_5411385,Born To Sea,328,Class 3,11,0,1,2,2,0.0,0.0,-11.0
dsi_5411385,Born To Sea,328,Class 1,5,1,0,0,1,1.5,0.2,-0.67
dsi_6057142,Golden Horn,44,Class 5,15,0,2,2,3,0.0,0.0,-15.0
dsi_6057142,Golden Horn,44,,14,0,0,0,0,0.0,0.0,-14.0
dsi_6057142,Golden Horn,44,Class 4,8,1,1,2,2,0.51,0.12,-3.67
dsi_6057142,Golden Horn,44,Class 2,5,0,1,0,0,0.0,0.0,-5.0
dsi_6057142,Golden Horn,44,Class 1,1,0,0,0,0,0.0,0.0,-1.0
dsi_6057142,Golden Horn,44,Class 3,1,0,0,0,0,0.0,0.0,-1.0
dsi_2124255,Shernazar,6980,,3020,242,242,246,218,0.79,0.08,-1299.77
dsi_2124255,Shernazar,6980,Class 4,1406,157,159,131,174,0.87,0.11,-328.3
dsi_2124255,Shernazar,6980,Class 5,1018,107,110,91,95,0.95,0.11,-121.73
dsi_2124255,Shernazar,6980,Class 6,587,55,66,52,43,0.82,0.09,-136.88
dsi_2124255,Shernazar,6980,Class 3,522,61,69,60,41,0.9,0.12,-9.81
dsi_2124255,Shernazar,6980,Class 2,209,17,17,17,18,0.94,0.08,-45.99
dsi_2124255,Shernazar,6980,Class 1,187,14,26,21,18,0.65,0.07,-65.59
dsi_2124255,Shernazar,6980,Class 7,31,3,0,0,3,0.67,0.1,-22.45
dsi_4880631,Bushranger,594,,254,15,17,7,16,0.88,0.06,-81.0
dsi_4880631,Bushranger,594,Class 5,110,5,11,10,11,0.44,0.05,-76.4
dsi_4880631,Bushranger,594,Class 4,79,12,15,11,3,1.05,0.15,-13.71
dsi_4880631,Bushranger,594,Class 6,50,6,1,7,6,0.95,0.12,-23.3
dsi_4880631,Bushranger,594,Class 3,40,6,5,4,4,0.95,0.15,-12.9
dsi_4880631,Bushranger,594,Class 2,34,5,5,6,4,1.0,0.15,12.2
dsi_4880631,Bushranger,594,Class 1,27,2,4,2,3,0.66,0.07,-13.8
dsi_4204550,Leroidesanimaux,487,,234,17,28,20,26,0.73,0.07,-86.52
dsi_4204550,Leroidesanimaux,487,Class 5,72,11,5,12,15,0.98,0.15,-18.68
dsi_4204550,Leroidesanimaux,487,Class 3,64,3,5,7,7,0.63,0.05,-44.75
dsi_4204550,Leroidesanimaux,487,Class 4,59,10,6,7,6,1.1,0.17,-0.79
dsi_4204550,Leroidesanimaux,487,Class 6,43,5,4,3,6,0.97,0.12,2.63
dsi_4204550,Leroidesanimaux,487,Class 2,12,1,1,1,1,0.74,0.08,39.0
dsi_4204550,Leroidesanimaux,487,Class 1,3,0,0,0,0,0.0,0.0,-3.0
dsi_6104063,Make Believe,30,,19,4,1,3,1,2.06,0.21,6.4
dsi_6104063,Make Believe,30,Class 5,6,1,0,1,0,0.83,0.17,-4.6
dsi_6104063,Make Believe,30,Class 1,3,0,0,1,0,0.0,0.0,-3.0
dsi_6104063,Make Believe,30,Class 3,1,0,0,0,0,0.0,0.0,-1.0
dsi_6104063,Make Believe,30,Class 4,1,1,0,0,0,11.0,1.0,10.0
dsi_5298622,Mayson,494,Class 5,130,12,17,17,16,0.65,0.09,-4.87
dsi_5298622,Mayson,494,,115,5,7,11,8,0.62,0.04,-46.67
dsi_5298622,Mayson,494,Class 4,76,12,5,8,7,1.26,0.16,36.2
dsi_5298622,Mayson,494,Class 6,73,10,8,4,3,1.27,0.14,13.0
dsi_5298622,Mayson,494,Class 2,57,5,9,4,6,0.76,0.09,-20.5
dsi_5298622,Mayson,494,Class 1,22,0,2,0,2,0.0,0.0,-22.0
dsi_5298622,Mayson,494,Class 3,21,2,4,2,3,1.01,0.1,0.5
dsi_5746923,Intello,234,,123,8,12,15,13,0.57,0.07,-85.5
dsi_5746923,Intello,234,Class 5,30,3,3,2,1,0.66,0.1,4.3
dsi_5746923,Intello,234,Class 6,30,4,3,2,3,0.91,0.13,1.83
dsi_5746923,Intello,234,Class 4,27,2,2,3,4,0.59,0.07,-13.75
dsi_5746923,Intello,234,Class 2,16,1,2,1,2,0.8,0.06,-13.8
dsi_5746923,Intello,234,Class 3,4,0,1,0,0,0.0,0.0,-4.0
dsi_5746923,Intello,234,Class 1,4,0,0,1,0,0.0,0.0,-4.0
dsi_3153248,Cape Cross,14689,,4650,408,434,434,401,0.81,0.09,-814.31
dsi_3153248,Cape Cross,14689,Class 5,3193,385,362,348,376,0.91,0.12,-553.57
dsi_3153248,Cape Cross,14689,Class 6,2343,263,276,246,242,0.86,0.11,-414.61
dsi_3153248,Cape Cross,14689,Class 4,2306,273,259,252,261,0.9,0.12,-698.28
dsi_3153248,Cape Cross,14689,Class 3,888,107,95,120,89,0.83,0.12,-211.19
dsi_3153248,Cape Cross,14689,Class 2,835,91,79,68,91,0.92,0.11,25.07
dsi_3153248,Cape Cross,14689,Class 1,459,51,65,54,49,0.81,0.11,-148.94
dsi_3153248,Cape Cross,14689,Class 7,15,0,2,1,2,0.0,0.0,-15.0
dsi_3146626,Elnadim,2431,Class 5,671,67,75,92,86,0.74,0.1,-243.38
dsi_3146626,Elnadim,2431,,574,42,42,51,40,0.79,0.07,-279.89
dsi_3146626,Elnadim,2431,Class 6,441,45,39,37,41,0.8,0.1,-167.5
dsi_3146626,Elnadim,2431,Class 4,360,44,39,43,48,0.91,0.12,-97.41
dsi_3146626,Elnadim,2431,Class 2,143,18,10,7,12,1.27,0.13,-2.87
dsi_3146626,Elnadim,2431,Class 3,129,18,10,12,12,1.12,0.14,14.88
dsi_3146626,Elnadim,2431,Class 1,104,9,13,11,17,0.65,0.09,-45.67
dsi_3146626,Elnadim,2431,Class 7,9,0,2,0,0,0.0,0.0,-9.0
dsi_4603018,Bernardini,2195,,1431,179,145,159,132,0.9,0.13,-297.09
dsi_4603018,Bernardini,2195,Class 5,224,18,22,29,21,0.59,0.08,-132.58
dsi_4603018,Bernardini,2195,Class 4,205,20,16,23,21,0.81,0.1,-99.48
dsi_4603018,Bernardini,2195,Class 6,190,28,16,24,15,1.01,0.15,-1.73
dsi_4603018,Bernardini,2195,Class 3,78,5,5,15,8,0.47,0.06,-18.35
dsi_4603018,Bernardini,2195,Class 2,44,2,5,8,2,0.48,0.05,-26.0
dsi_4603018,Bernardini,2195,Class 1,23,1,1,2,5,0.42,0.04,-16.0
dsi_4439239,Red Clubs,1739,,404,44,38,22,31,0.94,0.11,-87.5
dsi_4439239,Red Clubs,1739,Class 5,402,53,49,47,39,0.98,0.13,-76.46
dsi_4439239,Red Clubs,1739,Class 6,309,21,22,34,34,0.73,0.07,-124.64
dsi_4439239,Red Clubs,1739,Class 4,296,40,30,32,40,1.12,0.14,-42.59
dsi_4439239,Red Clubs,1739,Class 3,141,20,12,20,10,1.13,0.14,69.98
dsi_4439239,Red Clubs,1739,Class 2,103,12,8,9,8,1.02,0.12,-7.77
dsi_4439239,Red Clubs,1739,Class 1,77,12,9,9,6,1.06,0.16,-2.7
dsi_4439239,Red Clubs,1739,Class 7,7,0,0,0,0,0.0,0.0,-7.0
dsi_4799585,Paco Boy,637,Class 5,218,19,32,20,29,0.71,0.09,-62.45
dsi_4799585,Paco Boy,637,,128,7,12,6,9,0.61,0.05,-15.4
dsi_4799585,Paco Boy,637,Class 6,125,7,22,14,11,0.45,0.06,-88.62
dsi_4799585,Paco Boy,637,Class 4,93,6,11,10,16,0.52,0.06,-26.17
dsi_4799585,Paco Boy,637,Class 2,34,2,1,2,5,0.54,0.06,-18.5
dsi_4799585,Paco Boy,637,Class 1,21,0,0,0,4,0.0,0.0,-21.0
dsi_4799585,Paco Boy,637,Class 3,18,1,3,1,2,0.51,0.06,-13.0
dsi_4943932,Intense Focus,818,,425,33,29,38,24,0.87,0.08,-177.54
dsi_4943932,Intense Focus,818,Class 5,186,13,26,25,27,0.51,0.07,-76.28
dsi_4943932,Intense Focus,818,Class 6,86,7,8,7,5,0.77,0.08,-22.17
dsi_4943932,Intense Focus,818,Class 4,76,6,8,11,9,0.62,0.08,-24.55
dsi_4943932,Intense Focus,818,Class 3,29,2,3,0,4,0.61,0.07,-22.0
dsi_4943932,Intense Focus,818,Class 2,14,0,3,1,1,0.0,0.0,-14.0
