sire_id,sire_name,total_runners,class,runners,1st,2nd,3rd,4th,a/e,win_%,1_pl
sir_4087860,Geordieland (FR),649,Class 5,210,25,24,21,13,1.08,0.12,18.83
sir_4087860,Geordieland (FR),649,Class 4,197,18,27,16,21,0.88,0.09,-68.71
sir_4087860,Geordieland (FR),649,Class 3,81,15,11,7,14,1.22,0.19,-1.5
sir_4087860,Geordieland (FR),649,,60,3,5,7,2,0.65,0.05,-2.0
sir_4087860,Geordieland (FR),649,Class 6,43,3,4,3,4,0.81,0.07,30.0
sir_4087860,Geordieland (FR),649,Class 2,34,8,0,6,1,1.85,0.24,37.5
sir_4087860,Geordieland (FR),649,Class 1,24,0,3,2,5,0.0,0.0,-24.0
sir_5369000,Maxios (GB),1837,,911,107,89,105,102,0.88,0.12,-162.3
sir_5369000,Maxios (GB),1837,Class 5,300,21,33,45,33,0.56,0.07,-145.39
sir_5369000,Maxios (GB),1837,Class 4,215,29,36,25,27,0.77,0.13,-50.21
sir_5369000,Maxios (GB),1837,Class 6,135,10,12,20,16,0.64,0.07,-67.62
sir_5369000,Maxios (GB),1837,Class 3,123,24,19,13,11,1.02,0.2,-25.44
sir_5369000,Maxios (GB),1837,Class 2,101,12,8,10,12,0.94,0.12,-33.5
sir_5369000,Maxios (GB),1837,Class 1,52,4,4,3,4,0.71,0.08,-33.75
sir_2998898,Passing Glance (GB),3076,Class 5,973,99,100,95,83,0.88,0.1,-76.93
sir_2998898,Passing Glance (GB),3076,Class 4,969,136,125,112,110,0.95,0.14,-212.91
sir_2998898,Passing Glance (GB),3076,Class 3,344,50,44,41,39,0.99,0.15,-64.59
sir_2998898,Passing Glance (GB),3076,Class 6,309,28,26,36,30,0.86,0.09,-72.12
sir_2998898,Passing Glance (GB),3076,Class 2,180,27,21,21,18,1.17,0.15,-19.42
sir_2998898,Passing Glance (GB),3076,Class 1,155,13,21,18,17,0.71,0.08,-42.68
sir_2998898,Passing Glance (GB),3076,,142,13,16,20,19,0.62,0.09,-68.21
sir_2998898,Passing Glance (GB),3076,Class 7,4,1,0,0,0,2.4,0.25,-1.0
sir_3839283,Sholokhov (IRE),3894,,1904,229,211,175,165,0.9,0.12,-257.6
sir_3839283,Sholokhov (IRE),3894,Class 4,780,91,82,82,81,0.85,0.12,-312.11
sir_3839283,Sholokhov (IRE),3894,Class 5,660,81,76,62,69,0.85,0.12,-190.25
sir_3839283,Sholokhov (IRE),3894,Class 3,235,36,31,31,32,0.89,0.15,-84.32
sir_3839283,Sholokhov (IRE),3894,Class 1,126,25,13,10,10,1.11,0.2,-22.94
sir_3839283,Sholokhov (IRE),3894,Class 2,121,14,10,13,13,0.93,0.12,-9.62
sir_3839283,Sholokhov (IRE),3894,Class 6,67,5,6,7,6,0.56,0.07,-39.34
sir_3839283,Sholokhov (IRE),3894,Class 7,1,0,0,0,0,0.0,0.0,-1.0
sir_4871055,Fame And Glory (GB),5676,,2607,269,218,277,244,0.85,0.1,-785.06
sir_4871055,Fame And Glory (GB),5676,Class 4,1207,207,170,154,139,0.99,0.17,-108.56
sir_4871055,Fame And Glory (GB),5676,Class 5,922,111,117,111,89,0.8,0.12,-245.01
sir_4871055,Fame And Glory (GB),5676,Class 3,429,81,67,56,55,0.96,0.19,-12.61
sir_4871055,Fame And Glory (GB),5676,Class 1,266,25,27,34,25,0.77,0.09,7.94
sir_4871055,Fame And Glory (GB),5676,Class 2,235,34,27,29,25,0.95,0.14,-22.54
sir_4871055,Fame And Glory (GB),5676,Class 6,10,2,0,1,0,1.62,0.2,19.75
sir_4538492,Ask (GB),2943,,1451,90,130,108,117,0.7,0.06,-721.94
sir_4538492,Ask (GB),2943,Class 4,655,99,89,76,67,1.02,0.15,-168.5
sir_4538492,Ask (GB),2943,Class 5,357,45,37,33,45,0.97,0.13,46.23
sir_4538492,Ask (GB),2943,Class 3,281,48,34,36,21,1.12,0.17,47.25
sir_4538492,Ask (GB),2943,Class 2,104,15,18,10,11,1.07,0.14,35.0
sir_4538492,Ask (GB),2943,Class 1,57,5,9,6,5,0.82,0.09,-13.83
sir_4538492,Ask (GB),2943,Class 6,38,4,7,4,6,0.74,0.11,-21.75
sir_4482254,Dylan Thomas (IRE),7738,,3665,318,332,331,296,0.85,0.09,-928.68
sir_4482254,Dylan Thomas (IRE),7738,Class 5,1361,151,148,163,157,0.87,0.11,-303.87
sir_4482254,Dylan Thomas (IRE),7738,Class 4,1181,146,150,158,139,0.93,0.12,-404.28
sir_4482254,Dylan Thomas (IRE),7738,Class 6,597,70,82,67,66,0.89,0.12,-47.47
sir_4482254,Dylan Thomas (IRE),7738,Class 3,386,62,57,46,43,1.06,0.16,-45.38
sir_4482254,Dylan Thomas (IRE),7738,Class 2,308,42,28,23,27,1.14,0.14,70.13
sir_4482254,Dylan Thomas (IRE),7738,Class 1,234,25,28,25,18,0.81,0.11,6.29
sir_4482254,Dylan Thomas (IRE),7738,Class 7,6,0,0,1,2,0.0,0.0,-6.0
sir_4820571,Virtual (GB),826,Class 5,235,18,20,38,26,0.76,0.08,-63.18
sir_4820571,Virtual (GB),826,,230,19,19,15,14,1.15,0.08,-55.92
sir_4820571,Virtual (GB),826,Class 6,192,18,18,18,20,0.8,0.09,-10.58
sir_4820571,Virtual (GB),826,Class 4,111,10,13,5,13,0.83,0.09,-52.09
sir_4820571,Virtual (GB),826,Class 3,39,3,5,3,3,0.91,0.08,49.0
sir_4820571,Virtual (GB),826,Class 1,11,3,0,0,0,3.04,0.27,21.2
sir_4820571,Virtual (GB),826,Class 2,5,1,0,1,0,1.96,0.2,-1.0
sir_4820571,Virtual (GB),826,Class 7,3,1,0,0,0,7.47,0.33,12.0
sir_3616242,Beat Hollow (GB),6102,,1858,206,174,163,175,0.87,0.11,-435.72
sir_3616242,Beat Hollow (GB),6102,Class 4,1354,143,152,163,150,0.8,0.11,-358.62
sir_3616242,Beat Hollow (GB),6102,Class 5,1313,158,143,148,144,0.94,0.12,-155.83
sir_3616242,Beat Hollow (GB),6102,Class 6,641,79,66,54,58,0.98,0.12,-73.03
sir_3616242,Beat Hollow (GB),6102,Class 3,408,50,36,68,47,0.96,0.12,-65.87
sir_3616242,Beat Hollow (GB),6102,Class 2,271,23,22,29,37,0.79,0.08,-63.67
sir_3616242,Beat Hollow (GB),6102,Class 1,249,25,17,18,24,1.01,0.1,33.44
sir_3616242,Beat Hollow (GB),6102,Class 7,8,0,0,0,1,0.0,0.0,-8.0
sir_4237240,Laverock (IRE),451,,247,27,26,19,15,1.1,0.11,-42.63
sir_4237240,Laverock (IRE),451,Class 4,85,11,7,11,8,0.89,0.13,-29.21
sir_4237240,Laverock (IRE),451,Class 5,63,2,6,6,7,0.34,0.03,-57.25
sir_4237240,Laverock (IRE),451,Class 1,25,4,7,1,4,0.73,0.16,-11.96
sir_4237240,Laverock (IRE),451,Class 3,14,2,0,0,1,1.37,0.14,-9.0
sir_4237240,Laverock (IRE),451,Class 2,11,6,1,2,1,2.58,0.55,14.38
sir_4237240,Laverock (IRE),451,Class 6,6,0,0,1,0,0.0,0.0,-6.0
sir_4724783,Brave Mansonnien (FR),193,,94,6,7,4,6,0.84,0.06,164.9
sir_4724783,Brave Mansonnien (FR),193,Class 4,30,4,2,5,3,1.1,0.13,-12.13
sir_4724783,Brave Mansonnien (FR),193,Class 1,27,4,6,5,1,0.62,0.15,-14.55
sir_4724783,Brave Mansonnien (FR),193,Class 5,23,5,4,2,3,1.47,0.22,107.25
sir_4724783,Brave Mansonnien (FR),193,Class 3,10,6,1,0,0,2.05,0.6,6.32
sir_4724783,Brave Mansonnien (FR),193,Class 2,9,4,0,1,0,1.71,0.44,9.09
sir_740670,Shantou (USA),7319,,3466,414,346,316,304,0.93,0.12,-677.58
sir_740670,Shantou (USA),7319,Class 4,1526,254,209,205,167,0.93,0.17,-106.77
sir_740670,Shantou (USA),7319,Class 5,774,118,103,77,71,0.98,0.15,-181.8
sir_740670,Shantou (USA),7319,Class 3,701,114,104,84,89,0.98,0.16,-33.97
sir_740670,Shantou (USA),7319,Class 1,381,36,40,36,24,0.8,0.09,-11.87
sir_740670,Shantou (USA),7319,Class 2,338,42,42,30,45,0.94,0.12,-13.42
sir_740670,Shantou (USA),7319,Class 6,132,26,24,14,12,0.98,0.2,-36.75
sir_740670,Shantou (USA),7319,Class 7,1,1,0,0,0,17.0,1.0,16.0
sir_3842790,Ballingarry (IRE),2324,,1456,133,114,133,127,0.84,0.09,-324.32
sir_3842790,Ballingarry (IRE),2324,Class 4,304,37,31,44,38,0.9,0.12,-62.07
sir_3842790,Ballingarry (IRE),2324,Class 3,190,34,23,23,24,1.13,0.18,-11.35
sir_3842790,Ballingarry (IRE),2324,Class 5,170,12,16,24,17,0.62,0.07,-106.38
sir_3842790,Ballingarry (IRE),2324,Class 1,90,8,10,8,10,0.98,0.09,-34.7
sir_3842790,Ballingarry (IRE),2324,Class 2,82,8,11,9,7,0.72,0.1,-45.82
sir_3842790,Ballingarry (IRE),2324,Class 6,32,1,7,4,1,0.21,0.03,-29.25
sir_3862593,Martaline (GB),6966,,4089,571,499,466,370,0.89,0.14,-771.64
sir_3862593,Martaline (GB),6966,Class 4,971,159,149,121,120,0.87,0.16,-213.39
sir_3862593,Martaline (GB),6966,Class 3,633,96,103,91,87,0.85,0.15,-171.94
sir_3862593,Martaline (GB),6966,Class 5,434,57,53,59,43,0.82,0.13,-91.75
sir_3862593,Martaline (GB),6966,Class 1,393,44,45,46,39,0.78,0.11,-108.83
sir_3862593,Martaline (GB),6966,Class 2,372,49,34,52,36,0.85,0.13,-62.41
sir_3862593,Martaline (GB),6966,Class 6,74,12,8,6,4,0.96,0.16,-13.49
sir_4572834,Gentlewave (IRE),1502,,809,102,87,75,63,1.08,0.13,105.41
sir_4572834,Gentlewave (IRE),1502,Class 4,237,31,22,25,28,0.94,0.13,-62.77
sir_4572834,Gentlewave (IRE),1502,Class 5,226,27,20,34,19,1.06,0.12,-13.24
sir_4572834,Gentlewave (IRE),1502,Class 3,89,20,12,9,8,1.33,0.22,14.4
sir_4572834,Gentlewave (IRE),1502,Class 2,69,8,6,4,6,0.97,0.12,4.25
sir_4572834,Gentlewave (IRE),1502,Class 1,42,4,4,4,3,1.14,0.1,-2.75
sir_4572834,Gentlewave (IRE),1502,Class 6,30,2,2,1,4,0.9,0.07,-9.0
sir_3782352,Dubai Destination (USA),7333,,1817,143,171,161,146,0.79,0.08,-519.36
sir_3782352,Dubai Destination (USA),7333,Class 5,1784,199,198,206,190,0.83,0.11,-531.74
sir_3782352,Dubai Destination (USA),7333,Class 4,1517,190,186,204,151,0.89,0.13,-460.1
sir_3782352,Dubai Destination (USA),7333,Class 6,1005,114,134,120,117,0.83,0.11,-221.19
sir_3782352,Dubai Destination (USA),7333,Class 3,561,77,80,76,68,0.89,0.14,-120.38
sir_3782352,Dubai Destination (USA),7333,Class 2,391,42,42,39,48,0.91,0.11,-132.7
sir_3782352,Dubai Destination (USA),7333,Class 1,240,26,30,27,22,0.88,0.11,-44.28
sir_3782352,Dubai Destination (USA),7333,Class 7,18,0,0,3,1,0.0,0.0,-18.0
sir_4872385,Legolas (JPN),157,,138,13,13,15,16,0.75,0.09,-58.93
sir_4872385,Legolas (JPN),157,Class 1,5,0,0,0,0,0.0,0.0,-5.0
sir_4872385,Legolas (JPN),157,Class 3,5,0,0,0,0,0.0,0.0,-5.0
sir_4872385,Legolas (JPN),157,Class 2,4,0,1,1,0,0.0,0.0,-4.0
sir_4872385,Legolas (JPN),157,Class 4,3,0,0,0,0,0.0,0.0,-3.0
sir_4872385,Legolas (JPN),157,Class 5,2,0,0,0,0,0.0,0.0,-2.0
sir_366520,Turgeon (USA),3463,,1760,176,182,188,173,0.84,0.1,-312.81
sir_366520,Turgeon (USA),3463,Class 4,625,110,107,77,70,1.01,0.18,-89.98
sir_366520,Turgeon (USA),3463,Class 3,404,60,63,46,39,0.87,0.15,-65.37
sir_366520,Turgeon (USA),3463,Class 5,240,20,27,31,28,0.59,0.08,-78.66
sir_366520,Turgeon (USA),3463,Class 1,179,29,22,18,16,1.06,0.16,3.01
sir_366520,Turgeon (USA),3463,Class 2,170,21,24,18,19,0.87,0.12,-20.45
sir_366520,Turgeon (USA),3463,Class 6,85,12,12,10,6,0.81,0.14,-44.19
sir_3723643,Network (GER),3620,,2031,271,251,227,195,0.91,0.13,-404.05
sir_3723643,Network (GER),3620,Class 4,651,111,97,72,83,0.94,0.17,-123.81
sir_3723643,Network (GER),3620,Class 3,370,50,53,56,39,0.8,0.14,-17.89
sir_3723643,Network (GER),3620,Class 5,207,29,19,16,20,0.95,0.14,-21.52
sir_3723643,Network (GER),3620,Class 1,164,23,17,14,17,0.92,0.14,-41.08
sir_3723643,Network (GER),3620,Class 2,143,19,13,22,10,1.04,0.13,-35.77
sir_3723643,Network (GER),3620,Class 6,54,5,4,9,3,0.64,0.09,-26.0
sir_5636862,Alhebayeb (IRE),2481,,1206,96,115,104,103,0.87,0.08,-424.17
sir_5636862,Alhebayeb (IRE),2481,Class 6,504,46,59,67,67,0.77,0.09,-148.79
sir_5636862,Alhebayeb (IRE),2481,Class 5,407,36,36,44,44,0.87,0.09,-166.95
sir_5636862,Alhebayeb (IRE),2481,Class 4,227,16,23,24,31,0.74,0.07,-60.5
sir_5636862,Alhebayeb (IRE),2481,Class 2,67,4,8,5,6,0.69,0.06,-12.0
sir_5636862,Alhebayeb (IRE),2481,Class 3,60,6,6,7,7,0.93,0.1,-27.87
sir_5636862,Alhebayeb (IRE),2481,Class 1,9,2,0,0,2,1.57,0.22,-2.25
sir_5636862,Alhebayeb (IRE),2481,Class 7,1,0,0,0,0,0.0,0.0,-1.0
sir_3897341,Policy Maker (IRE),996,,694,71,55,47,41,1.04,0.1,68.24
sir_3897341,Policy Maker (IRE),996,Class 5,123,12,19,10,12,0.69,0.1,-36.81
sir_3897341,Policy Maker (IRE),996,Class 4,107,6,10,16,13,0.48,0.06,-73.14
sir_3897341,Policy Maker (IRE),996,Class 1,28,0,5,2,1,0.0,0.0,-28.0
sir_3897341,Policy Maker (IRE),996,Class 3,21,5,1,0,4,1.54,0.24,0.6
sir_3897341,Policy Maker (IRE),996,Class 2,13,4,0,2,0,2.55,0.31,14.5
sir_3897341,Policy Maker (IRE),996,Class 6,10,0,0,3,1,0.0,0.0,-10.0
sir_5784198,Affinisea (IRE),503,,260,32,28,24,29,1.06,0.12,-9.56
sir_5784198,Affinisea (IRE),503,Class 4,117,18,15,20,16,0.82,0.15,-39.26
sir_5784198,Affinisea (IRE),503,Class 5,64,10,12,7,6,0.9,0.16,-6.29
sir_5784198,Affinisea (IRE),503,Class 3,28,4,9,3,3,0.56,0.14,-17.84
sir_5784198,Affinisea (IRE),503,Class 1,19,4,3,0,1,1.8,0.21,1.91
sir_5784198,Affinisea (IRE),503,Class 2,15,5,2,2,1,1.31,0.33,0.12
sir_5181561,Diamond Boy (FR),1564,,650,55,59,60,60,0.78,0.08,-328.31
sir_5181561,Diamond Boy (FR),1564,Class 4,374,46,64,39,40,0.72,0.12,-166.99
sir_5181561,Diamond Boy (FR),1564,Class 5,259,25,35,40,21,0.71,0.1,-77.79
sir_5181561,Diamond Boy (FR),1564,Class 3,131,28,29,10,12,1.03,0.21,-15.83
sir_5181561,Diamond Boy (FR),1564,Class 1,82,15,7,7,11,1.14,0.18,-25.53
sir_5181561,Diamond Boy (FR),1564,Class 2,63,10,7,8,7,1.01,0.16,-16.7
sir_5181561,Diamond Boy (FR),1564,Class 6,5,1,2,1,1,0.52,0.2,-3.0
sir_3548951,Sandmason (GB),441,,133,9,8,5,9,0.96,0.07,-95.37
sir_3548951,Sandmason (GB),441,Class 4,126,13,16,18,9,0.79,0.1,-45.03
sir_3548951,Sandmason (GB),441,Class 5,90,12,13,9,6,0.95,0.13,-9.36
sir_3548951,Sandmason (GB),441,Class 1,38,5,8,4,5,1.01,0.13,0.0
sir_3548951,Sandmason (GB),441,Class 3,30,3,5,6,4,0.68,0.1,-16.0
sir_3548951,Sandmason (GB),441,Class 6,14,1,2,2,2,0.6,0.07,-9.67
sir_3548951,Sandmason (GB),441,Class 2,10,1,1,1,1,0.62,0.1,-5.67
sir_5991769,Kool Kompany (IRE),24,,20,2,4,2,2,1.41,0.1,1.2
sir_5991769,Kool Kompany (IRE),24,Class 5,2,2,0,0,0,3.87,1.0,5.83
sir_5991769,Kool Kompany (IRE),24,Class 1,2,0,0,0,0,0.0,0.0,-2.0
sir_6059046,Order Of St George (IRE),213,,113,9,5,9,5,0.86,0.08,-47.57
sir_6059046,Order Of St George (IRE),213,Class 4,44,1,8,5,3,0.18,0.02,-42.0
sir_6059046,Order Of St George (IRE),213,Class 5,40,5,12,3,3,0.74,0.12,5.95
sir_6059046,Order Of St George (IRE),213,Class 1,6,2,0,0,0,2.16,0.33,0.38
sir_6059046,Order Of St George (IRE),213,Class 2,5,0,1,0,2,0.0,0.0,-5.0
sir_6059046,Order Of St George (IRE),213,Class 3,5,1,0,1,1,0.73,0.2,-3.09
sir_6006707,Jeu St Eloi (FR),455,,293,33,38,21,38,0.79,0.11,-15.26
sir_6006707,Jeu St Eloi (FR),455,Class 4,75,12,8,12,4,0.94,0.16,2.31
sir_6006707,Jeu St Eloi (FR),455,Class 5,40,10,1,6,4,1.18,0.25,-5.02
sir_6006707,Jeu St Eloi (FR),455,Class 1,20,2,4,1,3,0.58,0.1,-11.0
sir_6006707,Jeu St Eloi (FR),455,Class 3,13,5,2,0,0,2.59,0.38,9.95
sir_6006707,Jeu St Eloi (FR),455,Class 2,13,2,4,2,1,0.63,0.15,41.5
sir_6006707,Jeu St Eloi (FR),455,Class 6,1,0,0,1,0,0.0,0.0,-1.0
sir_5857859,Postponed (IRE),1084,Class 5,297,33,28,29,42,0.86,0.11,-135.25
sir_5857859,Postponed (IRE),1084,Class 4,224,34,32,27,23,1.01,0.15,-78.38
sir_5857859,Postponed (IRE),1084,,211,19,20,23,24,0.77,0.09,-90.33
sir_5857859,Postponed (IRE),1084,Class 6,189,18,19,23,18,0.72,0.1,-60.89
sir_5857859,Postponed (IRE),1084,Class 2,66,8,6,4,10,1.08,0.12,-22.37
sir_5857859,Postponed (IRE),1084,Class 3,61,9,9,13,8,0.93,0.15,-18.94
sir_5857859,Postponed (IRE),1084,Class 1,36,0,6,3,6,0.0,0.0,-36.0
sir_4602234,Holy Roman Emperor (IRE),13109,,5709,573,539,562,562,0.88,0.1,-1178.93
sir_4602234,Holy Roman Emperor (IRE),13109,Class 5,2411,262,304,254,272,0.83,0.11,-656.63
sir_4602234,Holy Roman Emperor (IRE),13109,Class 4,1790,172,194,211,173,0.88,0.1,-436.11
sir_4602234,Holy Roman Emperor (IRE),13109,Class 6,1555,179,160,185,165,0.89,0.12,-139.95
sir_4602234,Holy Roman Emperor (IRE),13109,Class 3,798,73,90,85,80,0.81,0.09,-213.63
sir_4602234,Holy Roman Emperor (IRE),13109,Class 2,551,43,43,51,57,0.79,0.08,-16.03
sir_4602234,Holy Roman Emperor (IRE),13109,Class 1,273,23,26,20,30,0.9,0.08,33.99
sir_4602234,Holy Roman Emperor (IRE),13109,Class 7,22,2,2,4,4,0.79,0.09,-8.5
sir_5884984,The Grey Gatsby (IRE),548,,443,47,39,43,47,1.01,0.11,-9.0
sir_5884984,The Grey Gatsby (IRE),548,Class 6,58,6,7,5,10,0.78,0.1,-23.42
sir_5884984,The Grey Gatsby (IRE),548,Class 5,16,3,1,2,2,1.14,0.19,0.41
sir_5884984,The Grey Gatsby (IRE),548,Class 4,15,4,1,1,2,1.06,0.27,0.08
sir_5884984,The Grey Gatsby (IRE),548,Class 2,10,0,0,1,1,0.0,0.0,-10.0
sir_5884984,The Grey Gatsby (IRE),548,Class 3,4,1,1,0,0,1.9,0.25,2.0
sir_5884984,The Grey Gatsby (IRE),548,Class 1,2,1,0,0,0,3.07,0.5,1.75
sir_6028491,Vadamos (FR),1530,,743,56,69,64,59,0.74,0.08,-303.46
sir_6028491,Vadamos (FR),1530,Class 5,229,19,21,27,24,0.77,0.08,0.93
sir_6028491,Vadamos (FR),1530,Class 6,191,20,16,11,17,0.96,0.1,68.98
sir_6028491,Vadamos (FR),1530,Class 4,182,19,22,14,13,0.76,0.1,-95.81
sir_6028491,Vadamos (FR),1530,Class 2,72,8,7,7,6,0.97,0.11,-6.98
sir_6028491,Vadamos (FR),1530,Class 3,70,13,10,9,7,1.36,0.19,50.39
sir_6028491,Vadamos (FR),1530,Class 1,43,3,6,8,3,0.63,0.07,-22.0
sir_6051941,Territories (IRE),2626,,860,93,79,84,90,0.87,0.11,-266.37
sir_6051941,Territories (IRE),2626,Class 5,612,66,77,61,72,0.82,0.11,-203.48
sir_6051941,Territories (IRE),2626,Class 6,410,37,38,41,58,0.76,0.09,-142.97
sir_6051941,Territories (IRE),2626,Class 4,385,33,50,48,52,0.64,0.09,-235.73
sir_6051941,Territories (IRE),2626,Class 2,159,24,12,16,18,1.21,0.15,10.3
sir_6051941,Territories (IRE),2626,Class 3,117,14,10,18,14,0.84,0.12,-26.43
sir_6051941,Territories (IRE),2626,Class 1,83,7,14,11,12,0.57,0.08,-39.47
sir_4971393,Yorgunnabelucky (USA),878,Class 5,300,33,16,30,22,1.2,0.11,-0.94
sir_4971393,Yorgunnabelucky (USA),878,Class 4,209,22,26,25,28,0.84,0.11,-49.93
sir_4971393,Yorgunnabelucky (USA),878,,143,20,11,8,12,0.97,0.14,-62.13
sir_4971393,Yorgunnabelucky (USA),878,Class 6,115,10,10,7,3,0.86,0.09,-59.92
sir_4971393,Yorgunnabelucky (USA),878,Class 3,67,10,12,5,12,0.93,0.15,-8.75
sir_4971393,Yorgunnabelucky (USA),878,Class 1,23,3,3,2,2,1.65,0.13,-1.0
sir_4971393,Yorgunnabelucky (USA),878,Class 2,21,3,5,2,3,0.81,0.14,-2.12
sir_4782463,Sageburg (IRE),3096,,1863,144,139,142,136,0.87,0.08,-452.8
sir_4782463,Sageburg (IRE),3096,Class 4,497,64,52,64,43,0.92,0.13,-34.31
sir_4782463,Sageburg (IRE),3096,Class 5,445,58,44,44,45,0.94,0.13,-42.27
sir_4782463,Sageburg (IRE),3096,Class 3,133,14,16,19,10,0.77,0.11,-68.73
sir_4782463,Sageburg (IRE),3096,Class 1,62,5,6,11,8,0.69,0.08,-16.0
sir_4782463,Sageburg (IRE),3096,Class 2,60,8,8,4,11,0.92,0.13,-7.84
sir_4782463,Sageburg (IRE),3096,Class 6,36,1,3,4,6,0.25,0.03,-21.0
sir_4839422,Kap Rock (FR),495,,255,25,28,25,23,0.91,0.1,-53.67
sir_4839422,Kap Rock (FR),495,Class 5,89,7,14,13,13,0.61,0.08,-54.8
sir_4839422,Kap Rock (FR),495,Class 4,84,6,13,10,12,0.5,0.07,-51.12
sir_4839422,Kap Rock (FR),495,Class 3,31,5,3,1,5,0.94,0.16,-10.79
sir_4839422,Kap Rock (FR),495,Class 2,21,3,1,3,2,1.37,0.14,-2.5
sir_4839422,Kap Rock (FR),495,Class 6,8,3,1,2,1,1.88,0.38,6.25
sir_4839422,Kap Rock (FR),495,Class 1,7,0,0,2,0,0.0,0.0,-7.0
sir_4924724,Blue Bresil (FR),2537,,931,118,105,100,85,0.88,0.13,-359.55
sir_4924724,Blue Bresil (FR),2537,Class 4,678,78,82,68,72,0.79,0.12,-275.67
sir_4924724,Blue Bresil (FR),2537,Class 5,547,64,66,52,55,0.82,0.12,-188.98
sir_4924724,Blue Bresil (FR),2537,Class 3,175,20,22,25,18,0.68,0.11,-92.48
sir_4924724,Blue Bresil (FR),2537,Class 1,114,20,8,16,8,0.91,0.18,-38.68
sir_4924724,Blue Bresil (FR),2537,Class 2,83,11,10,9,6,0.96,0.13,-22.17
sir_4924724,Blue Bresil (FR),2537,Class 6,9,0,2,1,2,0.0,0.0,-9.0
sir_3502310,Enrique (GB),2578,,1999,180,162,169,140,0.89,0.09,-55.96
sir_3502310,Enrique (GB),2578,Class 4,223,29,30,35,42,0.73,0.13,-85.24
sir_3502310,Enrique (GB),2578,Class 5,122,14,10,16,7,0.82,0.11,-31.43
sir_3502310,Enrique (GB),2578,Class 3,109,14,10,21,8,0.83,0.13,-46.9
sir_3502310,Enrique (GB),2578,Class 1,49,9,2,7,8,0.79,0.18,-23.95
sir_3502310,Enrique (GB),2578,Class 2,46,5,7,4,2,0.59,0.11,-20.34
sir_3502310,Enrique (GB),2578,Class 6,26,3,3,1,1,1.0,0.12,-6.4
sir_3502310,Enrique (GB),2578,Class 7,4,0,0,2,0,0.0,0.0,-4.0
sir_5239360,Quest For Peace (IRE),114,,68,5,1,5,7,1.0,0.07,-7.4
sir_5239360,Quest For Peace (IRE),114,Class 4,26,5,4,6,2,1.06,0.19,-6.31
sir_5239360,Quest For Peace (IRE),114,Class 5,15,6,0,1,2,2.51,0.4,14.62
sir_5239360,Quest For Peace (IRE),114,Class 3,4,0,0,1,0,0.0,0.0,-4.0
sir_5239360,Quest For Peace (IRE),114,Class 2,1,0,0,0,0,0.0,0.0,-1.0
sir_5164180,Elusive Pimpernel (USA),2436,,1692,106,106,125,134,0.75,0.06,-833.99
sir_5164180,Elusive Pimpernel (USA),2436,Class 5,242,21,16,24,20,0.81,0.09,-101.89
sir_5164180,Elusive Pimpernel (USA),2436,Class 4,240,23,25,31,22,0.86,0.1,-77.77
sir_5164180,Elusive Pimpernel (USA),2436,Class 6,102,12,10,13,9,1.0,0.12,7.57
sir_5164180,Elusive Pimpernel (USA),2436,Class 3,95,11,14,17,6,0.85,0.12,83.37
sir_5164180,Elusive Pimpernel (USA),2436,Class 2,35,0,3,7,1,0.0,0.0,-35.0
sir_5164180,Elusive Pimpernel (USA),2436,Class 1,27,1,1,4,5,0.34,0.04,-20.5
sir_5164180,Elusive Pimpernel (USA),2436,Class 7,3,0,0,0,0,0.0,0.0,-3.0
sir_5735996,Pether's Moon (IRE),645,Class 4,243,30,27,26,24,0.92,0.12,-95.64
sir_5735996,Pether's Moon (IRE),645,Class 5,219,31,15,31,24,1.11,0.14,-34.31
sir_5735996,Pether's Moon (IRE),645,,93,6,11,5,12,0.6,0.06,-27.4
sir_5735996,Pether's Moon (IRE),645,Class 3,50,10,10,5,4,0.89,0.2,-3.3
sir_5735996,Pether's Moon (IRE),645,Class 2,23,3,3,3,1,0.84,0.13,4.0
sir_5735996,Pether's Moon (IRE),645,Class 1,15,0,1,1,1,0.0,0.0,-15.0
sir_5735996,Pether's Moon (IRE),645,Class 6,2,0,0,0,1,0.0,0.0,-2.0
sir_4741954,Zambezi Sun (GB),902,,673,46,42,55,56,0.86,0.07,-124.75
sir_4741954,Zambezi Sun (GB),902,Class 4,81,12,12,7,10,0.87,0.15,-40.79
sir_4741954,Zambezi Sun (GB),902,Class 5,52,6,7,7,8,0.64,0.12,-34.6
sir_4741954,Zambezi Sun (GB),902,Class 3,44,5,11,5,5,0.74,0.11,-12.17
sir_4741954,Zambezi Sun (GB),902,Class 1,30,8,7,1,5,1.09,0.27,-2.9
sir_4741954,Zambezi Sun (GB),902,Class 2,15,1,3,2,2,0.43,0.07,-13.43
sir_4741954,Zambezi Sun (GB),902,Class 6,7,3,2,0,1,2.61,0.43,25.5
sir_4628113,Schiaparelli (GER),1582,Class 4,622,82,78,65,55,1.0,0.13,-5.28
sir_4628113,Schiaparelli (GER),1582,Class 5,426,39,31,46,49,0.83,0.09,-149.05
sir_4628113,Schiaparelli (GER),1582,Class 3,169,26,20,26,17,1.03,0.15,-16.18
sir_4628113,Schiaparelli (GER),1582,,168,16,21,13,17,0.83,0.1,-61.0
sir_4628113,Schiaparelli (GER),1582,Class 1,72,6,11,11,7,0.63,0.08,-33.62
sir_4628113,Schiaparelli (GER),1582,Class 2,71,11,9,4,11,1.09,0.15,7.21
