damsire_id,damsire_name,total_runners,dist_f,runners,1st,2nd,3rd,4th,a/e,win_%,1_pl
dsi_621082,Double Trigger,758,15.5f,14,0,0,3,3,0.0,0.0,-14.0
dsi_621082,Double Trigger,758,5.5f,13,2,1,0,1,1.28,0.15,5.5
dsi_621082,Double Trigger,758,17.5f,12,2,0,0,2,1.11,0.17,-5.62
dsi_621082,Double Trigger,758,23f,11,3,1,0,1,1.99,0.27,3.75
dsi_621082,Double Trigger,758,10f,10,1,2,1,2,0.62,0.1,-7.75
dsi_621082,Double Trigger,758,23.5f,10,3,0,1,1,2.29,0.3,6.75
dsi_621082,Double Trigger,758,24.5f,10,2,0,0,1,1.43,0.2,8.62
dsi_621082,Double Trigger,758,18.5f,9,1,1,1,1,1.63,0.11,-5.25
dsi_621082,Double Trigger,758,22.5f,6,0,1,0,1,0.0,0.0,-6.0
dsi_621082,Double Trigger,758,9f,5,1,0,0,1,2.4,0.2,2.0
dsi_621082,Double Trigger,758,15f,4,1,0,1,0,7.04,0.25,11.0
dsi_621082,Double Trigger,758,8.5f,4,0,1,0,0,0.0,0.0,-4.0
dsi_621082,Double Trigger,758,11f,4,1,0,0,1,3.31,0.25,5.0
dsi_621082,Double Trigger,758,10.5f,4,0,0,0,0,0.0,0.0,-4.0
dsi_621082,Double Trigger,758,22f,4,1,1,0,0,2.2,0.25,-0.5
dsi_621082,Double Trigger,758,25f,4,0,1,0,0,0.0,0.0,-4.0
dsi_621082,Double Trigger,758,13.5f,3,1,1,0,1,1.04,0.33,-1.71
dsi_621082,Double Trigger,758,25.5f,3,0,0,1,0,0.0,0.0,-3.0
dsi_621082,Double Trigger,758,14f,2,0,0,1,0,0.0,0.0,-2.0
dsi_621082,Double Trigger,758,7.5f,2,0,0,0,0,0.0,0.0,-2.0
dsi_621082,Double Trigger,758,13f,2,0,0,1,0,0.0,0.0,-2.0
dsi_621082,Double Trigger,758,18f,1,0,0,0,0,0.0,0.0,-1.0
dsi_621082,Double Trigger,758,9.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_621082,Double Trigger,758,12.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_621082,Double Trigger,758,28.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_621082,Double Trigger,758,26.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_621082,Double Trigger,758,27f,1,1,0,0,0,2.88,1.0,1.88
dsi_621082,Double Trigger,758,32f,1,0,0,0,0,0.0,0.0,-1.0
dsi_621082,Double Trigger,758,32.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_621082,Double Trigger,758,29f,1,0,0,0,1,0.0,0.0,-1.0
dsi_625933,Hawker's News,404,16f,47,1,2,8,5,0.21,0.02,-44.0
dsi_625933,Hawker's News,404,21.5f,37,6,5,7,5,1.2,0.16,37.88
dsi_625933,Hawker's News,404,17.5f,33,5,1,1,3,1.94,0.15,58.0
dsi_625933,Hawker's News,404,19f,31,6,1,5,0,1.09,0.19,-9.3
dsi_625933,Hawker's News,404,20f,30,3,4,3,3,0.74,0.1,-9.75
dsi_625933,Hawker's News,404,18f,27,2,2,3,2,0.54,0.07,-12.4
dsi_625933,Hawker's News,404,19.5f,22,2,2,2,4,0.96,0.09,8.3
dsi_625933,Hawker's News,404,24f,22,2,5,3,1,0.72,0.09,-10.0
dsi_625933,Hawker's News,404,22f,21,4,0,1,1,2.27,0.19,18.1
dsi_625933,Hawker's News,404,20.5f,14,2,2,1,2,1.7,0.14,2.0
dsi_625933,Hawker's News,404,18.5f,14,2,2,1,1,1.01,0.14,1.63
dsi_625933,Hawker's News,404,22.5f,13,1,3,2,1,0.53,0.08,2.0
dsi_625933,Hawker's News,404,25f,11,1,2,1,1,0.65,0.09,-7.1
dsi_625933,Hawker's News,404,23f,10,3,1,2,1,2.78,0.3,16.5
dsi_625933,Hawker's News,404,21f,9,0,1,0,0,0.0,0.0,-9.0
dsi_625933,Hawker's News,404,16.5f,9,0,0,2,1,0.0,0.0,-9.0
dsi_625933,Hawker's News,404,23.5f,8,1,1,0,2,1.18,0.12,-1.0
dsi_625933,Hawker's News,404,12f,8,1,1,0,0,1.43,0.12,-5.2
dsi_625933,Hawker's News,404,29f,6,0,1,2,0,0.0,0.0,-6.0
dsi_625933,Hawker's News,404,15f,4,0,0,0,1,0.0,0.0,-4.0
dsi_625933,Hawker's News,404,17f,4,2,1,0,0,1.75,0.5,1.45
dsi_625933,Hawker's News,404,26f,3,0,0,1,0,0.0,0.0,-3.0
dsi_625933,Hawker's News,404,15.5f,3,0,0,1,0,0.0,0.0,-3.0
dsi_625933,Hawker's News,404,24.5f,3,1,0,1,0,1.73,0.33,0.0
dsi_625933,Hawker's News,404,25.5f,2,0,0,0,0,0.0,0.0,-2.0
dsi_625933,Hawker's News,404,26.5f,2,0,1,0,0,0.0,0.0,-2.0
dsi_625933,Hawker's News,404,8f,2,0,0,0,0,0.0,0.0,-2.0
dsi_625933,Hawker's News,404,12.5f,2,0,0,0,0,0.0,0.0,-2.0
dsi_625933,Hawker's News,404,13.5f,1,0,0,1,0,0.0,0.0,-1.0
dsi_625933,Hawker's News,404,28.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_625933,Hawker's News,404,13f,1,0,0,1,0,0.0,0.0,-1.0
dsi_625933,Hawker's News,404,29.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_625933,Hawker's News,404,30f,1,0,1,0,0,0.0,0.0,-1.0
dsi_625933,Hawker's News,404,27.5f,1,0,0,0,1,0.0,0.0,-1.0
dsi_625933,Hawker's News,404,8.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_3252319,Antarctique,279,18f,55,4,1,7,6,0.69,0.07,13.3
dsi_3252319,Antarctique,279,19.5f,25,2,9,2,3,0.48,0.08,-20.02
dsi_3252319,Antarctique,279,17f,25,2,2,2,6,0.56,0.08,-13.7
dsi_3252319,Antarctique,279,22f,23,4,4,3,0,1.19,0.17,28.9
dsi_3252319,Antarctique,279,17.5f,20,3,3,3,0,1.64,0.15,-7.2
dsi_3252319,Antarctique,279,19f,16,3,0,0,1,1.43,0.19,0.18
dsi_3252319,Antarctique,279,24f,15,3,2,3,1,1.53,0.2,-0.25
dsi_3252319,Antarctique,279,16f,14,6,1,3,0,1.5,0.43,7.83
dsi_3252319,Antarctique,279,20f,11,0,2,1,2,0.0,0.0,-11.0
dsi_3252319,Antarctique,279,15f,8,1,0,0,0,1.18,0.12,-4.0
dsi_3252319,Antarctique,279,16.5f,8,0,0,1,2,0.0,0.0,-8.0
dsi_3252319,Antarctique,279,20.5f,8,0,1,1,1,0.0,0.0,-8.0
dsi_3252319,Antarctique,279,23.5f,6,0,1,2,1,0.0,0.0,-6.0
dsi_3252319,Antarctique,279,24.5f,6,0,0,1,3,0.0,0.0,-6.0
dsi_3252319,Antarctique,279,22.5f,5,1,1,0,1,1.28,0.2,-2.12
dsi_3252319,Antarctique,279,26f,4,0,0,2,0,0.0,0.0,-4.0
dsi_3252319,Antarctique,279,18.5f,4,0,0,1,1,0.0,0.0,-4.0
dsi_3252319,Antarctique,279,21f,4,1,1,0,0,2.01,0.25,-0.25
dsi_3252319,Antarctique,279,23f,3,0,0,0,1,0.0,0.0,-3.0
dsi_3252319,Antarctique,279,21.5f,3,1,0,0,0,3.89,0.33,3.0
dsi_3252319,Antarctique,279,27.5f,2,0,0,0,0,0.0,0.0,-2.0
dsi_3252319,Antarctique,279,15.5f,2,0,1,0,1,0.0,0.0,-2.0
dsi_3252319,Antarctique,279,32.5f,2,1,0,0,0,2.21,0.5,2.33
dsi_3252319,Antarctique,279,30f,2,0,0,0,1,0.0,0.0,-2.0
dsi_3252319,Antarctique,279,26.5f,2,0,0,1,1,0.0,0.0,-2.0
dsi_3252319,Antarctique,279,12f,1,0,0,0,0,0.0,0.0,-1.0
dsi_3252319,Antarctique,279,31.5f,1,0,0,1,0,0.0,0.0,-1.0
dsi_3252319,Antarctique,279,33.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_3252319,Antarctique,279,12.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_3252319,Antarctique,279,25f,1,0,0,0,0,0.0,0.0,-1.0
dsi_3252319,Antarctique,279,28.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_764316,Marathon,225,16f,39,2,3,2,4,0.54,0.05,-32.12
dsi_764316,Marathon,225,18f,30,3,1,3,2,1.0,0.1,-6.3
dsi_764316,Marathon,225,12f,16,1,2,2,0,0.6,0.06,-13.9
dsi_764316,Marathon,225,19.5f,15,1,3,2,0,0.97,0.07,-9.9
dsi_764316,Marathon,225,20f,14,2,1,2,2,0.9,0.14,5.0
dsi_764316,Marathon,225,16.5f,12,3,2,2,0,1.17,0.25,0.24
dsi_764316,Marathon,225,17.5f,10,1,1,0,0,0.8,0.1,-3.0
dsi_764316,Marathon,225,15.5f,10,0,1,0,1,0.0,0.0,-10.0
dsi_764316,Marathon,225,8f,10,0,3,1,1,0.0,0.0,-10.0
dsi_764316,Marathon,225,13.5f,8,0,0,0,1,0.0,0.0,-8.0
dsi_764316,Marathon,225,9.5f,6,0,0,1,1,0.0,0.0,-6.0
dsi_764316,Marathon,225,15f,5,1,0,1,0,2.28,0.2,-0.5
dsi_764316,Marathon,225,12.5f,5,0,0,1,0,0.0,0.0,-5.0
dsi_764316,Marathon,225,21.5f,5,0,0,1,0,0.0,0.0,-5.0
dsi_764316,Marathon,225,17f,5,3,0,0,0,3.44,0.6,18.2
dsi_764316,Marathon,225,7.5f,5,0,0,1,1,0.0,0.0,-5.0
dsi_764316,Marathon,225,20.5f,4,0,0,0,1,0.0,0.0,-4.0
dsi_764316,Marathon,225,6f,4,0,1,0,0,0.0,0.0,-4.0
dsi_764316,Marathon,225,18.5f,3,1,0,0,0,6.72,0.33,6.4
dsi_764316,Marathon,225,10.5f,3,0,0,0,2,0.0,0.0,-3.0
dsi_764316,Marathon,225,7f,3,0,0,2,0,0.0,0.0,-3.0
dsi_764316,Marathon,225,19f,2,0,0,1,0,0.0,0.0,-2.0
dsi_764316,Marathon,225,21f,2,0,0,0,0,0.0,0.0,-2.0
dsi_764316,Marathon,225,10f,2,0,0,0,0,0.0,0.0,-2.0
dsi_764316,Marathon,225,6.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_764316,Marathon,225,23.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_764316,Marathon,225,14f,1,0,0,0,0,0.0,0.0,-1.0
dsi_764316,Marathon,225,24f,1,0,0,0,0,0.0,0.0,-1.0
dsi_764316,Marathon,225,23f,1,0,0,0,0,0.0,0.0,-1.0
dsi_764316,Marathon,225,13f,1,0,0,0,0,0.0,0.0,-1.0
dsi_764316,Marathon,225,22f,1,0,0,0,0,0.0,0.0,-1.0
dsi_4863383,Mawatheeq,274,6f,101,13,6,5,10,1.27,0.13,-23.39
dsi_4863383,Mawatheeq,274,7f,50,9,1,3,7,1.29,0.18,-13.58
dsi_4863383,Mawatheeq,274,5f,35,0,6,5,3,0.0,0.0,-35.0
dsi_4863383,Mawatheeq,274,8f,35,4,2,3,3,1.37,0.11,0.25
dsi_4863383,Mawatheeq,274,10f,15,1,0,0,4,1.04,0.07,2.0
dsi_4863383,Mawatheeq,274,5.5f,5,0,1,0,0,0.0,0.0,-5.0
dsi_4863383,Mawatheeq,274,12f,5,0,0,0,0,0.0,0.0,-5.0
dsi_4863383,Mawatheeq,274,8.5f,4,0,0,0,0,0.0,0.0,-4.0
dsi_4863383,Mawatheeq,274,14f,4,0,0,1,1,0.0,0.0,-4.0
dsi_4863383,Mawatheeq,274,17.5f,3,1,0,0,2,3.99,0.33,2.5
dsi_4863383,Mawatheeq,274,9f,3,0,0,0,0,0.0,0.0,-3.0
dsi_4863383,Mawatheeq,274,12.5f,2,0,0,0,0,0.0,0.0,-2.0
dsi_4863383,Mawatheeq,274,9.5f,2,0,0,0,0,0.0,0.0,-2.0
dsi_4863383,Mawatheeq,274,7.5f,2,0,1,0,0,0.0,0.0,-2.0
dsi_4863383,Mawatheeq,274,19f,1,0,0,0,1,0.0,0.0,-1.0
dsi_4863383,Mawatheeq,274,21.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_4863383,Mawatheeq,274,13.5f,1,0,1,0,0,0.0,0.0,-1.0
dsi_4863383,Mawatheeq,274,10.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_4863383,Mawatheeq,274,11.5f,1,0,0,0,1,0.0,0.0,-1.0
dsi_4863383,Mawatheeq,274,16.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_4863383,Mawatheeq,274,6.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_4863383,Mawatheeq,274,20.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_5601218,Toronado,161,5f,55,7,7,9,7,1.05,0.13,11.33
dsi_5601218,Toronado,161,6f,44,5,2,1,5,1.22,0.11,-18.31
dsi_5601218,Toronado,161,7f,32,3,3,1,3,0.77,0.09,-22.45
dsi_5601218,Toronado,161,8f,12,0,0,0,1,0.0,0.0,-12.0
dsi_5601218,Toronado,161,10f,6,1,2,0,1,1.24,0.17,2.5
dsi_5601218,Toronado,161,7.5f,4,2,0,0,0,3.33,0.5,4.9
dsi_5601218,Toronado,161,8.5f,2,0,0,0,2,0.0,0.0,-2.0
dsi_5601218,Toronado,161,6.5f,2,0,0,0,0,0.0,0.0,-2.0
dsi_5601218,Toronado,161,10.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_5601218,Toronado,161,9.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_5601218,Toronado,161,5.5f,1,0,1,0,0,0.0,0.0,-1.0
dsi_5601218,Toronado,161,9f,1,0,1,0,0,0.0,0.0,-1.0
dsi_5535299,Dabirsim,140,7f,41,3,7,7,5,0.52,0.07,-3.77
dsi_5535299,Dabirsim,140,8f,28,5,6,2,2,0.94,0.18,3.7
dsi_5535299,Dabirsim,140,6f,16,1,1,2,2,0.47,0.06,-14.47
dsi_5535299,Dabirsim,140,5f,14,1,2,4,1,0.44,0.07,-6.5
dsi_5535299,Dabirsim,140,7.5f,7,3,0,1,1,2.39,0.43,17.6
dsi_5535299,Dabirsim,140,6.5f,7,0,1,0,1,0.0,0.0,-7.0
dsi_5535299,Dabirsim,140,10f,5,0,0,1,0,0.0,0.0,-5.0
dsi_5535299,Dabirsim,140,11f,5,1,0,1,1,4.0,0.2,4.8
dsi_5535299,Dabirsim,140,8.5f,4,2,0,1,0,1.95,0.5,4.6
dsi_5535299,Dabirsim,140,9f,3,0,0,0,0,0.0,0.0,-3.0
dsi_5535299,Dabirsim,140,10.5f,3,1,0,0,0,1.6,0.33,-0.9
dsi_5535299,Dabirsim,140,5.5f,2,0,1,0,0,0.0,0.0,-2.0
dsi_5535299,Dabirsim,140,9.5f,2,0,1,0,0,0.0,0.0,-2.0
dsi_5535299,Dabirsim,140,12f,2,0,0,0,0,0.0,0.0,-2.0
dsi_5535299,Dabirsim,140,12.5f,1,0,1,0,0,0.0,0.0,-1.0
dsi_2129729,Storm Cat,7873,8f,1532,183,171,176,144,0.86,0.12,-348.3
dsi_2129729,Storm Cat,7873,7f,1285,177,143,140,144,0.91,0.14,-145.75
dsi_2129729,Storm Cat,7873,6f,1128,142,142,125,114,0.81,0.13,-249.67
dsi_2129729,Storm Cat,7873,10f,694,72,69,64,69,0.8,0.1,-184.3
dsi_2129729,Storm Cat,7873,8.5f,579,76,83,71,72,0.81,0.13,-129.13
dsi_2129729,Storm Cat,7873,9f,511,77,65,54,57,0.91,0.15,-63.26
dsi_2129729,Storm Cat,7873,5f,451,62,48,55,51,0.88,0.14,-90.16
dsi_2129729,Storm Cat,7873,12f,367,39,29,41,44,0.84,0.11,11.6
dsi_2129729,Storm Cat,7873,9.5f,172,20,24,16,15,0.92,0.12,-49.0
dsi_2129729,Storm Cat,7873,16f,161,12,9,11,13,0.71,0.07,-103.53
dsi_2129729,Storm Cat,7873,6.5f,142,17,24,17,17,0.74,0.12,-44.3
dsi_2129729,Storm Cat,7873,11f,134,13,20,21,12,0.67,0.1,-51.51
dsi_2129729,Storm Cat,7873,10.5f,126,14,12,10,11,0.85,0.11,-38.22
dsi_2129729,Storm Cat,7873,7.5f,89,11,8,14,14,0.81,0.12,-47.46
dsi_2129729,Storm Cat,7873,5.5f,78,11,9,6,9,0.94,0.14,-29.12
dsi_2129729,Storm Cat,7873,14f,63,9,4,8,12,0.87,0.14,-17.45
dsi_2129729,Storm Cat,7873,16.5f,57,1,6,4,5,0.14,0.02,-55.83
dsi_2129729,Storm Cat,7873,12.5f,42,2,2,4,11,0.3,0.05,-37.49
dsi_2129729,Storm Cat,7873,20f,29,4,4,0,3,1.23,0.14,-10.87
dsi_2129729,Storm Cat,7873,17f,28,2,0,2,1,0.75,0.07,-23.31
dsi_2129729,Storm Cat,7873,11.5f,25,4,0,2,2,1.2,0.16,-6.37
dsi_2129729,Storm Cat,7873,13f,19,2,2,2,1,0.81,0.11,-4.2
dsi_2129729,Storm Cat,7873,15f,17,1,1,2,1,0.44,0.06,-15.43
dsi_2129729,Storm Cat,7873,19f,15,2,0,0,1,1.6,0.13,-2.5
dsi_2129729,Storm Cat,7873,18.5f,14,0,0,4,1,0.0,0.0,-14.0
dsi_2129729,Storm Cat,7873,24f,11,0,0,1,1,0.0,0.0,-11.0
dsi_2129729,Storm Cat,7873,19.5f,11,0,0,0,2,0.0,0.0,-11.0
dsi_2129729,Storm Cat,7873,15.5f,10,1,0,1,2,1.04,0.1,5.0
dsi_2129729,Storm Cat,7873,17.5f,10,0,1,0,2,0.0,0.0,-10.0
dsi_2129729,Storm Cat,7873,18f,10,2,0,0,1,2.45,0.2,0.0
dsi_2129729,Storm Cat,7873,21f,8,0,0,0,1,0.0,0.0,-8.0
dsi_2129729,Storm Cat,7873,21.5f,8,0,0,0,0,0.0,0.0,-8.0
dsi_2129729,Storm Cat,7873,24.5f,7,1,0,0,0,3.01,0.14,0.0
dsi_2129729,Storm Cat,7873,23f,7,0,1,0,1,0.0,0.0,-7.0
dsi_2129729,Storm Cat,7873,13.5f,7,2,2,1,0,1.74,0.29,1.0
dsi_2129729,Storm Cat,7873,25f,4,0,0,1,0,0.0,0.0,-4.0
dsi_2129729,Storm Cat,7873,26.5f,4,2,0,1,0,2.4,0.5,2.7
dsi_2129729,Storm Cat,7873,20.5f,3,0,0,1,0,0.0,0.0,-3.0
dsi_2129729,Storm Cat,7873,22f,3,0,0,1,0,0.0,0.0,-3.0
dsi_2129729,Storm Cat,7873,14.5f,2,0,1,0,1,0.0,0.0,-2.0
dsi_2129729,Storm Cat,7873,4.5f,2,1,1,0,0,2.12,0.5,5.9
dsi_2129729,Storm Cat,7873,22.5f,2,0,0,2,0,0.0,0.0,-2.0
dsi_2129729,Storm Cat,7873,26f,2,0,0,0,0,0.0,0.0,-2.0
dsi_2129729,Storm Cat,7873,23.5f,1,0,1,0,0,0.0,0.0,-1.0
dsi_2129729,Storm Cat,7873,28f,1,0,0,0,0,0.0,0.0,-1.0
dsi_2129729,Storm Cat,7873,32.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_2129729,Storm Cat,7873,30f,1,0,0,0,0,0.0,0.0,-1.0
dsi_4594863,Captain Marvelous,187,6f,40,3,3,4,7,0.65,0.07,-27.6
dsi_4594863,Captain Marvelous,187,5f,22,3,6,1,1,0.71,0.14,-2.4
dsi_4594863,Captain Marvelous,187,8f,16,2,1,0,4,1.47,0.12,-4.0
dsi_4594863,Captain Marvelous,187,7f,15,1,2,0,0,1.02,0.07,4.1
dsi_4594863,Captain Marvelous,187,16f,12,0,1,1,0,0.0,0.0,-12.0
dsi_4594863,Captain Marvelous,187,8.5f,11,2,1,1,1,1.6,0.18,-2.5
dsi_4594863,Captain Marvelous,187,20f,9,2,1,2,0,2.51,0.22,5.5
dsi_4594863,Captain Marvelous,187,9.5f,8,1,0,0,2,0.81,0.12,-0.5
dsi_4594863,Captain Marvelous,187,10f,7,0,1,1,0,0.0,0.0,-7.0
dsi_4594863,Captain Marvelous,187,20.5f,5,1,1,0,1,0.85,0.2,-3.0
dsi_4594863,Captain Marvelous,187,12f,4,1,1,0,1,4.26,0.25,3.0
dsi_4594863,Captain Marvelous,187,17.5f,4,1,0,1,0,2.16,0.25,2.5
dsi_4594863,Captain Marvelous,187,17f,3,0,0,0,0,0.0,0.0,-3.0
dsi_4594863,Captain Marvelous,187,22f,3,0,0,0,1,0.0,0.0,-3.0
dsi_4594863,Captain Marvelous,187,16.5f,3,0,0,1,0,0.0,0.0,-3.0
dsi_4594863,Captain Marvelous,187,14f,3,0,0,0,1,0.0,0.0,-3.0
dsi_4594863,Captain Marvelous,187,11.5f,2,0,1,0,0,0.0,0.0,-2.0
dsi_4594863,Captain Marvelous,187,11f,2,0,0,1,0,0.0,0.0,-2.0
dsi_4594863,Captain Marvelous,187,21.5f,2,1,0,0,0,6.8,0.5,6.5
dsi_4594863,Captain Marvelous,187,21f,2,0,0,0,0,0.0,0.0,-2.0
dsi_4594863,Captain Marvelous,187,7.5f,2,0,0,0,0,0.0,0.0,-2.0
dsi_4594863,Captain Marvelous,187,5.5f,2,0,0,0,1,0.0,0.0,-2.0
dsi_4594863,Captain Marvelous,187,24f,2,0,0,0,0,0.0,0.0,-2.0
dsi_4594863,Captain Marvelous,187,24.5f,2,0,0,0,0,0.0,0.0,-2.0
dsi_4594863,Captain Marvelous,187,13.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_4594863,Captain Marvelous,187,6.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_4594863,Captain Marvelous,187,4.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_4594863,Captain Marvelous,187,18f,1,0,0,0,0,0.0,0.0,-1.0
dsi_4594863,Captain Marvelous,187,18.5f,1,0,0,0,1,0.0,0.0,-1.0
dsi_4594863,Captain Marvelous,187,22.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_5266135,Makfi,1227,8f,259,30,27,21,28,0.91,0.12,-111.0
dsi_5266135,Makfi,1227,7f,253,40,15,24,20,1.16,0.16,10.29
dsi_5266135,Makfi,1227,6f,185,20,10,20,21,0.87,0.11,-104.57
dsi_5266135,Makfi,1227,10f,85,11,3,9,10,1.05,0.13,-4.15
dsi_5266135,Makfi,1227,5f,83,11,8,7,13,0.9,0.13,24.73
dsi_5266135,Makfi,1227,12f,46,7,3,2,8,1.16,0.15,-14.75
dsi_5266135,Makfi,1227,7.5f,40,9,4,2,4,1.52,0.23,19.0
dsi_5266135,Makfi,1227,9.5f,38,5,3,4,1,0.98,0.13,-7.0
dsi_5266135,Makfi,1227,16f,28,1,1,4,2,0.35,0.04,-25.0
dsi_5266135,Makfi,1227,9f,27,0,2,6,3,0.0,0.0,-27.0
dsi_5266135,Makfi,1227,10.5f,23,3,1,4,2,0.82,0.13,-1.05
dsi_5266135,Makfi,1227,6.5f,22,1,2,3,1,0.39,0.05,-18.2
dsi_5266135,Makfi,1227,8.5f,21,4,1,2,2,1.47,0.19,6.0
dsi_5266135,Makfi,1227,11f,15,4,3,1,0,1.01,0.27,11.7
dsi_5266135,Makfi,1227,5.5f,13,3,1,0,1,1.76,0.23,3.25
dsi_5266135,Makfi,1227,14f,13,1,2,1,1,0.56,0.08,-4.5
dsi_5266135,Makfi,1227,17f,10,1,3,2,1,0.61,0.1,-7.9
dsi_5266135,Makfi,1227,16.5f,9,3,2,0,0,2.51,0.33,5.0
dsi_5266135,Makfi,1227,18f,9,0,0,1,0,0.0,0.0,-9.0
dsi_5266135,Makfi,1227,13.5f,7,0,3,0,0,0.0,0.0,-7.0
dsi_5266135,Makfi,1227,12.5f,6,0,2,1,1,0.0,0.0,-6.0
dsi_5266135,Makfi,1227,15f,5,0,1,1,0,0.0,0.0,-5.0
dsi_5266135,Makfi,1227,11.5f,5,1,1,1,2,1.06,0.2,3.0
dsi_5266135,Makfi,1227,19.5f,4,0,0,1,0,0.0,0.0,-4.0
dsi_5266135,Makfi,1227,17.5f,4,0,0,0,0,0.0,0.0,-4.0
dsi_5266135,Makfi,1227,19f,3,0,0,0,0,0.0,0.0,-3.0
dsi_5266135,Makfi,1227,20f,3,0,1,0,1,0.0,0.0,-3.0
dsi_5266135,Makfi,1227,18.5f,3,0,0,0,0,0.0,0.0,-3.0
dsi_5266135,Makfi,1227,13f,2,0,0,0,0,0.0,0.0,-2.0
dsi_5266135,Makfi,1227,15.5f,2,0,0,0,1,0.0,0.0,-2.0
dsi_5266135,Makfi,1227,14.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_5266135,Makfi,1227,4.5f,1,0,1,0,0,0.0,0.0,-1.0
dsi_5266135,Makfi,1227,22f,1,0,0,0,1,0.0,0.0,-1.0
dsi_5266135,Makfi,1227,21f,1,0,0,0,0,0.0,0.0,-1.0
dsi_5237701,Nathaniel,679,7f,151,18,20,17,13,0.87,0.12,2.17
dsi_5237701,Nathaniel,679,8f,148,23,22,21,15,0.96,0.16,4.39
dsi_5237701,Nathaniel,679,12f,60,14,1,8,9,1.52,0.23,9.58
dsi_5237701,Nathaniel,679,10f,57,7,8,7,5,0.88,0.12,-15.92
dsi_5237701,Nathaniel,679,6f,41,4,4,4,3,0.93,0.1,-15.0
dsi_5237701,Nathaniel,679,16f,32,2,4,5,3,0.52,0.06,-19.98
dsi_5237701,Nathaniel,679,9.5f,31,4,2,4,2,0.88,0.13,13.94
dsi_5237701,Nathaniel,679,8.5f,17,1,3,1,1,0.42,0.06,-15.93
dsi_5237701,Nathaniel,679,10.5f,15,1,1,0,4,0.62,0.07,-11.5
dsi_5237701,Nathaniel,679,5f,14,0,1,3,3,0.0,0.0,-14.0
dsi_5237701,Nathaniel,679,11f,12,2,2,0,2,0.75,0.17,-8.69
dsi_5237701,Nathaniel,679,16.5f,11,4,0,2,0,1.94,0.36,5.36
dsi_5237701,Nathaniel,679,9f,11,2,1,3,0,1.06,0.18,2.4
dsi_5237701,Nathaniel,679,12.5f,10,0,1,0,2,0.0,0.0,-10.0
dsi_5237701,Nathaniel,679,7.5f,10,1,1,0,3,0.76,0.1,-6.7
dsi_5237701,Nathaniel,679,14f,8,1,0,1,0,0.82,0.12,-2.5
dsi_5237701,Nathaniel,679,15.5f,6,1,1,1,1,1.02,0.17,28.0
dsi_5237701,Nathaniel,679,6.5f,5,0,0,3,0,0.0,0.0,-5.0
dsi_5237701,Nathaniel,679,17f,5,0,1,0,0,0.0,0.0,-5.0
dsi_5237701,Nathaniel,679,11.5f,5,0,0,0,1,0.0,0.0,-5.0
dsi_5237701,Nathaniel,679,13.5f,4,0,0,1,1,0.0,0.0,-4.0
dsi_5237701,Nathaniel,679,24f,4,0,1,2,1,0.0,0.0,-4.0
dsi_5237701,Nathaniel,679,15f,3,0,0,0,0,0.0,0.0,-3.0
dsi_5237701,Nathaniel,679,21.5f,3,1,1,0,0,2.48,0.33,5.5
dsi_5237701,Nathaniel,679,19f,3,0,0,0,2,0.0,0.0,-3.0
dsi_5237701,Nathaniel,679,20.5f,3,0,0,0,0,0.0,0.0,-3.0
dsi_5237701,Nathaniel,679,19.5f,2,0,0,0,0,0.0,0.0,-2.0
dsi_5237701,Nathaniel,679,5.5f,2,0,0,0,1,0.0,0.0,-2.0
dsi_5237701,Nathaniel,679,14.5f,1,0,0,0,1,0.0,0.0,-1.0
dsi_5237701,Nathaniel,679,13f,1,0,0,0,0,0.0,0.0,-1.0
dsi_5237701,Nathaniel,679,21f,1,0,0,0,0,0.0,0.0,-1.0
dsi_5237701,Nathaniel,679,18.5f,1,1,0,0,0,4.0,1.0,3.0
dsi_5237701,Nathaniel,679,20f,1,0,0,0,0,0.0,0.0,-1.0
dsi_5237701,Nathaniel,679,25f,1,0,0,0,1,0.0,0.0,-1.0
