damsire_id,damsire_name,total_runners,dist_f,runners,1st,2nd,3rd,4th,a/e,win_%,1_pl
dsi_453460,Sleeping Car,1618,9f,2,0,1,1,0,0.0,0.0,-2.0
dsi_453460,Sleeping Car,1618,28.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_453460,Sleeping Car,1618,5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_453460,Sleeping Car,1618,6f,1,0,0,0,0,0.0,0.0,-1.0
dsi_453460,Sleeping Car,1618,34.5f,1,0,0,0,1,0.0,0.0,-1.0
dsi_3150539,Zamindar,4835,8f,905,99,85,88,78,0.88,0.11,-263.24
dsi_3150539,Zamindar,4835,7f,803,62,99,79,93,0.63,0.08,-398.5
dsi_3150539,Zamindar,4835,6f,777,102,79,68,75,0.98,0.13,-96.22
dsi_3150539,Zamindar,4835,10f,416,47,40,51,38,0.84,0.11,3.39
dsi_3150539,Zamindar,4835,5f,244,18,16,32,21,0.61,0.07,-109.21
dsi_3150539,Zamindar,4835,12f,210,21,20,19,18,0.83,0.1,-60.38
dsi_3150539,Zamindar,4835,16f,187,10,22,18,21,0.49,0.05,-118.56
dsi_3150539,Zamindar,4835,9.5f,173,14,13,11,15,0.74,0.08,23.07
dsi_3150539,Zamindar,4835,7.5f,129,12,9,14,9,0.84,0.09,-37.06
dsi_3150539,Zamindar,4835,8.5f,123,12,16,12,10,0.75,0.1,-67.76
dsi_3150539,Zamindar,4835,10.5f,110,9,9,6,13,0.72,0.08,-52.88
dsi_3150539,Zamindar,4835,6.5f,104,9,8,9,11,0.79,0.09,-9.95
dsi_3150539,Zamindar,4835,9f,80,5,6,9,14,0.51,0.06,-21.7
dsi_3150539,Zamindar,4835,16.5f,68,8,5,8,6,0.96,0.12,-37.57
dsi_3150539,Zamindar,4835,11f,49,6,4,7,6,0.84,0.12,-16.45
dsi_3150539,Zamindar,4835,12.5f,49,8,4,2,6,1.64,0.16,-9.1
dsi_3150539,Zamindar,4835,14f,46,3,5,4,10,0.54,0.07,-27.75
dsi_3150539,Zamindar,4835,17f,42,4,6,3,6,0.68,0.1,-30.92
dsi_3150539,Zamindar,4835,5.5f,34,3,4,4,4,0.61,0.09,-18.3
dsi_3150539,Zamindar,4835,20f,33,5,3,4,4,1.32,0.15,-9.67
dsi_3150539,Zamindar,4835,11.5f,33,2,4,6,1,0.45,0.06,-26.5
dsi_3150539,Zamindar,4835,15.5f,28,1,1,4,4,0.39,0.04,-11.1
dsi_3150539,Zamindar,4835,18f,27,0,2,2,4,0.0,0.0,-27.0
dsi_3150539,Zamindar,4835,13f,26,2,2,1,2,0.57,0.08,-19.62
dsi_3150539,Zamindar,4835,19.5f,21,1,2,3,2,0.36,0.05,-17.0
dsi_3150539,Zamindar,4835,19f,18,1,1,2,4,0.54,0.06,-5.0
dsi_3150539,Zamindar,4835,17.5f,15,1,2,1,1,0.74,0.07,-13.33
dsi_3150539,Zamindar,4835,13.5f,14,0,1,3,2,0.0,0.0,-14.0
dsi_3150539,Zamindar,4835,20.5f,11,1,2,2,0,0.76,0.09,-3.5
dsi_3150539,Zamindar,4835,15f,10,0,1,1,2,0.0,0.0,-10.0
dsi_3150539,Zamindar,4835,18.5f,10,2,1,0,2,0.89,0.2,-1.25
dsi_3150539,Zamindar,4835,23.5f,9,2,3,0,0,1.3,0.22,-1.25
dsi_3150539,Zamindar,4835,24f,8,0,0,2,1,0.0,0.0,-8.0
dsi_3150539,Zamindar,4835,21.5f,6,0,1,2,0,0.0,0.0,-6.0
dsi_3150539,Zamindar,4835,21f,4,0,0,0,0,0.0,0.0,-4.0
dsi_3150539,Zamindar,4835,14.5f,3,0,2,0,0,0.0,0.0,-3.0
dsi_3150539,Zamindar,4835,22f,2,0,0,0,0,0.0,0.0,-2.0
dsi_3150539,Zamindar,4835,23f,2,0,0,1,0,0.0,0.0,-2.0
dsi_3150539,Zamindar,4835,29f,2,0,0,0,0,0.0,0.0,-2.0
dsi_3150539,Zamindar,4835,4.5f,1,1,0,0,0,9.3,1.0,8.3
dsi_3150539,Zamindar,4835,26.5f,1,0,0,0,1,0.0,0.0,-1.0
dsi_3150539,Zamindar,4835,25f,1,0,0,1,0,0.0,0.0,-1.0
dsi_3150539,Zamindar,4835,25.5f,1,1,0,0,0,6.0,1.0,5.0
dsi_532063,Hernando,8038,16f,843,93,89,95,86,0.83,0.11,-305.87
dsi_532063,Hernando,8038,8f,794,58,66,86,84,0.7,0.07,-330.14
dsi_532063,Hernando,8038,7f,650,41,47,57,59,0.64,0.06,-250.87
dsi_532063,Hernando,8038,10f,649,80,67,67,70,0.97,0.12,-149.17
dsi_532063,Hernando,8038,12f,638,72,74,69,69,0.83,0.11,-194.81
dsi_532063,Hernando,8038,6f,497,37,44,49,53,0.76,0.07,-150.41
dsi_532063,Hernando,8038,9.5f,293,21,40,28,22,0.7,0.07,-47.35
dsi_532063,Hernando,8038,20f,288,26,35,29,28,0.81,0.09,-97.43
dsi_532063,Hernando,8038,16.5f,283,41,35,36,26,1.02,0.14,12.23
dsi_532063,Hernando,8038,5f,204,17,24,20,23,0.76,0.08,-76.93
dsi_532063,Hernando,8038,24f,194,28,26,17,17,1.03,0.14,-55.99
dsi_532063,Hernando,8038,14f,190,37,22,17,27,1.27,0.19,51.05
dsi_532063,Hernando,8038,17f,186,21,28,16,20,0.8,0.11,-53.17
dsi_532063,Hernando,8038,10.5f,167,21,13,18,18,1.02,0.13,33.74
dsi_532063,Hernando,8038,8.5f,147,13,14,12,12,0.75,0.09,-83.55
dsi_532063,Hernando,8038,12.5f,142,25,13,11,6,1.55,0.18,26.96
dsi_532063,Hernando,8038,19.5f,136,21,13,19,18,1.21,0.15,-30.31
dsi_532063,Hernando,8038,9f,126,13,13,15,7,0.89,0.1,-59.17
dsi_532063,Hernando,8038,15.5f,122,15,13,11,11,0.93,0.12,-32.86
dsi_532063,Hernando,8038,20.5f,108,7,7,12,5,0.6,0.06,-63.09
dsi_532063,Hernando,8038,11f,107,11,10,12,9,0.77,0.1,-47.69
dsi_532063,Hernando,8038,21f,103,9,9,9,13,0.65,0.09,-39.78
dsi_532063,Hernando,8038,7.5f,96,6,7,18,7,0.54,0.06,-45.57
dsi_532063,Hernando,8038,18f,94,10,11,13,1,0.86,0.11,-19.65
dsi_532063,Hernando,8038,19f,93,5,11,9,15,0.51,0.05,-57.84
dsi_532063,Hernando,8038,17.5f,87,17,14,7,9,1.38,0.2,4.85
dsi_532063,Hernando,8038,21.5f,72,5,10,7,8,0.46,0.07,-58.88
dsi_532063,Hernando,8038,11.5f,68,9,9,10,8,1.01,0.13,-3.85
dsi_532063,Hernando,8038,23.5f,61,6,8,13,5,0.71,0.1,36.5
dsi_532063,Hernando,8038,24.5f,59,9,6,1,9,1.02,0.15,-13.13
dsi_532063,Hernando,8038,23f,54,5,4,7,4,0.63,0.09,-38.52
dsi_532063,Hernando,8038,15f,53,4,9,6,7,0.45,0.08,-30.15
dsi_532063,Hernando,8038,13f,52,14,7,4,1,2.16,0.27,122.75
dsi_532063,Hernando,8038,13.5f,51,6,9,6,4,0.81,0.12,-2.6
dsi_532063,Hernando,8038,6.5f,49,3,7,1,7,0.72,0.06,8.8
dsi_532063,Hernando,8038,18.5f,48,2,4,3,8,0.33,0.04,-41.38
dsi_532063,Hernando,8038,25f,42,5,2,6,6,0.93,0.12,-9.25
dsi_532063,Hernando,8038,22f,38,3,5,3,3,0.62,0.08,-14.5
dsi_532063,Hernando,8038,25.5f,31,4,2,4,5,1.06,0.13,-16.63
dsi_532063,Hernando,8038,5.5f,23,4,3,4,4,1.31,0.17,-10.8
dsi_532063,Hernando,8038,22.5f,22,2,0,2,5,0.55,0.09,-15.56
dsi_532063,Hernando,8038,14.5f,19,3,2,4,4,0.8,0.16,0.75
dsi_532063,Hernando,8038,26f,19,1,4,2,2,0.36,0.05,-14.0
dsi_532063,Hernando,8038,30f,8,4,1,0,0,1.92,0.5,7.32
dsi_532063,Hernando,8038,29f,7,1,0,0,0,1.21,0.14,-3.25
dsi_532063,Hernando,8038,26.5f,5,0,0,1,0,0.0,0.0,-5.0
dsi_532063,Hernando,8038,34.5f,3,0,1,0,0,0.0,0.0,-3.0
dsi_532063,Hernando,8038,30.5f,3,1,0,1,0,2.88,0.33,2.5
dsi_532063,Hernando,8038,27.5f,3,1,0,0,0,3.09,0.33,2.5
dsi_532063,Hernando,8038,4.5f,2,0,0,0,0,0.0,0.0,-2.0
dsi_532063,Hernando,8038,31f,1,0,0,0,0,0.0,0.0,-1.0
dsi_532063,Hernando,8038,4f,1,0,0,0,0,0.0,0.0,-1.0
dsi_532063,Hernando,8038,28f,1,0,0,0,0,0.0,0.0,-1.0
dsi_532063,Hernando,8038,32f,1,0,0,0,0,0.0,0.0,-1.0
dsi_532063,Hernando,8038,27f,1,0,0,0,0,0.0,0.0,-1.0
dsi_532063,Hernando,8038,33.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_532063,Hernando,8038,28.5f,1,0,0,0,1,0.0,0.0,-1.0
dsi_532063,Hernando,8038,32.5f,1,0,0,0,1,0.0,0.0,-1.0
dsi_532063,Hernando,8038,29.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_3544135,Indian River,571,16f,108,12,10,9,8,0.87,0.11,-1.21
dsi_3544135,Indian River,571,24f,52,6,8,5,8,0.81,0.12,-5.65
dsi_3544135,Indian River,571,20f,49,7,7,7,9,0.84,0.14,-16.15
dsi_3544135,Indian River,571,16.5f,42,6,6,3,3,0.9,0.14,-14.4
dsi_3544135,Indian River,571,17f,35,4,11,3,5,0.67,0.11,-19.8
dsi_3544135,Indian River,571,18f,31,2,5,2,3,0.76,0.06,-17.8
dsi_3544135,Indian River,571,19.5f,26,2,0,3,4,0.81,0.08,-19.63
dsi_3544135,Indian River,571,17.5f,20,1,1,3,1,0.95,0.05,-9.7
dsi_3544135,Indian River,571,23.5f,18,2,3,0,2,0.7,0.11,-5.0
dsi_3544135,Indian River,571,20.5f,18,2,2,4,1,0.93,0.11,-2.0
dsi_3544135,Indian River,571,19f,18,1,1,2,2,0.83,0.06,-11.5
dsi_3544135,Indian River,571,21.5f,17,3,3,4,0,0.99,0.18,-2.27
dsi_3544135,Indian River,571,25f,16,1,2,1,2,0.52,0.06,-12.0
dsi_3544135,Indian River,571,21f,15,2,1,1,0,1.37,0.13,-4.17
dsi_3544135,Indian River,571,23f,15,3,2,2,4,1.16,0.2,-4.5
dsi_3544135,Indian River,571,15.5f,14,1,3,2,1,0.29,0.07,-12.56
dsi_3544135,Indian River,571,26f,12,2,2,3,0,1.12,0.17,-4.25
dsi_3544135,Indian River,571,22.5f,12,3,1,0,1,2.12,0.25,25.5
dsi_3544135,Indian River,571,22f,10,1,1,4,1,0.69,0.1,-6.25
dsi_3544135,Indian River,571,25.5f,9,2,3,0,0,1.12,0.22,0.38
dsi_3544135,Indian River,571,15f,8,0,0,0,1,0.0,0.0,-8.0
dsi_3544135,Indian River,571,18.5f,6,1,1,0,0,1.36,0.17,-1.1
dsi_3544135,Indian River,571,24.5f,4,1,2,0,1,1.66,0.25,2.0
dsi_3544135,Indian River,571,28.5f,3,0,0,0,1,0.0,0.0,-3.0
dsi_3544135,Indian River,571,13f,3,0,0,0,0,0.0,0.0,-3.0
dsi_3544135,Indian River,571,12f,2,0,0,0,0,0.0,0.0,-2.0
dsi_3544135,Indian River,571,34f,2,0,0,0,0,0.0,0.0,-2.0
dsi_3544135,Indian River,571,26.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_3544135,Indian River,571,28f,1,0,0,0,0,0.0,0.0,-1.0
dsi_3544135,Indian River,571,30.5f,1,0,0,1,0,0.0,0.0,-1.0
dsi_3544135,Indian River,571,9f,1,0,0,0,0,0.0,0.0,-1.0
dsi_3544135,Indian River,571,27.5f,1,0,0,0,1,0.0,0.0,-1.0
dsi_3544135,Indian River,571,27f,1,1,0,0,0,4.5,1.0,3.5
dsi_4124288,Sleeping Indian,711,6f,185,15,18,21,9,0.74,0.08,-48.75
dsi_4124288,Sleeping Indian,711,7f,146,13,6,17,14,0.9,0.09,-52.19
dsi_4124288,Sleeping Indian,711,8f,79,8,5,5,12,0.78,0.1,-40.84
dsi_4124288,Sleeping Indian,711,5f,72,7,7,8,11,0.75,0.1,-27.38
dsi_4124288,Sleeping Indian,711,10f,44,8,6,3,8,1.49,0.18,12.13
dsi_4124288,Sleeping Indian,711,16f,31,2,5,4,3,0.7,0.06,-14.0
dsi_4124288,Sleeping Indian,711,20f,15,2,1,4,1,0.74,0.13,-5.56
dsi_4124288,Sleeping Indian,711,16.5f,15,0,1,2,1,0.0,0.0,-15.0
dsi_4124288,Sleeping Indian,711,5.5f,15,0,2,2,1,0.0,0.0,-15.0
dsi_4124288,Sleeping Indian,711,12f,14,2,1,1,1,1.51,0.14,-1.67
dsi_4124288,Sleeping Indian,711,7.5f,12,0,1,0,2,0.0,0.0,-12.0
dsi_4124288,Sleeping Indian,711,6.5f,9,0,0,0,1,0.0,0.0,-9.0
dsi_4124288,Sleeping Indian,711,8.5f,9,1,1,2,0,0.62,0.11,-6.12
dsi_4124288,Sleeping Indian,711,21.5f,8,1,1,0,0,2.13,0.12,7.0
dsi_4124288,Sleeping Indian,711,14f,7,1,1,1,0,1.44,0.14,-1.5
dsi_4124288,Sleeping Indian,711,17f,7,0,0,0,2,0.0,0.0,-7.0
dsi_4124288,Sleeping Indian,711,11.5f,6,0,1,1,0,0.0,0.0,-6.0
dsi_4124288,Sleeping Indian,711,11f,5,0,0,1,1,0.0,0.0,-5.0
dsi_4124288,Sleeping Indian,711,20.5f,5,0,0,0,1,0.0,0.0,-5.0
dsi_4124288,Sleeping Indian,711,9.5f,4,0,0,0,0,0.0,0.0,-4.0
dsi_4124288,Sleeping Indian,711,12.5f,3,0,0,0,0,0.0,0.0,-3.0
dsi_4124288,Sleeping Indian,711,18.5f,3,0,0,0,0,0.0,0.0,-3.0
dsi_4124288,Sleeping Indian,711,15.5f,3,0,0,1,0,0.0,0.0,-3.0
dsi_4124288,Sleeping Indian,711,21f,2,0,0,0,0,0.0,0.0,-2.0
dsi_4124288,Sleeping Indian,711,18f,2,0,0,0,0,0.0,0.0,-2.0
dsi_4124288,Sleeping Indian,711,19.5f,1,1,0,0,0,1.4,1.0,0.4
dsi_4124288,Sleeping Indian,711,10.5f,1,1,0,0,0,6.0,1.0,5.0
dsi_4124288,Sleeping Indian,711,19f,1,0,0,0,0,0.0,0.0,-1.0
dsi_4124288,Sleeping Indian,711,24f,1,0,0,0,1,0.0,0.0,-1.0
dsi_4124288,Sleeping Indian,711,22f,1,0,0,0,0,0.0,0.0,-1.0
dsi_4124288,Sleeping Indian,711,14.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_4124288,Sleeping Indian,711,17.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_4124288,Sleeping Indian,711,15f,1,0,0,0,1,0.0,0.0,-1.0
dsi_4124288,Sleeping Indian,711,24.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_4124288,Sleeping Indian,711,9f,1,0,0,1,0,0.0,0.0,-1.0
dsi_632765,Bahri,3027,8f,363,22,47,36,41,0.53,0.06,-237.12
dsi_632765,Bahri,3027,6f,348,42,35,40,30,0.91,0.12,-102.87
dsi_632765,Bahri,3027,7f,344,28,32,25,42,0.72,0.08,-117.49
dsi_632765,Bahri,3027,10f,313,49,22,40,39,1.11,0.16,-43.97
dsi_632765,Bahri,3027,12f,244,28,26,28,29,0.83,0.11,-25.43
dsi_632765,Bahri,3027,5f,219,24,33,24,21,0.85,0.11,-52.5
dsi_632765,Bahri,3027,16f,201,21,15,18,21,0.92,0.1,-18.84
dsi_632765,Bahri,3027,9.5f,94,10,10,9,6,0.84,0.11,-45.37
dsi_632765,Bahri,3027,10.5f,72,7,9,9,8,0.89,0.1,-15.55
dsi_632765,Bahri,3027,16.5f,71,5,10,6,13,0.55,0.07,-40.6
dsi_632765,Bahri,3027,14f,66,1,8,13,9,0.11,0.02,-63.5
dsi_632765,Bahri,3027,9f,64,6,5,8,11,0.85,0.09,-6.7
dsi_632765,Bahri,3027,8.5f,60,6,12,4,7,0.63,0.1,-18.15
dsi_632765,Bahri,3027,20f,48,4,3,9,6,0.54,0.08,-30.56
dsi_632765,Bahri,3027,17f,42,6,8,2,6,0.95,0.14,-11.0
dsi_632765,Bahri,3027,12.5f,40,2,2,6,1,0.5,0.05,-28.0
dsi_632765,Bahri,3027,11f,39,7,1,2,6,1.44,0.18,34.55
dsi_632765,Bahri,3027,7.5f,39,6,2,3,2,1.47,0.15,39.92
dsi_632765,Bahri,3027,18f,37,4,3,2,1,1.26,0.11,-3.9
dsi_632765,Bahri,3027,19.5f,30,1,4,2,9,0.32,0.03,-27.38
dsi_632765,Bahri,3027,11.5f,30,3,5,5,2,0.66,0.1,-18.25
dsi_632765,Bahri,3027,5.5f,25,2,4,2,3,0.56,0.08,-18.5
dsi_632765,Bahri,3027,20.5f,20,2,2,4,2,0.88,0.1,-8.75
dsi_632765,Bahri,3027,21.5f,20,1,3,2,2,0.37,0.05,-9.0
dsi_632765,Bahri,3027,13f,20,2,1,0,1,0.99,0.1,-9.75
dsi_632765,Bahri,3027,17.5f,20,2,2,0,2,0.97,0.1,-9.2
dsi_632765,Bahri,3027,19f,18,3,2,2,2,1.53,0.17,5.5
dsi_632765,Bahri,3027,13.5f,17,1,0,4,1,0.49,0.06,-13.5
dsi_632765,Bahri,3027,18.5f,17,0,0,2,3,0.0,0.0,-17.0
dsi_632765,Bahri,3027,21f,15,2,3,2,0,1.0,0.13,-8.5
dsi_632765,Bahri,3027,6.5f,14,2,0,0,0,2.08,0.14,21.5
dsi_632765,Bahri,3027,22f,14,1,2,2,4,0.63,0.07,-9.5
dsi_632765,Bahri,3027,15.5f,14,0,2,1,1,0.0,0.0,-14.0
dsi_632765,Bahri,3027,24f,13,0,2,1,0,0.0,0.0,-13.0
dsi_632765,Bahri,3027,22.5f,8,1,1,0,0,0.93,0.12,-6.27
dsi_632765,Bahri,3027,23f,6,0,0,0,1,0.0,0.0,-6.0
dsi_632765,Bahri,3027,23.5f,5,0,3,1,0,0.0,0.0,-5.0
dsi_632765,Bahri,3027,15f,5,0,0,1,0,0.0,0.0,-5.0
dsi_632765,Bahri,3027,26f,3,0,1,0,0,0.0,0.0,-3.0
dsi_632765,Bahri,3027,25.5f,3,0,0,0,1,0.0,0.0,-3.0
dsi_632765,Bahri,3027,24.5f,3,0,0,0,0,0.0,0.0,-3.0
dsi_632765,Bahri,3027,25f,2,0,0,0,0,0.0,0.0,-2.0
dsi_632765,Bahri,3027,14.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_4623647,Archipenko,691,7f,144,15,24,14,15,0.71,0.1,-86.02
dsi_4623647,Archipenko,691,10f,109,13,9,15,18,0.95,0.12,17.23
dsi_4623647,Archipenko,691,8f,93,8,16,13,13,0.56,0.09,-58.33
dsi_4623647,Archipenko,691,12f,81,3,9,9,13,0.41,0.04,-66.4
dsi_4623647,Archipenko,691,6f,67,6,7,14,7,0.68,0.09,-19.15
dsi_4623647,Archipenko,691,14f,37,10,4,5,7,1.32,0.27,7.78
dsi_4623647,Archipenko,691,16f,24,2,1,5,5,0.57,0.08,-11.67
dsi_4623647,Archipenko,691,8.5f,19,0,4,2,4,0.0,0.0,-19.0
dsi_4623647,Archipenko,691,9.5f,15,2,3,3,2,0.66,0.13,-3.4
dsi_4623647,Archipenko,691,12.5f,14,1,2,3,1,0.53,0.07,-11.75
dsi_4623647,Archipenko,691,5f,13,4,2,2,0,1.78,0.31,12.1
dsi_4623647,Archipenko,691,10.5f,11,1,0,2,4,0.68,0.09,-8.25
dsi_4623647,Archipenko,691,9f,10,2,0,1,3,1.14,0.2,0.9
dsi_4623647,Archipenko,691,16.5f,10,1,1,1,2,0.84,0.1,-4.5
dsi_4623647,Archipenko,691,11f,9,0,1,2,1,0.0,0.0,-9.0
dsi_4623647,Archipenko,691,7.5f,8,2,1,2,1,1.55,0.25,1.0
dsi_4623647,Archipenko,691,11.5f,7,1,1,2,1,0.91,0.14,-4.38
dsi_4623647,Archipenko,691,13.5f,4,0,3,0,0,0.0,0.0,-4.0
dsi_4623647,Archipenko,691,6.5f,3,0,0,0,0,0.0,0.0,-3.0
dsi_4623647,Archipenko,691,14.5f,3,0,0,2,1,0.0,0.0,-3.0
dsi_4623647,Archipenko,691,15f,2,0,0,0,0,0.0,0.0,-2.0
dsi_4623647,Archipenko,691,13f,2,0,0,0,1,0.0,0.0,-2.0
dsi_4623647,Archipenko,691,19.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_4623647,Archipenko,691,5.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_4623647,Archipenko,691,17.5f,1,0,0,1,0,0.0,0.0,-1.0
dsi_4623647,Archipenko,691,20.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_4623647,Archipenko,691,18.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_4623647,Archipenko,691,15.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_5344171,Frankel,870,7f,196,32,17,21,29,1.15,0.16,11.97
dsi_5344171,Frankel,870,8f,181,30,27,13,23,0.95,0.17,-43.28
dsi_5344171,Frankel,870,6f,155,20,18,8,14,0.78,0.13,-78.3
dsi_5344171,Frankel,870,10f,79,10,13,11,8,0.71,0.13,-35.13
dsi_5344171,Frankel,870,5f,38,4,2,5,5,0.66,0.11,-19.15
dsi_5344171,Frankel,870,12f,28,3,4,2,2,0.57,0.11,-12.97
dsi_5344171,Frankel,870,9.5f,25,3,4,2,4,0.9,0.12,5.1
dsi_5344171,Frankel,870,6.5f,24,3,2,5,2,0.9,0.12,-9.02
dsi_5344171,Frankel,870,7.5f,24,3,4,1,1,0.85,0.12,3.2
dsi_5344171,Frankel,870,9f,24,3,5,6,1,0.77,0.12,6.9
dsi_5344171,Frankel,870,8.5f,19,5,1,3,3,1.16,0.26,-7.29
dsi_5344171,Frankel,870,11f,18,2,3,1,1,0.82,0.11,15.0
dsi_5344171,Frankel,870,10.5f,13,2,2,2,2,1.41,0.15,9.1
dsi_5344171,Frankel,870,5.5f,11,2,1,0,1,1.3,0.18,0.83
dsi_5344171,Frankel,870,16f,8,0,0,0,0,0.0,0.0,-8.0
dsi_5344171,Frankel,870,12.5f,6,1,0,0,0,1.15,0.17,-4.0
dsi_5344171,Frankel,870,14f,5,1,1,0,0,2.03,0.2,36.0
dsi_5344171,Frankel,870,16.5f,4,0,0,1,0,0.0,0.0,-4.0
dsi_5344171,Frankel,870,11.5f,3,1,0,0,0,1.18,0.33,-1.67
dsi_5344171,Frankel,870,15f,2,0,0,1,0,0.0,0.0,-2.0
dsi_5344171,Frankel,870,13f,2,0,0,0,0,0.0,0.0,-2.0
dsi_5344171,Frankel,870,13.5f,2,0,0,0,0,0.0,0.0,-2.0
dsi_5344171,Frankel,870,17.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_5344171,Frankel,870,14.5f,1,0,0,0,1,0.0,0.0,-1.0
dsi_5344171,Frankel,870,17f,1,0,0,0,0,0.0,0.0,-1.0
dsi_3691611,Kyllachy,6482,6f,2011,196,221,216,201,0.84,0.1,-626.01
dsi_3691611,Kyllachy,6482,5f,1591,193,210,172,170,0.86,0.12,-391.16
dsi_3691611,Kyllachy,6482,7f,1110,86,98,116,118,0.72,0.08,-563.03
dsi_3691611,Kyllachy,6482,8f,712,55,56,66,58,0.74,0.08,-234.84
dsi_3691611,Kyllachy,6482,10f,179,12,13,16,18,0.75,0.07,-37.6
dsi_3691611,Kyllachy,6482,9.5f,127,16,9,8,10,1.31,0.13,28.73
dsi_3691611,Kyllachy,6482,5.5f,127,18,14,14,15,1.15,0.14,18.35
dsi_3691611,Kyllachy,6482,8.5f,109,14,10,8,10,1.15,0.13,-30.02
dsi_3691611,Kyllachy,6482,6.5f,87,7,6,11,7,0.73,0.08,-33.8
dsi_3691611,Kyllachy,6482,16f,71,4,4,4,3,0.63,0.06,-48.5
dsi_3691611,Kyllachy,6482,12f,70,3,12,3,8,0.43,0.04,-28.62
dsi_3691611,Kyllachy,6482,7.5f,67,4,6,4,6,0.67,0.06,-12.0
dsi_3691611,Kyllachy,6482,9f,34,3,5,3,3,1.08,0.09,-12.3
dsi_3691611,Kyllachy,6482,10.5f,31,1,0,8,2,0.22,0.03,-28.9
dsi_3691611,Kyllachy,6482,16.5f,27,3,3,2,2,1.41,0.11,32.0
dsi_3691611,Kyllachy,6482,17f,21,3,3,1,2,2.05,0.14,5.0
dsi_3691611,Kyllachy,6482,11f,19,1,1,2,0,0.44,0.05,-13.5
dsi_3691611,Kyllachy,6482,11.5f,15,1,0,2,0,0.83,0.07,-6.0
dsi_3691611,Kyllachy,6482,15.5f,14,0,1,4,1,0.0,0.0,-14.0
dsi_3691611,Kyllachy,6482,14f,14,1,2,1,0,0.68,0.07,-11.62
dsi_3691611,Kyllachy,6482,20f,7,1,0,0,1,1.37,0.14,5.0
dsi_3691611,Kyllachy,6482,17.5f,5,0,1,0,0,0.0,0.0,-5.0
dsi_3691611,Kyllachy,6482,13f,4,1,0,0,0,2.75,0.25,4.0
dsi_3691611,Kyllachy,6482,19.5f,4,0,0,1,0,0.0,0.0,-4.0
dsi_3691611,Kyllachy,6482,18.5f,3,0,0,0,0,0.0,0.0,-3.0
dsi_3691611,Kyllachy,6482,19f,3,0,0,0,0,0.0,0.0,-3.0
dsi_3691611,Kyllachy,6482,15f,3,0,0,0,1,0.0,0.0,-3.0
dsi_3691611,Kyllachy,6482,18f,3,0,0,0,0,0.0,0.0,-3.0
dsi_3691611,Kyllachy,6482,12.5f,3,1,1,0,0,2.43,0.33,4.8
dsi_3691611,Kyllachy,6482,13.5f,2,1,0,0,1,6.32,0.5,6.0
dsi_3691611,Kyllachy,6482,4.5f,2,0,0,0,0,0.0,0.0,-2.0
dsi_3691611,Kyllachy,6482,20.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_3691611,Kyllachy,6482,4f,1,0,0,0,1,0.0,0.0,-1.0
dsi_3691611,Kyllachy,6482,25f,1,0,0,0,0,0.0,0.0,-1.0
dsi_3691611,Kyllachy,6482,22f,1,0,0,0,0,0.0,0.0,-1.0
dsi_3691611,Kyllachy,6482,21f,1,0,0,0,0,0.0,0.0,-1.0
dsi_3691611,Kyllachy,6482,23f,1,0,0,0,0,0.0,0.0,-1.0
dsi_3691611,Kyllachy,6482,24f,1,0,0,0,0,0.0,0.0,-1.0
dsi_5411385,Born To Sea,328,6f,104,15,12,6,13,1.1,0.14,-3.0
dsi_5411385,Born To Sea,328,7f,72,7,5,9,4,0.87,0.1,-13.9
dsi_5411385,Born To Sea,328,8f,42,5,2,6,7,1.23,0.12,-11.5
dsi_5411385,Born To Sea,328,5f,40,7,4,3,6,1.1,0.17,-3.52
dsi_5411385,Born To Sea,328,10f,13,3,0,2,0,1.71,0.23,4.5
dsi_5411385,Born To Sea,328,6.5f,11,1,0,1,1,1.53,0.09,-6.0
dsi_5411385,Born To Sea,328,8.5f,10,0,1,1,2,0.0,0.0,-10.0
dsi_5411385,Born To Sea,328,7.5f,9,0,0,0,1,0.0,0.0,-9.0
dsi_5411385,Born To Sea,328,9.5f,7,0,0,0,1,0.0,0.0,-7.0
dsi_5411385,Born To Sea,328,12f,6,1,1,1,0,1.32,0.17,0.5
dsi_5411385,Born To Sea,328,11f,4,1,0,1,0,3.1,0.25,25.0
dsi_5411385,Born To Sea,328,5.5f,3,0,1,0,0,0.0,0.0,-3.0
dsi_5411385,Born To Sea,328,11.5f,2,0,0,1,1,0.0,0.0,-2.0
dsi_5411385,Born To Sea,328,16.5f,1,0,0,0,0,0.0,0.0,-1.0
